"year","title","abstract","journal","doi"
"2000","ON THE NATURE OF FUTURE WORLDS? - CONSIDERATIONS OF VIRTUALITY AND UTOPIAS","It has been a widespread belief that computers can create viable utopias, design the future and plan and co-ordinate things such that the world can be born anew. The exponential increase in computing power has allowed for interaction in imaginary places – utopian spaces – and the endless re-configuration of those places. There are then good reasons to make links between the realm of the virtual and the creation of utopian and future worlds. We explore some of these links in this article. Having offered a preliminary discussion of the nature of traditional utopian and future world thinking, we then draw a distinction between stable state and flexible utopias, the former characterized by structurally fixed blueprints, the latter by the possibilities of virtual technologies which allow us endlessly to re-configure virtual spaces. This distinction leads us on to a debate that is implicit in the writings of Sherry Turkle and Richard Coyne, namely the analysis of the virtual from a Husserlian, as opposed to the dominant Heideggerian view. We defend a Husserlian analysis which, it is shown, better satisfies the concept of ‘flexible utopias’. The totalizing existential experience by a Heideggerian analysis corresponds well to ‘immersion’ technologies e.g. games and VR, utopias as ready-mades but, a Husserlian approach allows us to account for the creative process of making utopian or future worlds using software such as interior design when one changes items ad infinitum as part of the normal practices of being a designer. In the conclusion we will pull together the strands of the article and, end by noting how the contemporary theorist, Robert Nozick complements our arguments when he offers a version of utopia as a meta-utopia of flexible utopias or future worlds!","",""
"2000","Virtual life: self and identity redefined in the new media age","In this article, the author discusses her virtual reality installation The Parallel Dimension and goes on to explore the conflicts of identity experienced when a person is confronted with VR as a total immersion. She suggests that the various questions arising through this experience may lead us to a more ambivalent concept of the self.","",""
"2001","In Love with our Technology: Virtual Reality"," The intellectual history suggests that desire for intelligence augmentation underlies the idea of virtual reality (VR). The assumption underlying this teleological thrust towards intelligence augmentation is that intellectual advances are made by improving and facilitating human thinking and problem solving. This was thought possible only if computers were integrated effectively into the whole ecology of thought by virtue of a human-computer partnership, or symbiosis. VR media are seen as augmenting intelligence by more direct, intuitive channelling of information through the senses to establish a more direct interface, or experience with knowledge. The history of the idea of virtuality shows that policy, personnel choice and placement, and research and development aimed to implement this vision for VR. Related work led to the internet as focus was placed on networked, cooperative interaction - computers and people working together to augment human intelligence. ","",""
"2002","Social implications of virtual worlds","","",""
"2004","Avatar: From Deity to Corporate Property A philosophical inquiry into digital property in online games","The focal point in this paper is our virtual selves, the avatars with which we interact with others in online virtual environments. The dispute is growing as to whom these digital manifestations belong to. The dispute is in part due to the ability of the technology to transfer the avatars and also in part on the desire of the software manufacturers to enforce the end user licence agreements. These licences do not follow contract theory but have been enforced by the courts. Despite the actions of the court their validity as a whole is still questionable. This paper contains descriptions of the disputed objects and presents the arguments of both sides. There is also a presentation of the law regulating the area and its rationale, strengths and weaknesses. Then there follows a critique of the law as it is and a presentation of what the law could, and indeed in some cases, should be. In the conclusion this work both describes the importance of this issue and what is at stake if an equitable and reasonably balanced solution to the collective rights cannot be found.","",""
"2004","Ephemeral architectures: the body and landscape in augmented reality","Practice-based research for the PhD thesis Ephemeral architectures: the body and landscape in augmented reality includes experimentation in the creation of installation environments and the synthesis of moving image and virtual structures. This experimentation both acts as a proof-of-concept demonstration of theoretical principles, and provides actual material on which to reflect in order to adjust and modify theory. This article describes the installation Choreography of the Void, which focuses on issues of why and how augmented environments lead to a re-situation of the body through the fusion of spatial configurations, in the slippage of the boundary between the body, the organic, and visual representation. Conventionally, only the fixed is regarded as substantial and the moving is disqualified as accidental; but the augmented-reality installation can invert this condition, making a land scape of spatial constructs and relationships in which stability is accidental and movement substantial.","",""
"2005","New Media Arts Hybridity: The Vases (Dis)communicants Between Art, Affective                 Science and AR Technology"," Following Annie Coombes’s and Avtar Brah’s (authors of Hybridity and its Discontents: Politics, Science, Culture, 2000) request that we not merely apply but in fact historicise hybridity, and arguing that the art and science explorations of new media art have produced some of the strongest new media hybridities to date, the author focuses on one of the important fields of investigation currently linking media art, science and technology: augmented reality or what should be called augmented perception of time and space. This aesthetic field of investigation has led to a reassessment of representation, one that is not without (1) sharing some of the fundamental concerns of current neuroscientific investigation of mental processes and (2) questioning the image/real continuum principle at the core of recent augmented reality technology research. The article examines media artist Bill Viola’s The Passions series (2000-2001) to contend that new media’s original contribution to the practice of hybridity lies in the interaction that it both articulates and encourages with affective sciences, an interaction that redefines representation as an approximation, a facilitator - a projection screen for complex mental processes. ","",""
"2006","Why Governments aren't Gods and Gods aren't Governments","Virtual worlds (also known as MMORPGs, MMOGs and assorted other acronyms [1]) raise awkward questions concerning how they are governed, central to which is the status of the developers of such worlds. The currently solidifying view of the legal establishment is that developers themselves are the de facto government of their respective creations, while being in turn subject to the laws of whatever real–world government asserts jurisdiction. The players of virtual worlds, however, while agreeing that real–world governments take precedence, have traditionally not considered developers to be acting as governments; rather they regard them as deities for their (virtual) reality.  This paper argues that the players’ view is the better metaphor, insofar as it leads to better virtual worlds (experientially and artistically) than does the developers–as–government model.","",""
"2008","Obfuscatocracy: A stakeholder analysis of governing documents for virtual worlds","Virtual worlds are governed not only by the source code used to develop the world, but also by civil code documents that establish a governance structure that constrains the interactions of users of the virtual world and regulates relationships among stakeholders of the virtual world. While previous research has examined specific aspects of these documents, this paper analyzes these governing documents as a totality. By examining the totality of and the interplay among the governing documents of a number of established social worlds, this paper seeks to discover insights that can prove valuable both for scholarly understanding of social world governance and for the various stakeholders of social worlds. Following this analysis, the paper offers a set of policy recommendations and considerations to facilitate the development of governing documents that more democratically and equally serve the needs and rights of all stakeholders in virtual worlds. The paper concludes that virtual worlds and their governing documents are boundary objects with agency, in that they are the result of interactions among stakeholder groups and in turn reshape the relationships among those stakeholder groups.","",""
"2009","Public lives and private communities: The terms of service agreement and life in virtual worlds","This paper argues that the terms of service (TOS) agreements, also sometimes referred to as end user license agreements (EULAs), governing virtual worlds have important implications for the political and legal structures under which our virtual selves will function. This essay will focus on four key political concepts central to all TOS agreements studied. These concepts include contract language governing speech codes, intellectual property rights, privacy, and the relationship of the gaming world to the real world. If indeed these agreements offer governing constraints for people functioning in virtual spaces, then not only should their anti–democratic construction be considered, but as people spend more time in virtual worlds, these structures will become increasingly important to many aspects of our virtual identities.","",""
"2010","Authorization and governance in virtual worlds","Although a variety of formal and informal mechanisms govern behavior in virtual worlds, the proprietors of such worlds increasingly have relied upon formal legal claims to sanction undesired user behavior. A range of such legal claims might be asserted in different factual situations: copyright infringement, or trespass to computers, or circumvention of technical protections. But each of these claims relies upon the authorization status of the targeted user. Authorization is largely an incident of the virtual world proprietor's Terms of Service (ToS). Thus, the ToS is increasingly regarded as a license to access the proprietor's servers; violation of the ToS annuls authorization to access the servers. The result is that any misbehavior by users, in violation of the ToS, can be recast as a violation of copyright, or trespass, or technical circumvention laws, even if the undesired behavior has little bearing on the variety legal claim asserted.  This mutation of legal claims is troubling, not only from the standpoint of legal policy, but as a social policy to govern virtual worlds.","",""
"2010","Developing virtual worlds: The interplay of design, communities and rationality","This paper examines the evolution of virtual worlds from the developer's perspective. What are the motivations of developers? What are the specific challenges of the governance of user-generated content? User-created virtual worlds may be characterized according to their degree of design or emergence. On one end is the 'the designer as god' perspective and on the other is the unforeseeable and perpetually emergent 'user creativity.' Utilizing a theoretically derived sample of virtual worlds, we illustrate how governance is more complex as designers contend with three major issues. In general, across all three worlds, developers had to come to grips with the limits of their ability to design virtual worlds for premeditated outcomes. Secondly, communities forming within worlds, as opposed to atomized users, are central to the (creative) building, usage and governance of virtual worlds. Developers have a range of choices for how to interact with communities ranging from arm's length monitoring to engagement. Thirdly, developers have to manage instrumentally rational aspects of their business which can lead to tensions with the design and community goals, and, ultimately, lead to the failure of a world's business model. A fuller accounting of governance will have to accommodate the complex interplay between purposeful design, emergent community, and the logic of the marketplace.","",""
"2012","Reconsidering Site and Self: Methodological Frameworks for Virtual-World Research","In virtual worlds, the information communicated by environments and avatars is considered a powerful contributor to the development of social norms, group processes, and identities, and is fundamental to how individuals perceive themselves, the space, and others. Conducting research in virtual worlds must incorporate considerations of the spaces and actors that are necessary parts of those worlds. Although prior research provides solid guidelines for conducting ethnographies in virtual worlds, the implications of selecting site and self for non-ethnographic projects in such spaces have been largely overlooked. This paper examines the influence of research sites and presentations of self in virtual worlds in order to discuss how choices about these elements can influence study outcomes. To do so, we discuss how ethnographic paradigms informed the development and implementation of a mixed-method study conducted in Second Life. We conclude with suggestions for performing research in virtual worlds.","",""
"2012","Selling the selling point"," This article explores how virtual worlds are rhetorically constructed as obvious, innovative spaces for communication about architecture. It is argued that the marketization of an innovative use of new media platforms happens in early phases of the innovation processes, and the success of new media technologies such as virtual worlds hinges on the creation of expectations, which are intertwined with the discursive construction of future users. Drawing on the sociology of expectations and the sociology of technology, the article argues that the configuration of expected users is a central part of the communication about the innovation. It is demonstrated that the creation of markets does not begin when innovations such as Virtual Worlds Architecture are settled, but is intertwined with early expectations about their promises and limitations. Rather than seeing virtual worlds as settled and secluded sites for social and cultural innovation in themselves, we have examined how actors involved with them try to sell them as such. A crucial challenge for these actors turns out to be the interpretative flexibility of the innovation, since arguments designed to attract one kind of expected user might problematize the configuration of other types of users. ","",""
"2012","Virtual worlds as sites for social and cultural innovation","There is a growing recognition of the importance of virtual worlds as environments and media that carry the potential for social and cultural innovation by making possible new forms of social relationships based on communication among avatars. The articles in this special issue exemplify some aspects of this potential but also point out some of the many questions and unsolved problems that follow with innovation and the continuous development of virtual worlds. The two key concepts of virtual worlds and innovation are both widely used concepts that refer to emergent and rapidly changing phenomena without sharp contours or clearly defined boundaries. In the context of this special issue, we treat both virtual worlds and innovation as emergent phenomena in flux. Some of the features of virtual worlds, however, may also be seen as stable. According to Bell (2008) and Schroeder (2008, 2011), virtual worlds depend on stable, persistent digital infrastructures. Moreover, the online presence of gamers and residents is referred to by digital symbols and signs – be they avatars, space ships or green dots – and the technological platforms are accessible 24/7 over longer periods of time. They appear to be stable technologies and platforms, almost permanent. How is it, then, that we see them as emergent phenomena in flux? Our focus in this special issue of Convergence is on social and cultural innovation in and with virtual worlds which means that the technological innovation of the digital platforms and of the technology in itself are not our primary interest of reflection and analysis. Social and cultural innovation are phenomena of a fluid nature, subject to continuous change: the way we see and understand ourselves and each other, the way we experience exciting and extraordinary events or seek inspiration by thought-provoking art installations, the way we build virtual communities of high ideals or take the opportunity to live out behaviours otherwise not acceptable in our everyday life, these are all examples of human relationships with distinctive features that hold the potential for creative and innovative responses to new environments.","",""
"2012","Make-believe and make-belief in <i>Second Life</i> role-playing communities"," This feature article applies the concepts of ‘make-believe’ and ‘make-belief’ formulated by performance theorist, Richard Schechner, in a study of two role-play communities, Midian City and Gor in the online 3D environment Second Life. With make-believe fantasy role-play at their core, members of the two communities negotiate the social and political norms, the goals of the community and as well as the boundaries of the virtual role-play. The article explores the innovative forms of interaction at play in these negotiation processes, using (cyber)ethnographic methods and the analysis of various textual sources, Goffman’s theories of social performance as well as various types of performance discussed by Schechner and Auslander. The innovative forms of interaction are analysed in the light of the new technology and as performances and make-belief strategies directed towards realizing performative utopias, towards influencing the direction in which leaders and residents of this digital context want the role-play to develop, and towards shaping the emergent social and cultural rules and the political framework of the role-play. ","",""
"2012","Comparing situated sense-making processes in virtual worlds"," What happens when a person engages with a virtual world? Are there unique processes of engagings that occur? One approach to understanding how a person makes sense of a virtual world is to compare the engaging processes with other media technologies, focusing on situated performative and interpretive sense-makings. This article reports on a study conducted to compare how novices make sense of four media technologies: film, console videogames, massively multiplayer online role-playing games, and social virtual worlds. Using Dervin’s Sense-Making Methodology (SMM) and our conceptualization of media reception situations, we extracted five potential overlapping sense-making concepts to make comparisons that do not presume a priori the influences of characteristics of technologies and other structures. The five comparative concepts all focus on situated sense-making processes. Our purpose in this article is not to present a full study report but rather to illustrate the methodological approach used in the data collection/production and analysis of the study. Results of our analyses indicate the complexity of media reception situations, how they converged and diverged, and how they involve multiple potential influences on media reception outcomes. ","",""
