"year","title","abstract","journal","doi"
"2000","Evolution in Cyberspace: The Adaptation of National Videotext Systems to the Internet","Developpement parallele du systeme allemand (Bildchirmtext Btx, Datex-J et T-Online) et francais (Teletel-Minitel). Adaptation a l'Internet","",""
"2000","Approaches to Analysing the Web Text"," This paper challenges the dominance of concepts of hypertextuality as the foundation for the analysis of web texts. Instead it argues that web texts cannot be understood without reference to their specific contexts of production and consumption. As part of the construction of an alternative to existing analytical approaches to the web text contemporary practice in web design is surveyed, as are its relations with the culture of particular groups of producers. Drawing on an interdisciplinary framework allied to the field of British media and cultural studies, this paper suggests how the analysis of the web site might be approached in terms of its status as an emergent media/cultural form. It discusses how such forms might be understood in terms of the shared social conventions which inflect their production. It argues that web sites can neither be analysed in terms of generic hypertext or as a homogeneous genre and that rather the formation of groupings of sites in line with the ideologies, values and preoccupations of their producers require concrete analysis together with further research into specific practices of 'reading' web texts. ","",""
"2000","Untangling the World Wide Web","Freudian and Jungian variations, has been deployed in film studies, and to a lesser extent in the analysis of television in a productive and developed manner. This piece is going to explore a few ideas borrowed from the analytical psychology of C. G. Jung to see if adopting the perspective of a depth psychology can shed any light on what appears to be some of the more puzzling and intriguing elements of the web. For example why do users readily assume other identities (often of the opposite sex)? On one hand we welcome the net as providing new sources of information and unparalleled opportunities for communication. While at the same time we are afraid of its dark corners, of its power to corrupt through the easy access it provides to extreme types of pornography and the dissemination of information that is socially subversive.","",""
"2000","Al Gore and the creation of the Internet","This article explores how the perception arose that Al Gore in essence padded his resume by claiming to have invented the Internet.","",""
"2000","Empowering women through the Internet: Dutch women unite","The Webgrrls-NL organisation assists women in learning about computers and the Internet without the intervention of men or others who feel the need to show rather than to teach.","",""
"2000","National Borders on the World Wide Web"," The internet is often seen as a significant contributor to the globalization of culture and the economy. It is also seen as an inherently international medium, unimpeded by national borders and removed from the jurisdiction of the nation-state. This paper argues that although geographic borders may be removed from cyberspace, the social structures found in the `real' world are inscribed in online networks. By surveying 4000 web sites, it is determined that the organization of the world wide web conforms to some degree to traditional national borders. Web sites are, in most cases more likely to link to another site hosted in the same country than to cross national borders. When they do cross national borders, they are more likely to lead to pages hosted in the United States than to pages anywhere else in the world. ","",""
"2000","Follow the Subject and You'll Find the Money","The ide ol ogy of civil soci ety is founded on the lib eral indi vid ual, but not just in the guise of the sov er eign con sumer who deploys means-ends ratio nal ity to max i mize his or her use. For that cra ven fig ure ulti mately dies alone, sur rounded by rot ting goods and spent ser vices: ano mie is the fate of such iso lates, in the truly lonely hour of the last instance. To avoid such an end, the lib eral indi vid ual must also learn socia bil ity and col lab o ra tion. In our media-thick era, this desire for a dou ble-sided sub ject has pro duced a lit any of binary judgments: solo TV view ing bad, team bowl ing good; gam bling online bad, church atten dance good. In early 2000, 55 per cent of the U.S. pop u la tion was esti mated to have access to the internet—by far the high est abso lute num bers of any coun try in the world. But depres sion and lone li ness were dis pro por tion ately rep re sented among these den i zens of the internet, so much so that U.S. cul tural crit ics, func tion al ist soci ol o gists, and media mavens are con cerned that the lib eral indi vid ual has become unbal anced by it, with the self ish util i tar ian out weigh ing the pro-social vol un teer. Put another way, the cor ol lary of the internet’s spread across the nation is said to be the rise of sol i tude and a dim i nu tion in social activ ity—the loss, in short, of civil soci ety. Again, the lit any of binary judgments applies: less time shop ping in stores, but also less time spent with the fam ily; more time in the house, but more of that time work ing (Markoff 2000, A1). The other side to these num bers is that e-mail, not Web pur chase or other finan cial trans ac tions, is dom i nant—just 25 per cent of users buy online and less than 10 per cent bank that way, account ing for expen di ture of almost $15 bil lion in 1999 (Markoff 2000, A18; Vogel and Druckerman 2000). Such fig ures sug gest that the internet is","",""
"2000","No More Cybertarians, Please—More Citizens, Thank You","Who invented the internet? When he’s not busy claiming the status of a role model for Love Story, Al Gore sometimes includes this achievement in his curriculum vitae. He is not alone; chain bookstores feature memoirs by all manner of men making similar assertions. The truth is out there, however. Because while Al, his girlfriend Tipper, and his roommate Tommy Lee Jones were padding around Ivy-League dorms during late-night ice-cream feasts, the RAND Corporation was busily devising means of waging the Vietnam War. Its consultancy services did not end there, of course. Our friends over at the corporation also addressed the following question: What if the Soviet Union managed to strike at the heart of the domestic U.S. communications system? Asuccessful attack would leave the country disabled, unless a devolved network could be introduced. The packet system of today originated with that desire to decentralize computing through nodal, semiautonomous sites. In keeping with those origins—state-driven Cold War consultancies—the internet, as we all know, grew nested within public institutions of government and education, and the associated warfarewelfare para-bureaucracy of publicly funded but ostensibly independent research by private universities and firms. How, then, did cybertarianism emerge as an origin myth? And what is it?","",""
"2001","MEASURING THE INTERNET: HOST COUNTS VERSUS BUSINESS PLANS","The excessive media attention in and economic hopes placed on the Internet mean that measures of its size and distribution have been undertaken more often with an eye to business plans than to methodological rigour.This paper examines one disinterested source of Internet statistics, the Internet Domain Survey, to provide accurate measures of Internet size and distribution. Methodological issues in utilizing this survey are discussed to ensure the significance of findings is understood and to identify key methodological problems in a new field of research. Two particular problems are identified; the need to define user per computer host ratios and to identify the national origin of computers with international domain names. Statistics are presented from the five Internet Domain Surveys from January 1998 to January 2000 in the following categories: overall size, regional distribution, human development and economic distribution, linguistic distribution and user numbers. The conclusion is reached that even as the Internet is growing in all regions world-wide it remains concentrated in the highly developed nations. Some consideration of the implications of this for wider debates around the Internet is given.","",""
"2001","MEASURING THE INTERNET: HOST COUNTS VERSUS BUSINESS PLANS","","",""
"2001","Lessons from a 'Predictive History'"," This study presents a history of videotex and online services as seen through predictions and forecasts made at different stages. It presents the primarily optimistic expectations for what was then a 'new technology' created by merging the television, telephone, and the computer. In the USA, videotex is often perceived as a major market failure that should have been easy to foresee. However, success was constrained by the centralised-services architecture and applications of the time, and by undue belief in the revolutionary potential of the technology. A decentralised approach, both in technology and in applications, enabled the success of the World Wide Web - and proved many early predictors to be prescient about applications that would be popular on an interactive network. ","",""
"2001","Pioneers of the Early Digital Era"," This paper examines the innovative ideas and inventions that shaped and defined the evolution of early computing from 1833 to 1945. It documents the contribution of automatic digital computing by Charles Babbage in 1833; logician George Boole's concept of digital computer circuit design in the 1850s; Herman Hollerith's punch cards of the 1890s; Alan Turing's conceptual computing of the 1930s; and Vannevar Bush's 1945 vision of modern computing and 'Memex', the theoretical precursor of hypertext. Guided by actor-network theory and diffusion of innovation theory, this paper concludes that innovations are influenced by needs and effects of the age, the power of the printed word and the evolutionary process of diffusion are inevitable aspects of adoption and diffusion of new technologies, and 'lead users' and dominant technological designs shape media technologies. ","",""
"2001","James Slevin, The Internet and Society (Cambridge: Polity Press, 2000),                 266pp. ISBN 0-7456-2086-8","The internet is often portrayed somewhat paradoxically as both integral to the development of contemporary society and yet out of direct human control. A bio-evolutionary element frequently accompanies such techno-determinist rhetoric: the social transformation associated with the internet is a natural process and a force of human progress. In this autonomous-evolutionary understanding, debate about the role of the internet in society is largely irrelevant. Governments, industries, organisations, and citizens are simply advised to connect up to and keep up with the rapidly changing techno-sphere. Failing to adopt and adapt to the internet’s evolution will mean falling behind, or being left completely out of, the unfolding information society. Internet research and academic commentary sometimes resembles this techno-determinist rhetoric. Cyberspace is believed to bring about such radical changes to social relations that any previously useful concepts and under-standings are rendered obsolete. New tools of analysis and ways of thinking are needed. These will be revealed, so the argument goes, by the phenomena itself, rather than by way of the rational-critical processes of social investigation developed from investigations of offline life. Such","",""
"2001","Can the Internet help slow global environmental decline?","This article addresses three fundamental ways in which the Internet could help in the move towards a more environmentally sustainable world. The Internet can improve our capability to understand the science of environmental degradation and communicate that knowledge to public and private decision makers. It can also improve environmental policy by increasing international equity and participation in the policy development processes. Finally, it can help decrease resource waste and associated pollution by improving the efficiency economic activity. The exploitation of these fundamental opportunities is not predestined however, and will require an ongoing elaboration of the Internet's role in global environmental sustainability.","",""
"2001","The economics of software distribution over the Internet revisited","Research on the information economy has been based on the assumption that production of software involves low, or even zero, marginal costs. This paper examines this assumption. It argues that the act of driving Internet traffic to an Internet server is an act of distribution and that costs associated with it are actually software production and distribution costs. It suggests a generalized model, the Internet distribution chain, using which the variable and marginal cost of production and distribution can be revealed. Using this model the paper will show that marginal costs associated with the production and distribution of software actually resemble those of traditional products.","",""
"2001","Playing the links: Interactivity and stickiness in .com and not.com Web sites","Creators of commercial (.com) and non-commercial (not.com) Web sites presumably have different goals, which may be revealed in the number and nature of links from the sites. This study examines links from the home pages of heavily used Web sites, finding that commercial sites have more links. Not.com sites vary considerably in linking behavior, with .gov and .org sites having the most links. Commercial sites have a lower percentage of links to outside sites, possibly an indication of design for stickiness to keep visitors on site while .net sites show the highest rate of external linking.","",""
"2001","Libraries, the Internet and September 11","As the public clamored for information after September 11, libraries and librarians answered their call. This paper examines the response of libraries and librarians while noting some unexpected impacts on the profession.","",""
"2001","Between Online Heaven and Cyberhell"," The diffusion of the internet in Germany was accompanied by strong attention from the traditional mass media who considered the new medium extensively in their coverage. Their media framing of the internet is analyzed following the four dimensions of framing identified in earlier research on media issues. Central to this process are the argumentation patterns used in this research which were defined with regard to a qualitative analysis of the multimedia discourse. Results of a quantitative content analysis of German news magazine coverage (1995-8) indicate that these media had a strong tendency towards a favorable assessment of the internet. The euphoric and economically optimistic argumentation patterns were most important, and outcomes of the development were evaluated as supporting the emancipation of the individual. However, this particular way of framing the internet issue is only partly reflected in the perceptions of users. ","",""
"2002","The World Wide Web and Contemporary Cultural Theory, edited by A. Herman and T. Swiss","","",""
"2002","Analysis of the Defacement of Indian Web Sites"," This paper analyses publicly available reports of defacements of Indian Web sites. The primary aim of the paper is to present the raw information available as understandable statistical details. It also discusses the trends in the defacement activities and tries to find out the motive behind the defacement activities. ","",""
"2002","Hoax E-mails and Bonsai Kittens: Are You E-literate in the Docuverse?","As a society we are still to a large degree on that first wave of enchantment and wonder with what the information superhighway has to offer us - instant communication with loved ones and colleagues - either next door, at the next desk or on another continent - beautifully word processed reports, elegant spreadsheets and shopping at midnight in Paris or reading the latest dissertation on Iranian politics.  Our social mantra is very much 'is Internet, is good', and our logic is often placed around a misguided belief that if the information was found on the 'Net, then it must be good'.  This paper discusses the importance of not only having the skills of computer literacy, that is defined as being able to use computers and software to navigate the Internet, but also the importance of information literacy, defined as the skill of being critically literate.","",""
"2002","Hypertext Links: Whither Thou Goest, and Why"," The link is the basic element of hypertext, and researchers have long recognized that links provide semantic relationships for users. Yet little work has been done to understand the nature of these relationships, particularly in conjunction with the purposes of organizational/informational Web sites. This paper explores the semantic and rhetorical principles underlying link development and proposes a systematic, comprehensive classification of link types that would be of use to researchers and Web production teams. ","",""
"2002","A Mythic Perspective of Commodification on the World Wide Web","The Internet, initially established by scholars and scientists to freely share information, is being transformed into a source of profit for entrepreneurs and corporations. Commodification, the process of developing things and concepts and even people into saleable products, calls for a representation of the foundational mythology on the Web and its manifestation as symbolic language. This study posits a textual analysis of Wired for the purpose of measuring this transformation on a mythic continuum (connectivity-location-being).","",""
"2002","Communication Research About the Internet: a Thematic Meta-analysis"," This study presents a theoretical and methodological review of communication research about the internet. Through a thematic meta-analysis of recent research publications about the internet, we identified topical, methodological and theoretical trends of current internet studies. The patterns of the internet research agenda are discussed in relation to a development model of communication research. We hope the findings of this study provide not only an overview of current internet research trends but also new insights for future research directions regarding this new medium. ","",""
"2002","Identifying graphic conventions for genre definition in web sites","The objective of this analysis is to describe the characteristics of a sample of fifty web sites in order to define the basic graphic components they used, the frequency of their use and some general trends in web design. The comparison between sites also gives information on the different structures that are being used to present information. The characteristics analysed were the graphic organisation of the page, the elements to support navigation and the structure of information. The analysis identified graphic patterns (e.g. the use of specific text settings), navigation patterns (e.g. specific methods for manipulating documents) and information structures of sites that suggests that some conventions are beginning to emerge.","",""
"2002","Digital style history: the development of graphic design on the Internet","Since the appearance of the phenomenon of web design in the early 1990s, numerous ways of describing, viewing and instrumentalising this new design area have developed. However, so far few attempts have been made to develop analytic and reflective approaches to web design as an aesthetic phenomenon. The aim of this article is from an art historical perspective to focus on WWW as a graphic-aesthetic medium that can be examined as an object or work, and whose development can be described within the framework of design history. The main goal is to show how the study of the graphic design development of the Internet may benefit by employing a central concept from art and design theory, the concept of style. This is used as a dynamic principle for structuring, both in the description and analysis of web design and as a point of departure for a discussion of visual aesthetics and the context-dependent experiences of looking at web design.","",""
"2003","The Internet as Hyperbole: A Critical Examination of Adoption Rates","It seems to be a generally accepted belief that the adoption rate of the Internet has exceeded that of earlier mass communication technologies by several magnitudes. This article reviews the historic data related to some of these technologies, draws on actor-network theory as a framework for interpreting such data, traces the transformations and translation of this data throughout the public, political, and scientific discourse, and discusses the use of """"facts"""" in modern society.","",""
"2004","Critical Literacy in a Digital Era: Technology, Rhetoric, and the Public Interest, by Barbara Warnick. Mahwah, NJ: Lawrence Erlbaum Associates, 2002. xi + 146 pp. $39.95 cloth. $18.00 paperback. ISBN 0-805-84115-6.","Barbara Warnick, a well-known scholar in rhetoric and communication who has of late begun applying her skills in rhetorical theory to the Internet, takes a broad look at the Internet in this book, beginning with Wired and moving into online discourse (women online; political parody). In performing such criticism, Warnick invites readers to look at the narratives and messages behind the facade of mainstream presentation; by using rhetorical theory in specific, she invites us to see all technology discourse as persuasive. For example, her critique suggests that Wired is gender and racially biased and that the magazine is undergirded with an ideology of techno-libertarianism. These features are not neutral, and they present the technology in a way that the author suggests we might challenge (or at least be aware of). In this way, Warnick has written a book that performs two tasks: It updates rhetorical theory by illustrating how rhetoric as a discipline must consider technology in its realm of artifacts for criticism, and it updates Internet studies by portraying all discourse about the Internet as persuasive (and to consider what particular message is being pushed, and by whom). Thus, the book has two general audiences. The first is those in rhetorical theory who should be persuaded by this book (if they have not been already) that Internet discourse is an important area of study. The second audience would be more akin to readers of this journal: those looking at the Internet and its social, ethical, and political implications. The book begins with an introductory chapter that makes Warnick’s case for the use of rhetoric to understand the Internet. In particular, she argues that by understanding digital discourse and its motives, we can become more literate in a critical fashion: “Critical literacy,” she tells us, “in part means communicating about communication. It includes the capacity to look beneath the surface of the discourse” (p. 6). Citing other work in digital literacy, including this reviewer’s Cyberliteracy and Kathleen Tyner’s Literacy in a Digital World, Warnick makes the case for her method (rhetorical criticism) and the artifacts that she will critique. Like Kathleen Welch’s Electric Rhetoric, Warnick notes that a rhetorical approach will help us understand the “beliefs, values, and assumptions” (p. 14) written into texts, web pages, and other digital artifacts. Specifically, the next three chapters take a case-based approach, analyzing artifacts from our digital age. In Chapter One, Warnick examines the “new frontier” (her quotations) by examining the “new libertarianism” (p. 23) presented in Wired magazine through its structure, style, motives, and other rhetorical features. Of the many interesting findings in this chapter, Warnick notes that despite all the hype about the Internet and egalitarianism, the magazine’s main model of argument is based on the “young entrepreneur,” a white male under 30 years old (p. 42). In a counting of images, she discovers (is anyone surprised?) that 71% of the people presented in the magazine are white men. This chapter ends with several examples that show that Wired might, just might, be addressing its narrow scope and lack of inclusiveness. Yet in Chapter Two, we see that perhaps this inclusive future, when it comes to gender, might mean nothing more than “masculinizing the feminine” (p. 63). The chapter’s main argument is that invitational rhetoric, that is, rhetoric that invites women to be online, by and large only serves to reinforce traditional male-techno values about what women should do. Through her critique, Warnick argues that mainstream Web sites “constructed an ‘ideal’ type of woman—one who was career oriented, opportunistic, and prepared to take risks and try new things. . . . By praising tech-savvy values and lifestyles and by upbraiding women who had other priorities . . . this invitational","",""
"2004","Escher Staircases on the World Wide Web","It is shown that Escher Staircases, i.e. cycles of four nodes in a graph with reciprocal links, form a basic structural element on the World Wide Web.","",""
"2004","From Paris to Perth: Adopting an Annales perspective on the social history of the Internet in Western Australia","A new approach may be needed to interpret the history of a new technology, such as the Internet, within a local context. The Annales School, founded in France in 1929, brought a new approach to the study of history in the last century, introducing new methods and sources to the discipline. This paper will consider what this older, modernist perspective can contribute to a postmodern social history of the Internet in Western Australia. Despite apparent differences, it will be argued the integration of Annales style historiography, within a postmodern context, will provide a useful model to explore the history of a new technology, such as the Internet, within a local setting.","",""
"2004","The Numbers That Count","The first volume of new media & society in spring 1999 contained just 13 statistics, seven of which directly related to the internet and six of which were on other subjects. At the moment that the journal left the printer’s, the internet metrics banquet was just beginning. The intervening years produced a smorgasbord of figures that did as much to confuse and distract those examining life online as they did to provide enlightenment. First, at the time of the first issue of new media & society, many Americans probably thought that they knew a couple of things about the online world, based on the most widely-reported survey figures and online traffic measurements. Some were right, others were wrong or wrongly understood. The first thing they probably knew was that the American online population was growing smartly. The US Department of Commerce (1998b) reported that in 1994, 11 percent of US households had modems; in 1997, 26 percent had them; and by late 1998, this figure had risen to 33 percent. Subsequent reports from the US Department of Commerce (1999, 2000) and proprietary research firms showed the growth continuing into the new decade. In January 2000, Nielsen/NetRatings reported that the number of those with access to the internet had increased by 22.7 percent during 1999 to 119 million Americans (Nielsen/NetRatings, 2000). In February 2001, Nielsen/NetRatings reported that 169 million Americans had access to the internet from either home or work (Nielsen/NetRatings, 2001). Second, interested and engaged Americans probably knew that online traffic was growing briskly, yet a key ‘fact’ in wide circulation in April 1999 was disastrously out of date. The US Department of Commerce uncritically cited, in its ‘Emerging Digital Economy’ (1998a), the assertion of scientists at WorldCom’s UUNET (Unix to Unix Network) division that internet traffic ‘doubles every 100 days’ – or grows at a clip of 1000 percent a year. This figure originally appeared in an Inktomi white paper (1997) and was new media & society","",""
"2004","The Three Ages of Internet Studies: Ten, Five and Zero Years Ago","","",""
"2004","The Web as an Object of Study",",","",""
"2004","Internet/Cyberculture/ Digital Culture/New Media/ Fill-in-the-Blank Studies","For the time being, it appears as though the largest umbrella underneath which many of us would huddle is called internet studies. While simultaneously drawing and building from other, older research streams (computers and composition, computer-supported cooperative work, hyper/ cybertext theory, and human–computer interaction, to name just a few) – and waiting for others to join, follow, or contest – internet studies (also labeled studies of cyberculture, digital culture, information society, or new media) continues to grow as what can only be called a meta-field of study. The meta-field’s development and directions, coupled with attention towards the affiliations that its members do and do not make, constitute an important and interesting site of intellectual, academic, and political work. All the signifying elements of academic legitimacy – or alternatively what might be called discipline-building – are in place. There are both online and offline centers and organizations, such as the following:","",""
"2005","Science and Technology Studies Approaches to Internet Research","The field of science and technology studies provides three landmarks useful for orienting the loose constellation of intellectual projects pursued under the rubric of Internet research. Interdisciplinarity, networks, and politics offer a foundation from which social change and progress can be assessed. These landmarks can help to examine the rapid change, the micro and macro connections, the constraints and possibilities for self-organization that stand to reconfigure the substance of power, class, and culture associated with the adoption of new communication technologies.","",""
"2005","Fizz in the Field: Toward a Basis for an Emergent Internet Studies","This article examines the history and future prospects of the formation of Internet studies. It is argued that although a traditional field or disciplinary structure is not yet in place, the current interdisciplinary aggregations may have the makings of institutionalized academic units. Through comparison with the institutionalization of other interdisiciplinary areas of study (primarily that of communication and cultural studies), an argument is made for the need to create a firm intellectual foundation on which an Internet/studies can be built. Such a foundation should not only include sufficient and clear understanding of cognate fields but also include a foregrounding of power (as theoretical construct and practice) as a means of engaging the field in the world.","",""
"2005","Internet Research and the Sociology of Cyber-Social-Scientific Knowledge","Perspectives from the sociology of scientific knowledge are deployed to explore the birth of Internet research, focusing in particular on the development of methodological approaches. For a researcher based in the sociology of scientific knowledge, being an Internet researcher has been a vivid opportunity to experience at firsthand a phenomenon usually studied from the outside. The article begins by assessing some models of the process of scientific change. Characterizing Internet research as new has been a potent resource for enrolling researchers into the field and positioning research responses. The development of virtual methods for doing social research illustrates the process of methodological innovation in social science and the negotiation of methodological adequacy. Methodological discussions have been enlivened by the advent of the Internet as an object of study. Internet research has arguably been a valuable reflexive opportunity for the traditional disciplines that have fed its development.","",""
"2005","Internet Indiscipline: Two Approaches to Making a Field","This essay outlines two approaches to Internet research as an area of scholarship, the disciplined and the “indisciplined.” The former approach involves departments and curricula and is more stable in the long term but the chances of success are low. The latter approach is more flexible, emphasizing interaction between scholars and innovation without classics and constraints.","",""
"2005","Toward a Transdisciplinary Internet Research","Given the expanse of the Internet as a topic for research, the need for transdisciplinary research becomes evident. This paper introduces and expands on the problems of Internet research and how some of those can be resolved by pursuing transdisciplinary research. Issues introduced are the fragmentation of understanding, the disunity of research, and the public reception of that research.","",""
"2005","Disciplining the Future: A Critical Organizational Analysis of Internet Studies","This article provides a critical, cautionary stance toward the future structure of “Internet studies” as a field. A social constructionist reading of the process of organizing reveals the ways in which apparently obdurate structures are constructed and negotiated through everyday discursive practices. Subsequent structures and practices function ideologically to control organizational members in a concertive fashion by shaping and directing the conceptual frameworks for inquiry and action in a seemingly natural way. Definitions and metaphors construct conceptual boundaries of meaning for the field of inquiry, delimiting and protecting over time what counts as Internet and Internet studies. Over time, origins of knowledge are hidden within the structure of the organizations and a culture of unobtrusive control emerges. Unless radical measures are taken to reflexively interrogate everyday routines and habitual ways of talking in academic environments, the future field of Internet studies will not transcend the traditions of the academy but will be entrenched in and reproduce traditional structures and a traditional scholarly enterprise.","",""
