"year","title","abstract","journal","doi"
"2010","On Friendship, Boobs and the Logic of the Catalogue","Mobile photography and the emergence of lay self-portraiture are often interpreted as emancipatory processes of increasing agency and self-revelation. This article challenges this view by examining photos published in online albums and social network sites (SNSs). Bourdieuvian field analysis is utilized to reveal the local forms of capital that characterize those sites as fields of cultural production. Special attention is given to the enabling function of photos in the exchange between cultural, corporeal and social capital. Unlike both ‘home mode’ photos aimed for family and friends and professional photos aimed for strangers, photos in SNSs are an instrument aimed at making strangers into friends through their incorporation in a consumerist visual representation of society as a catalogue. Rather than an expression of a reflexively chosen identity, the photos produced by different actors are explained by their corresponding position in the field and composition of capital, as well as by the photos’ functionality.","",""
"2013","Zooming into an Instagram City: Reading the local through social media","How are users’ experiences of production, sharing, and interaction with the media they create mediated by the interfaces of particular social media platforms? How can we use computational analysis and visualizations of the content of visual social media (e.g., user photos, as opposed to upload dates, locations, tags and other metadata) to study social and cultural patterns? How can we visualize this media on multiple spatial and temporal scales? In this paper, we examine these questions through the analysis of the popular mobile photo–sharing application Instagram. First, we analyze the affordances provided by the Instagram interface and the ways this interface and the application’s tools structure users’ understanding and use of the “Instagram medium.” Next, we compare the visual signatures of 13 different global cities using 2.3 million Instagram photos from these cities. Finally, we use spatio–temporal visualizations of over 200,000 Instagram photos uploaded in Tel Aviv, Israel over three months to show how they can offer social, cultural and political insights about people’s activities in particular locations and time periods.","",""
"2015","What Does the Selfie Say? Investigating a Global Phenomenon","Selfies are suddenly ubiquitous. In declaring selfie Oxford Dictionaries’ 2013 Word of the Year, Editorial Director Judy Pearsall explained that their big data analyses of English words in use showed “a phenomenal upward trend” in mentions of selfies (Oxford Dictionaries, 2013, para. 3). “Are you sick of reading about selfies?” asks an article in The Atlantic (Garber, 2014, para. 1), announcing that selfies are now boring and thus finally interesting. “Are you tired of hearing about how those pictures you took of yourself on vacation last month are evidence of narcissism, but also maybe of empowerment, but also probably of the click-by-click erosion of Culture at Large?” Indeed, for all its usage, the term—and more so the practice(s)—remain fundamentally ambiguous, fraught, and caught in a stubborn and morally loaded hype cycle.","",""
"2015","Selfies| The Gestural Image: The Selfie, Photography Theory, and Kinesthetic Sociability","A selfie, whatever else it might be, is usually a photograph: a pictorial image produced by a camera. This banal observation informs widespread understandings of the selfie as a cultural category: “A photograph that one has taken of oneself” (Oxford Dictionaries Word of the Year, 2013, p. 1). Yet despite the selfie’s obvious photographic provenance, little scholarly research has drawn systematically on the intellectual resource most closely associated with the aesthetics of its host medium: photography theory.","",""
"2015","The Selfie Assemblage","As digital technology becomes increasingly powerful and portable, means of self-expression have fundamentally changed. To speak in this media milieu is to tweet, update a status, or post photographs to social networks. These forms of self-expression provide new means of communicating the self and articulating a sense of connection to others. The selfie, a form of self-portraiture typically created using smartphones or webcams and shared on social networks, has rapidly risen into the common visual vernacular and seems to accent a culture obsessed with itself. While labels of narcissism abound, the selfie also invites a different consideration about the complex nature of networked society. At the moment of capture, a selfie connects disparate modes of existence into one simple act. It features the corporeal self, understood in relation to the surrounding physical space, filtered through the digital device, and destined for social networks. Each of these elements appears in relation to the others, attracting competing logics and languages of belonging and expression into one quick photograph. In other words, the selfie exists at the intersection of multiple assemblages (DeLanda, 2006; Deleuze & Guattari, 1987; Wise, 2005) that draw complex and often contradictory subjectivities together. In this essay, I examine the selfie as a representational form within locative media that enunciates each of these inherent dimensions as it manifests within a constellation of assemblages. This positioning allows for critical examination of selfies as entanglements of subjectivities within a massively mediated and networked society.","",""
"2015","Self(ie)-Discipline: Social Regulation as Enacted Through the Discussion of Photographic Practice","This article argues that online commentary about the use and nature of selfies has a regulatory social function in that there is a connection between the discursive construction of selfie practice and the negative perception of selfie takers. Beyond a critique of photographic form or content, the online discussion of selfies reflects contemporary social norms and anxieties, particularly relating to the behavior of young women. The knowledge discursively produced in relation to selfie taking supports patriarchal authority and maintains gendered power relations by perpetuating negative feminine stereotypes that legitimize the discipline of women’s behaviors and identities.","",""
"2015","Selfies Introduction ~ What Does the Selfie Say? Investigating a Global Phenomenon","","",""
"2015","Selfies: Witnessing and Participatory Journalism with a Point of View","Whereas a vast number of selfies contain little more than a face or faces, highlighting the presentation of self (Goffman, 1959), this article goes beyond the notion of self and identity by examining the relationship between the self and the geographical and social space around it. In particular, we examine a type of selfie that places the self in an event or location of interest such as a sporting event, tourist attraction, or even disaster area or war zone. We argue that the visual interaction between the person and the space can be considered a process of meaning making, resulting in a particular identity that is informed by both the space and the self, and presenting the photographer/subject as a witness. The relationship between space and self is not only a claim that “I’m here!” in a particular time and space but also a claim that “I witnessed this event,” which is elementary to any form of journalism. These selfies, we propose, can then be understood as journalism with a point of view (POV) that leaves online the historic trails—that is, visual artifacts—of an individual as part of a larger community. As such, selfies can be considered a form of witnessing that has the potential to provide multiple yet highly personal","",""
"2015","Selfies| Virtual Lactivism: Breastfeeding Selfies and the Performance of Motherhood","","",""
"2015","Selfies| In the Eye of the Beholder: Subjective Views on the Authenticity of Selfies","The digitization of photography, the introduction of small, affordable photographic devices, and the seamless integration of photography into networked mobile communication have transformed photography into a ubiquitous and vernacular everyday activity (Hand, 2012; Rubinstein & Sluis, 2008). Visual self-representation is an integral and important part of current networked photographic practices (Autenrieth, 2011; Mendelson & Papacharissi, 2011; van Dijck, 2008), producing image types such as “one-arm-length shots,” “selfies,” or “ego shots.” Selfies and self-photographs are important elements with regard to identity work and the construction of authenticity in online environments. However, thus far photographic authenticity has mostly been examined in the journalistic context and thus in the field of professional photography. With this study, we want to address a research gap and focus on the subjective perceptions of authenticity in the field of vernacular photography. We use the concept of expressive authenticity that relates to the relationship between a person and his or her visual representation. Perceived expressive authenticity is achieved when people evaluate the visual representation as being true to the nature of the depicted person (Banks, 2013; Dutton, 2005). Using Q-methodology, we examine which compositional elements and visual representational strategies enhance or contradict the perceived authenticity of self-photographs and of selfies in particular.","",""
"2015","The Selfie of the Year of the Selfie: Reflections on a Media Scandal","At 11:00 a.m. on December 10, 2013, the French newswire service Agence France-Presse tweeted a photo of Danish Prime Minister Helle Thorning-Schmidt taking a selfie with U.S. President Barack Obama and UK Prime Minister David Cameron during Nelson Mandela’s memorial service. Thirty-nine minutes later, media gossip website Gawker had picked up the photo, followed swiftly by news outlets around the world. By the next day, the image was Agence France-Presse’s second most downloaded photo from the memorial, second only to the image of Barack Obama and Raul Castro exchanging a historic and controversial handshake (“Photo of Thorning’s Selfie,” 2013). The Washington Post declared it the seventh-best political photo of 2013 (Cilizza, 2013).","",""
"2015","Selfies| The Selfie Assemblage","","",""
"2015","Selfies| Odes to Heteronormativity: Presentations of Femininity in Russian-Speaking Pregnant Women’s Instagram Accounts","This article explores stereotypical stories of femininity and pregnancy that Russian-speaking women enact on the image-sharing platform Instagram. Substantial parts of Instagram, could, I suggest, be conceptualized in the context of snapshots. Snapshot photography has always focused on leisure activities and happy moments (West, 2000) and is often considered to be a women’s area; mothers are largely the sole managers of family snapshots (Rose, 2003, 2004). While there are no reliable statistics on what kinds of images are most abundant on Instagram, it is my assumption—informed by multiple extensive tag-word searches among publicly available images in the past six months—that nonprofessional photographers posting images of their everyday lives and people close to them (elements of snapshot photography as defined by Sarvas and Frohlich, 2011) is fairly common. Selfies, photos of pets, food, travel, vacations, and parties are featured on popular media’s lists of “most annoying Instagram photos,” which can be taken to be indicative of common trends. Existing research too highlights portrayals of a desirable upper-middle-class lifestyle and hegemonic ideals of beauty (Abidin, 2014) offering “instafame” to the conventionally good looking (Marwick, 2015). Furthermore, an underlying logic of the attention economy (Goldhaber, 1997; Marwick, 2015)—evident in the common use of tags like #follow4follow or #like4like—guides many interactions and practices on Instagram.","",""
"2015","Selfies as charitable meme : charity and national identity in the #nomakeupselfie and #thumbsupforstephen campaigns","In March 2014, a viral campaign spread across social media using the tag #nomakeupselfie. This campaign involved women posting selfies without wearing makeup and (in later iterations of the trend) donating money to cancer charities. It was credited with raising £8 million for the charity Cancer Research UK (CRUK) and received a wealth of coverage in mainstream news media as well as across a range of blogs and news sites. The starting point for the #nomakeupselfie has been attributed by its lead campaigner to a single picture Laura Lippman posted on Twitter after Kim Novak’s appearance at the Oscars on 2 March 2014 (Ciambriello, 2014; London, 2014). Novak’s appearance was marred by criticism about her look. Some people on Twitter commented on how her face was not beautiful and that it was disfigured from plastic surgery. Lippman’s tweet of “No makeup, kind lighting. #itsokkimnovak” (Figure 1) was noted as the starting point to the prosocial focus of this hashtag.","",""
"2015","Selfies|The Selfie and the Other: Consuming Viral Tragedy and Social Media (After)lives","On December 27, 2013, Lebanese teenager Omar Bekdash took a selfie on his smartphone: “‘The guys always take selfies, so this time I decided I would take one,’” Bekdash later told the Daily Mail (Rasmussen, 2014, para. 8). The resulting image is low resolution, a picture of four teenage boys hanging out on a bench on a nondescript street in downtown Beirut. Behind them in the image is a gold SUV that one would not notice had it not been circled in red (see Figure 1). In a matter of moments after the selfie was taken, the SUV exploded, mortally wounding the boy in the red sweatshirt, 16-year-old Mohammad al-Chaar.","",""
"2015","Selfies| The Lonely Selfie King: Selfies and the Conspicuous Prosumption of Gender and Race","","",""
"2015","Selfies| Empowering the Marginalized: Rethinking Selfies in the Slums of Brazil","","",""
"2015","Selfies| Selfies: Witnessing and Participatory Journalism with a Point of View","","",""
"2015","Selfies| Bae Caught Me Tweetin’: On the Representational Stance of the Selfie","","",""
"2015","Race, gender, and self-presentation in teen profile photographs"," This study analyzes how teens represent themselves through their profile photographs on a popular nonymous chat site. Using visual content analysis methods, we analyzed 400 profile photographs, controlling for the self-reported gender and the apparent race of the photographic subject. The analysis finds significant differences in gaze, posture, dress, and distance from the camera according to gender and race, although racial differences are stronger for boys than for girls. To a surprising extent, the findings mirror previous findings of gender and race differences in face-to-face interaction, suggesting that the teens construe their profile images as invitations to interact with others online. At the same time, their photo choices reproduce culturally dominant ideologies of gender and race as reinforced by mass media images. ","",""
