"year","title","abstract","journal","doi"
"2000","Audience","               The audience gets a lot of attention and little understanding. It is the                 object of solicitous attention on the part of moralists and of                 exploitation on the part of industry. Social scientists and commentators                 greet it with equal parts of anxiety, derision, and theoretical reduction.                 Producers and performers subject it to constant interrogation. The                 audience is variously the result of bad manipulation, of societal forces,         of an innate herd instinct, of industrial pandering, etc.              The particular concerns and interests raised by these various parties ebb                 and flow with the cultural and political climate. What remains consistent                 throughout is the difficulty of defining audiences and their practices.                 Its greatest failing is that it never fully lives up to any description.                  As a result, we tend to find not the description but the audience itself               lacking.              Understanding the audience has grown increasingly troublesome during the                 past two decades. New communication technologies -- in both production and                 reception -- have put greater control over media experience in the hands                 of consumers. Narrowcasting has superseded broadcast in many contexts --                 generating fragmented, disparate communities of consumers. No less                 significant is the increasing awareness and sophistication of audiences.                 Knee-deep in a media-saturated environment, consumers have become adept at               locating and interpreting content.              While critics and academics struggle to grasp audience activity, the most                 significant conception of the audience may be those made by individual                 consumers. Individual perceptions of who constitutes the audience for a                 given film, television programme or Website goes a long way towards                 determining the value and status of the content. Consumers use these                 perceptions to define themselves in association with, and in relation to                 other audiences. While such perceptions may often be wholly inaccurate,               they flavour the way in which audiences interpret and relate to the text.              Additionally, the audience for one medium usually consists of the                 audience -- or parts of audiences -- for other media. Media trade                 audiences amongst themselves and audiences trade media. The audience is               therefore a set of increasingly sophisticated skills and habits.              In this issue of M/C, we present a number of articles with different                 takes on the audience. Some see it as spontaneously and uncontrollably                 creative, some define it as stubborn and defiant, others still approach it                 as a problem to be solved. We offer this issue, then, as an opportunity to                 revisit the audience, to reconsider their formation and activities from               new perspectives.              Paul Attallah       Keith Hampson       'Audience' Issue Editors                                     Citation reference for this article                 MLA style:                    Paul Attallah, Keith Hampson. """"Editorial: 'Audience'."""" M/C: A Journal of                   Media and Culture 3.1 (2000). [your date of access]             &lt;http://www.uq.edu.au/mc/0003/edit.php&gt;. Chicago style:                    Paul Attallah, Keith Hampson, """"Editorial: 'Audience',"""" M/C: A Journal of                   Media and Culture 3, no. 1 (2000),             &lt;http://www.uq.edu.au/mc/0003/edit.php&gt; ([your date of access]).  APA style:                     Paul Attallah, Keith Hampson. (2000) Editorial: 'Audience'. M/C: A                   Journal of Media and Culture 3(1). &lt;http://www.uq.edu.au/mc/0003/edit.php&gt; ([your date of access]).                   ","",""
"2000","NEW MEDIA AND DISTANCE EDUCATION: AN EU-US PERSPECTIVE","This paper presents an overview of the development of new media in the secondary and higher education systems of the European Union (EU) and USA. A combination of driving forces in pedagogical thinking, technological progress and business models have raised new expectations for the wide-spread use of educational technology, such as by providing major market opportunities as in the adult training segment. Many public sector and private commercial initiatives for connecting schools to the Internet, first adopted in the USA, and then in member states of the EU, have met with marked success. Most of the secondary schools are, or are being, wired, if but to a limited extent. The diffusion of information and communication technologies (ICTs) in the EU schools is particularly rapid given their initially low penetration rate. If American organizations are indeed leading the development of online courses and programmes in the higher education sector, European universities have now realized the importance of investing in this field. However, for new media to significantly improve the educational process in the EU and in the USA, they must be embodied in the complex school or university environment, and be nurtured by new partnerships between business and the academy.","",""
"2000","Learning the Lessons of Videoway: The Corporate Economy of New Media Trials","Projet de television interactive du Groupe Videotron, en Grande-Bretagne, de 1993 a 1997: modele d'interaction, origine de l'innovation, implementation, examen des reactions des utilisateurs lors des phases d'essai","",""
"2000","Jay David Bolter and Richard Grusin, Remediation: Understanding New Media,                 (Cambridge, MIT Press, 1999), 295 pp. ISBN 0-262-02452-7","’In digital media today, as in modern art in the first half of the century, the medium must pretend to be utterly new in order to promote its claim of immediacy’ (p. 270). The authors of this overview continuously assert that all new media simply refashion older media, citing for example the revolutionary computer software package, aptly titled ’windows’, whose goal is to make the interface itself ’transparent’ (p. 34).","",""
"2001","Media Is Driving Work","                             My thesis is that new media, starting with analog broadcast and going through digital convergence, blur the line between work time and free time. The technology that we are adopting has transformed free time into potential and actual labour time. At the dawn of the modern age, work shifted from tasked time to measured time. Previously, tasked time intermingled work and leisure according to the vagaries of nature. All this was banished when industrial capitalism instituted the work clock (Mumford 12-8). But now, many have noticed how post-industrial capitalism features a new intermingling captured in such expressions as """"24/7"""" and """"multi-tasking."""" Yet, we are only beginning to understand that media are driving a return to the pre-modern where the hour and the space are both ambiguous, available for either work or leisure. This may be the unfortunate side effect of the much vaunted """"interactivity.""""            Do you remember the old American TV show Dobie Gillis (1959-63) which featured the character Maynard G. Krebs? He always shuddered at the mention of the four-letter word """"work."""" Now, American television shows makes it a point that everyone works (even if just barely). Seinfeld was a bold exception in featuring the work-free Kramer; a deliberate homage to the 1940s team of Abbott and Costello. Today, as welfare is turned into workfare, The New York Times scolds even the idle rich to adopt the work ethic (Yazigi).            The Forms of Broadcast and Digital Media Are Driving the Merger of Work and Leisure More than the Content           It is not just the content of television and other media that is undermining the leisured life; it is the social structure within which we use the media. Broadcast advertisements were the first mode/media combinations that began to recolonise free time for the new consumer economy. There had been a previous buildup in the volume and the ubiquity of advertising particularly in billboards and print. However, the attention of the reader to the printed commercial message could not be controlled and measured. Radio was the first to appropriate and measure its audience's time for the purposes of advertising. Nineteenth century media had promoted a middle class lifestyle based on spending money on home to create a refuge from work. Twentieth century broadcasting was now planting commercial messages within that refuge in the sacred moments of repose. Subsequent to broadcast, home video and cable facilitated flexible work by offering entertainment on a 24 hour basis. Finally, the computer, which juxtaposes image/sound/text within a single machine, offers the user the same proto-interactive blend of entertainment and commercial messages that broadcasting pioneered. It also fulfills the earlier promise of interactive TV by allowing us to work and to shop, in all parts of the day and night. We need to theorise this movement.            The theory of media as work needs an institutional perspective. Therefore, I begin with Dallas Smythe's blindspot argument, which gave scholarly gravitas to the structural relationship of work and media (263-299). Horkheimer and Adorno had already noticed that capitalism was extending work into free time (137). Dallas Smythe went on to dissect the precise means by which late capitalism was extending work. Smythe restates the Marxist definition of capitalist labour as that human activity which creates exchange value. Then he considered the advertising industry, which currently approaches200 billion in the USA and realised that a great deal of exchange value has been created. The audience is one element of the labour that creates this exchange value. The appropriation of people's time creates advertising value. The time we spend listening to commercials on radio or viewing them on TV can be measured and is the unit of production for the value of advertising.            Our viewing time ipso facto has been changed into work time. We may not experience it subjectively as work time although pundits such as Marie Winn and Jerry Mander suggest that TV viewing contributes to the same physical stresses as actual work. Nonetheless, Smythe sees commercial broadcasting as expanding the realm of capitalism into time that was otherwise set aside for private uses.            Smythe's essay created a certain degree of excitement among political economists of media. Sut Jhally used Smythe to explain aspects of US broadcast history such as the innovations of William Paley in creating the CBS network (Jhally 70-9). In 1927, as Paley contemplated winning market share from his rival NBC, he realised that selling audience time was far more profitable than selling programs. Therefore, he paid affiliated stations to air his network's programs while NBC was still charging them for the privilege. It was more lucrative to Paley to turn around and sell the stations' guaranteed time to advertisers, than to collect direct payments for supplying programs. NBC switched to his business model within a year. Smythe/Jhally's model explains the superiority of Paley's model and is a historical proof of Smythe's thesis. Nonetheless, many economists and media theorists have responded with a """"so what?"""" to Smythe's thesis that watching TV as work. Everyone knows that the basis of network television is the sale of """"eyeballs"""" to the advertisers.            However, Smythe's thesis remains suggestive. Perhaps he arrived at it after working at the U.S. Federal Communications Commission from 1943 to 1948 (Smythe 2). He was part of a team that made one last futile attempt to force radio to embrace public interest programming. This effort failed because the tide of consumerism was too strong. Radio and television were the leading edge of recapturing the home for work, setting the stage for the Internet and a postmodern replication of the cottage industries of pre and proto-industrial worlds. The consequences have been immense.            The Depression and the crisis of over-production           Cultural studies recognises that social values have shifted from production to consumption (Lash and Urry). The shift has a crystallising moment in the Great Depression of 1929 through 1940. One proposal at the time was to reduce individual work hours in order to create more jobs (see Hunnicut). This proposal of """"share the work"""" was not adopted. From the point of view of the producer, sharing the work would make little difference to productivity. However, from the retailer's perspective each individual worker would accumulate less money to buy products. Overall sales would stagnate or decline. Prominent American economists at the time argued that sharing the work would mean sharing the unemployment. They warned the US government this was a fundamental threat to an economy based on consumption. Only a fully employed laborer could have enough money to buy down the national inventory. In 1932, N. A. Weston told the American Economic Association that: """" ...[the labourers'] function in society as a consumer is of equal importance as the part he plays as a producer."""" (Weston 11).            If the defeat of the share the work movement is the negative manifestation of consumerism, then the invasion by broadcast of our leisure time is its positive materialisation. We can trace this understanding by looking at Herbert Hoover. When he was the Secretary of Commerce in 1924 he warned station executives that: """"I have never believed that it was possible to advertise through broadcasting without ruining the [radio] industry"""" (Radio's Big Issue). He had not recognised that broadcast advertising would be qualitatively more powerful for the economy than print advertising. By 1929, Hoover, now President Hoover, approved an economics committee recommendation in the traumatic year of 1929 that leisure time be made """"consumable """" (Committee on Recent Economic Changes xvi). His administration supported the growth of commercial radio because broadcasting was a new efficient answer to the economists' question of how to motivate consumption. Not so coincidentally network radio became a profitable industry during the great Depression.            The economic power that pre-war radio hinted at flourished in the proliferation of post-war television. Advertisers switched their dollars from magazines to TV, causing the demise of such general interest magazines as Life, The Saturday Evening Postet al. Western Europe quickly followed the American broadcasting model. Great Britain was the first, allowing television to advertise the consumer revolution in 1955. Japan and many others started to permit advertising on television.            During the era of television, the nature of work changed from manufacturing to servicing (Preston 148-9). Two working parents also became the norm as a greater percentage of the population took salaried employment, mostly women (International Labour Office). Many of the service jobs are to monitor the new global division of labour that allows industrialised nations to consume while emerging nations produce. (Chapter seven of Preston is the most current discussion of the shift of jobs within information economies and between industrialised and emerging nations.)            Flexible Time/ Flexible Media           Film and television has responded by depicting these shifts. The Mary Tyler Moore Show debuted in September of 1970 (see http://www.transparencynow.com/mary.htm). In this show nurturing and emotional attachments were centered in the work place, not in an actual biological family. It started a trend that continues to this day. However, media representations of the changing nature of work are merely symptomatic of the relationship between media and work. Broadcast advertising has a more causal relationship. As people worked more to buy more, they found that they wanted time-saving media. It is in this time period that the Internet started (1968), that the video cassette recorder was introduced (1975) and that the cable industry grew. Each of these ultimately enhanced the flexibility of work time.            The VCR allowed time shifting programs. This is the media answer to the work concept of flexible time. The tired worker can now see her/his favourite TV show according to his/her own flex schedule (Wasser 2001). Cable programming, with its repeats and staggered starting times, also accommodates the new 24/7 work day. These machines, offering greater choice of programming and scheduling, are the first prototypes of interactivity. The Internet goes further in expanding flexible time by adding actual shopping to the vicarious enjoyment of consumerist products on television. The Internet user continues to perform the labour of watching advertising and, in addition, now has the opportunity to do actual work tasks at any time of the day or night.            The computer enters the home as an all-purpose machine. Its purchase is motivated by several simultaneous factors. The rhetoric often stresses the recreational and work aspects of the computer in the same breath (Reed 173, Friedrich 16-7). Games drove the early computer programmers to find more """"user-friendly"""" interfaces in order to entice young consumers. Entertainment continues to be the main driving force behind visual and audio improvements. This has been true ever since the introduction of the Apple II, Radio Shack's TRS 80 and Atari 400 personal computers in the 1977-1978 time frame (see http://www.atari-history.com/computers/8bits/400.html). The current ubiquity of colour monitors, and the standard package of speakers with PC computers are strong indications that entertainment and leisure pursuits continue to drive the marketing of computers. However, once the computer is in place in the study or bedroom, its uses fully integrates the user with world of work in both the sense of consuming and creating value. This is a specific instance of what Philip Graham calls the analytical convergence of production, consumption and circulation in hypercapitalism. The streaming video and audio not only captures the action of the game, they lend sensual appeal to the banner advertising and the power point downloads from work.            In one regard, the advent of Internet advertising is a regression to the pre-broadcast era. The passive web site ad runs the same risk of being ignored as does print advertising. The measure of a successful web ad is interactivity that most often necessitates a click through on the part of the viewer. Ads often show up on separate windows that necessitate a click from the viewer if only to close down the program. In the words of Bolter and Grusin, click-through advertising is a hypermediation of television. In other words, it makes apparent the transparent relationship television forged between work and leisure. We do not sit passively through Internet advertising, we click to either eliminate them or to go on and buy the advertised products.            Just as broadcasting facilitated consumable leisure, new media combines consumable leisure with flexible portable work. The new media landscape has had consequences, although the price of consumable leisure took awhile to become visible. The average work week declined from 1945 to 1982. After that point in the US, it has been edging up, continuously (United States Bureau of Labor Statistics). There is some question whether the computer has improved productivity (Kim), there is little question that the computer is colonising leisure time for multi-tasking. In a population that goes online from home almost twice as much as those who go online from work, almost half use their online time for work based activities other than email. Undoubtedly, email activity would account for even more work time (Horrigan). On the other side of the blur between work and leisure, the Pew Institute estimates that fifty percent use work Internet time for personal pleasure (""""Wired Workers"""").             Media theory has to reengage the problem that Horkheimer/Adorno/Smythe raised. The contemporary problem of leisure is not so much the lack of leisure, but its fractured, non-contemplative, unfulfilling nature. A media critique will demonstrate the contribution of the TV and the Internet to this erosion of free time.                       References            Bolter, Jay David, and Richard Grusin. Remediation: Understanding New Media. Cambridge, MA: MIT Press, 2000.              Committee on Recent Economic Changes. Recent Economic Changes. Vol. 1. New York: no publisher listed, 1929.              Friedrich, Otto. """"The Computer Moves In."""" Time 3 Jan. 1983: 14-24.             Graham, Philip. Hypercapitalism: A Political Economy of Informational Idealism. In press for New Media and Society2.2 (2000).             Horkheimer, Max, and Theodor W. Adorno. Dialectic of Enlightenment. New York: Continuum Publishing, 1944/1987.             Horrigan, John B. """"New Internet Users: What They Do Online, What They Don't and Implications for the 'Net's Future."""" Pew Internet and American Life Project. 25 Sep. 2000. 24 Oct. 2001 &lt;http://www.pewinternet.org/reports/toc.asp?Report=22&gt;.             Hunnicutt, Benjamin Kline. Work without End: Abandoning Shorter Hours for the Right to Work. Philadelphia: Temple UP, 1988.             International Labour Office. Economically Active Populations: Estimates and Projections 1950-2025. Geneva: ILO, 1995.             Jhally, Sut. The Codes of Advertising. New York: St. Martin's Press, 1987.              Kim, Jane. """"Computers and the Digital Economy."""" Digital Economy 1999. 8 June 1999. October 24, 2001 &lt;http://www.digitaleconomy.gov/powerpoint/triplett/index.htm&gt;.             Lash, Scott, and John Urry. Economies of Signs and Space. London: Sage Publications, 1994.             Mander, Jerry. Four Arguments for the Elimination of Television. New York: Morrow Press, 1978.             Mumford, Lewis. Technics and Civilization. New York: Harcourt Brace, 1934.             Preston, Paschal. Reshaping Communication: Technology, Information and Social Change. London: Sage, 2001.             """"Radio's Big Issue Who Is to Pay the Artist?"""" The New York Times 18 May 1924: Section 8, 3.             Reed, Lori. """"Domesticating the Personal Computer."""" Critical Studies in Media Communication17 (2000): 159-85.             Smythe, Dallas. Counterclockwise: Perspectives on Communication. Boulder, CO: Westview Press, 1993.             United States Bureau of Labor Statistics. Unpublished Data from the Current Population Survey. 2001.             Wasser, Frederick A. Veni, Vidi, Video: The Hollywood Empire and the VCR. Austin, TX: U of Texas P, 2001.             Weston, N.A., T.N. Carver, J.P. Frey, E.H. Johnson, T.R. Snavely and F.D. Tyson. """"Shorter Working Time and Unemployment."""" American Economic Review Supplement 22.1 (March 1932): 8-15. &lt;http://links.jstor.org/sici?sici=0002-8282%28193203%2922%3C8%3ASWTAU%3E2.0.CO%3B2-3&gt;.             Winn, Marie. The Plug-in Drug. New York: Viking Press, 1977.             """"Wired Workers: Who They Are, What They're Doing Online."""" Pew Internet Life Report 3 Sep. 2000. 24 Oct. 2000 &lt;http://www.pewinternet.org/reports/toc.asp?Report=20&gt;.             Yazigi, Monique P. """"Shocking Visits to the Real World."""" The New York Times 21 Feb. 1990. Page unknown.             Links             http://www.pewinternet.org/reports/toc.asp?Report=20             http://www.pewinternet.org/reports/toc.asp?Report=22             http://www.atari-history.com/computers/8bits/400.html             http://www.transparencynow.com/mary.htm             http://www.digitaleconomy.gov/powerpoint/triplett/index.htm             http://links.jstor.org/sici?sici=0002-8282%28193203%2922%3C8%3ASWTAU%3             E2.0.CO%3B2-3            Citation reference for this article               MLA Style               Wasser, Frederick. """"Media Is Driving Work"""" M/C: A Journal of Media and Culture 4.5 (2001). [your date of access] &lt; http://www.media-culture.org.au/0111/Wasser.xml &gt;.              Chicago Style               Wasser, Frederick, """"Media Is Driving Work"""" M/C: A Journal of Media and Culture 4, no. 5 (2001), &lt; http://www.media-culture.org.au/0111/Wasser.xml &gt; ([your date of access]).               APA Style               Wasser, Frederick. (2001) Media Is Driving Work. M/C: A Journal of Media and Culture 4(5). &lt; http://www.media-culture.org.au/0111/Wasser.xml &gt; ([your date of access]).                                    ","",""
"2001","A historical overview of the effects of new mass media: Introductions in magazine publishing during the twentieth century","This paper provides an overview of the positive and negative effects of new mass media introductions on the magazine publishing industry from an historical perspective. Since the early 1900s, the trends of new media both displacing magazines as well as spurring magazine sales and introductions are evident through the introduction of feature films, sound recordings, radio, television, computers, and the World Wide Web. New media have a tendency to both displace magazines, but also cause increasing specialization. The overriding goal of this paper is to provide a perspective for magazine publishers and scholars as they address the increasing penetration of the World Wide Web.","",""
"2002","New/Inter/Media","The rise of interest in digital media technologies over the last decade has rekindled a range of earlier debates on the relations between different media. In this paper, I want to inquire into the relation between intermedia and what has, for some years now, been termed simply ’new media’. While some writers have objected to this term, pointing to the continuities between newer media and earlier media forms, the present context brings other resonances to the fore, including the way in which intermedia forms become ’established’ and familiar. Dick Higgins’ proposal to continually ’follow one’s nose’ out of such established forms ’towards trying the frontiers of this or that’, suggests that intermedia works themselves constitute, at least for a time, new media.~ But what about the reverse scenario: is new media intermedia?","",""
"2003","The MIT Media Lab: techno dream factory or alienation as a way of life?"," This article critically analyses the work and the ethos of the MIT Media Lab in the context of globalizing capital and the ICT revolution. It argues that the Media Lab owes its tremendous success in part to the public relations strategies of its founder, Nicholas Negroponte, and to the very real need for the Lab’s products to ‘fill in the gaps’ left by the broad and irregular dynamics of globalization and the ICT revolution. The Media Lab and its research products insert information technologies into the interstices of cultural, social and temporal life, stitching together an ‘informational ecology’ of interconnectivity. This ecology has its own temporality, a synchronized ‘chronoscopic’ temporality or real-time duration that obliterates the many other temporalities that interpenetrate our lives and give them meaning. It is argued the ‘informational ecology’ of interconnectivity constructed by the Media Lab and many other emulative ‘start-ups’, lead not to a world of ‘diversity’ as Negropontean philosophy insists, but a one-dimensional world of alienation. ","",""
"2003","Myth and Realities of New Media Technology"," This article takes a critical look at how new media technology is used as both a medium of instruction as well as a subject of instruction in educational institutions. It tries to sieve the realities of techno-enhanced education from its hype and in the process discusses the sociocultural and economic implications of such a novel idea in a digitally divided global economy. It uses results gathered from a study that evaluated students' performances in physical and virtual classroom environments as a case study. The research came out with the following summary: the online/virtual classroom environment is a useful complement and not a substitute to physical classroom interaction. New media technology has a lot to offer society in flexible delivery of educational materials but it is still at the experimental stage and more work is needed to extract its full potential. It is, however, still predominantly a Western preserve. ","",""
"2004","What’s Changed about New Media? Introduction to the Fifth                Anniversary Issue of New Media &amp; Society","The inaugural issue of new media & society, which was published in spring 1999, launched the journal with a special section of short articles under the title: ‘What’s New About New Media?’ The contributors provided wide-ranging and sometimes divergent answers to the question. However, a common theme among the articles was uncertainty, a sense that it was still early days for ‘new media’, particularly the internet. Until new media technologies became more broadly available and stable, many authors were reluctant to make any general claims about their development or consequences. Five years ago, although the internet had long been established, the world wide web was still relatively new. Web browsers had begun to change the ways in which internet users could interact or seek information online. The dot.com boom and the ‘new economy’, fuelled by visions of ubiquitous ecommerce and new forms of work, leisure, and wealth, was well underway in developed nations. Economic and cultural globalization seemed an inescapable outcome of the growth of networked telecommunications, computing, and traditional media. Concerns about the digital divide were just beginning to be heard, and the ‘millennium bug’ seemed to be the most serious technological or security threat looming on the horizon. Over a year ago, the editors of new media & society agreed that the fifth anniversary issue would be an ideal opportunity to reflect on progress in new media research, scholarship, and creative work since the journal began. new media & society","",""
