"year","title","abstract","journal","doi"
"2002","Technologization of Security: Management of Uncertainty and Risk in the Age of Biometrics","Contemporary security policies are characterized by a dramatic focus on high technology like biometrics as a security enabler. The process of the technologization of security, i.e. the making of technology the centerpiece of security systems and its perception as an absolute security provider, started in the US in the Eighties and has since been expanded to the European Union (EU) and to almost all developed countries. In this process, biometrics is accepted as the ultimate technology to identify people with certainty. This article examines this emphasis on biometrics in France and in the US in the context of the transformations of late modernity and analyses the philosophical and ethical issues that the emphasis on the body as the core element of identification systems raises.","",""
"2002","Picturing Algorithmic Surveillance: The Politics of Facial Recognition Systems","This paper opens up for scrutiny the politics of algorithmic surveillance through an examination of Facial Recognition Systems (FRSs) in video surveillance, showing that seemingly mundane design decisions may have important political consequences that ought to be subject to scrutiny. It first focuses on the politics of technology and algorithmic surveillance systems in particular: considering the broad politics of technology; the nature of algorithmic surveillance and biometrics, claiming that software algorithms are a particularly important domain of techno-politics; and finally considering both the growth of algorithmic biometric surveillance and the potential problems with such systems. Secondly, it gives an account of FRS's, the algorithms upon which they are based, and the biases embedded therein. In the third part, the ways in which these biases may manifest itself in real world implementation of FRS's are outlined. Finally, some policy suggestions for the future development of FRS's are made; it is noted that the most common critiques of such systems are based on notions of privacy which seem increasingly at odds with the world of automated systems.","",""
"2002","Wanted Dead or Digitized","A 16 September 2001 New York Times article describes a vision of the future “in the Brave New World of Fortress New York” (Barstow 2001). A diagram of an expensive but secure Times Square displays camera icons at each major intersection. These cameras would be connected to facial recognition technology that can digitally identify people on the street. According to the article, biometrics are a favorite of each of nine security and terrorism experts interviewed. On 17 September, the stock market reopened, and Visionics Corporation, the leading company in facial recognition technology, finished at number six in CNBC’s top ten stocks for the day. This was quite an achievement for a company whose premier product offering, aptly named FaceIt, is easily fooled by lighting changes, camera angle, beards, weight gain, and other minor changes in facial appearance. Much of the press coverage, however, has failed to adequately address the potential fallibility of the technology, instead structuring the debate over new surveillance systems as a trade-off between security and privacy. If the anti-terrorism legislation is any indication, it seems that “privacy” is losing both the discursive and the legislative battle, even if it is not clear how the new surveillance will provide us with increased “security.” Still, to say that privacy rights are suffering post-9/11 is an oversimplification. Consider a Visionics white paper issued on 24 September titled “Protecting Civilization from the Faces of Terror: A Primer on the Role Facial Recognition Technologies Can Plan in Enhancing Airport Security” (http://www.visionics.com/newsroom/downloads/whitepapers/ counterterrorism.pdf). The document offers an outline of how the company’s FaceIt system can be used to nab terrorist suspects without infringing on privacy rights.","",""
"2003","Biometrics and Privacy A note on the politics of theorizing technology","Society's increased surveillance needs are accelerating the spread of biometric security solutions (new authentication and identification technologies based on individual physical characteristics). There are two opposing lines of argument regarding the question of whether biometrics are a threat to privacy or not. This paper analyses the two views on their tacit assumptions regarding the nature of biometric technology. It argues that the different assessments of biometric technology involve different conceptualizations and constructions of the technology in terms of its demarcation as a stabilized object. On a second level, the analysis deals with the philosophical issue of technological determinism. The opposition between deterministic and voluntarist views of technology is shaped by an underlying opposition between reification of technology on the one hand, and a conception of technology as a multifactor contingent human practice on the other . In this paper deterministic and voluntarist constructions of technology are considered as rhetorical devices , and as discursive strategies. This allows me to show how distinctions between inherent features and contingent aspects of biometric technologies, as well as demarcations between human and non-human agency are made, that imply particular distributions of responsibility and negotiating space for human choices and values. Examples are presented showing how each construction of biometric technology serves its own purpose in the political process of shaping biometrics.","",""
"2003","Privacy, Surveillance, Trust and Regulation Identifying people: biometric discourse","This article does not have an abstract","",""
"2009","Culture &amp; biometrics: regional differences in the perception of biometric authentication technologies","","",""
"2011","Review of Pugliese’s Biometrics: Bodies, Technologies, Biopolitics","","",""
"2011","Building Biometrics: Knowledge Construction in the Democratic Control of Surveillance Technology"," If surveillance technologies are to be democratically controlled, then knowledge of these technologies is required. What do they do? How do they work? What are the costs? Yet gaining this knowledge in the context of a new surveillance technology such as biometrics can be problematic, because no settled definition exists. Competing versions of biometrics appear in both public and governmental discourse on the technology: different ideas about how often it fails, where it can be used and even what it does.  This paper is an exploration of how these different versions compete with each other, and how knowledge about a new surveillance technology such as biometrics is thus constructed. Through reference to original research in the context of the use of biometrics in the UK, points of stability and instability in the definition of biometrics are identified, and some of the processes through which instable definitions become stable are tracked.  From this empirical story, conclusions are drawn both for the process of construction of the meaning of technologies, and the general practice of surveillance in modern society. In particular, this paper aims to show how notions such as democratic control (central to the legitimation of state surveillance) become problematic when the very meaning of a technology is negotiable.  ","",""
"2012","Review of Gates's Our Biometric Future","","",""
"2012","Review of Nelson’s America Identified","Nelson, Lisa S. 2011. America Identified: Biometric Technology and Society. Cambridge: MIT Press.  258 pp. Hardcover, $32.00 (US), ISBN 978-0-262-01477-9","",""
