"year","title","abstract","journal","doi"
"2017","Fake news, post-truth and media–political change","Media researchers may well experience a degree of difficulty in relating to the strident arrival of ‘post-truth’ and ‘fake news’ as key markers of the current media–political situation, the focus both of countless commentaries in newspapers and magazines and a spate of new books. After all, questions about the contingency and precariousness of what is publicly circulated as the ‘truth’ have long been central to research across both the cultural studies’ and the more sociological strands of international media inquiry. Similarly, the idea of news involving a good measure of often deliberately counterfeit information, as a result of journalistic practices themselves or the strategies of deception used by sources, is very familiar too. It is perhaps necessary to note the difference between the ‘post-truth’ label and ‘fake news’ despite the lines of interconnection. ‘Post-truth’ is a self-consciously grand term of epochal shift (trading heavily on assumptions about an ‘era of truth’ we apparently once enjoyed). As Philip Schlesinger (2017) recently pointed out in this journal, despite its limitations, its rise as an idea ‘has signalled a perception of change both in how the public domain is constituted and in the conduct of major protagonists in the media-political sphere’ (p. 603). A change does indeed seem to be occurring but the more tightly that the focus is placed on the political sphere, perhaps the less the sense of shock that should be delivered by the phrase given the long and amply documented history of strategic deception here. ‘Fake news’, however, seems a snappy identifier of a kind of a fraudulent media product (the negative judgement and the sense of intention are even stronger than","",""
"2018","I do not believe you: how providing a source corrects health misperceptions across social media platforms","ABSTRACT Social media are often criticized as serving as a source of misinformation, but in this study we examine how they may also function to correct misperceptions on an emerging health issue. We use an experimental design to consider social correction that occurs via peers, testing both the type of correction (i.e., whether a source is provided or not) and the platform on which the correction ocratcurs (i.e., Facebook versus Twitter). Our results suggest that a source is necessary to correct misperceptions about the causes of the Zika virus on both Facebook and Twitter, but the mechanism by which such correction occurs differs across platforms. Implications for successful social media campaigns to address health misinformation are addressed.","",""
"2018","The agenda-setting power of fake news: A big data analysis of the online media landscape from 2014 to 2016"," This study examines the agenda-setting power of fake news and fact-checkers who fight them through a computational look at the online mediascape from 2014 to 2016. Although our study confirms that content from fake news websites is increasing, these sites do not exert excessive power. Instead, fake news has an intricately entwined relationship with online partisan media, both responding and setting its issue agenda. In 2016, partisan media appeared to be especially susceptible to the agendas of fake news, perhaps due to the election. Emerging news media are also responsive to the agendas of fake news, but to a lesser degree. Fake news coverage itself is diverging and becoming more autonomous topically. While fact-checkers are autonomous in their selection of issues to cover, they were not influential in determining the agenda of news media overall, and their influence appears to be declining, illustrating the difficulties fact-checkers face in disseminating their corrections. ","",""
"2018","The small, disloyal fake news audience: The role of audience availability in fake news consumption"," In light of the recent US election, many fear that “fake news” has become a force of enormous reach and influence within the news media environment. We draw on well-established theories of audience behavior to argue that the online fake news audience, like most niche content, would be a small subset of the total news audience, especially those with high availability. By examining online visitation data across mobile and desktop platforms in the months leading up to and following the 2016 presidential election, we indeed find the fake news audience comprises a small, disloyal group of heavy Internet users. We also find that social network sites play an outsized role in generating traffic to fake news. With this revised understanding, we revisit the democratic implications of the fake news crisis. ","",""
"2018","How People Weave Online Information Into Pseudoknowledge"," Misinformation has found a new natural habitat in the digital age. Thousands of forums, blogs, and alternative news sources amplify fake news and inaccurate information to such a degree that it impacts our collective intelligence. Researchers and policy makers are troubled by misinformation because it is presumed to energize or even carry false narratives that can motivate poor decision-making and dangerous behaviors. Yet, while a growing body of research has focused on how viral misinformation spreads, little work has examined how false narratives are in fact constructed. In this study, we move beyond contagion inspired approaches to examine how people construct a false narrative. We apply prior work in cognitive science on narrative understanding to illustrate how the narrative changes over time and in response to social dynamics, and examine how forum participants draw upon a diverse set of online sources to substantiate the narrative. We find that the narrative is based primarily on reinterpretations of conventional and scholarly sources, and then used to provide an alternate account of unfolding events. We conclude that the link between misinformation, conventional knowledge, and false narratives is more complex than is often presumed, and advocate for a more direct study of this relationship. ","",""
"2019","Political Elites' Use of Fake News Discourse Across Communications Platforms","“Fake news” has become a global term since Donald Trump’s election as President of the United States. President Trump adopted what we describe as a “discourse of fake news” to attack and discredit news media and political rivals, which is suggested to have been reproduced by politicians in other national contexts. This article investigates whether Australian politicians adopt a fake news discourse. To do so, data are gathered over six months after Trump’s election from four political communications fora : parliamentary debates, social media (Facebook and Twitter), press, and politicians’ websites. We find fake news discourse is predominantly the domain of conservatives. Frequent users employ fake news discourse to delegitimize primarily the media, but also political opponents. Australian politicians’ use of fake news discourse is rare, but it is amplified by news media. Concerningly, it is seldom contested. We argue this has negative consequences for public debate and trust in media and political institutions.","",""
"2019","(Re)constructing Professional Journalistic Practice in Mexico: Verificado’s Marketing of Legitimacy, Collaboration, and Pop Culture in Fact-Checking the 2018 Elections","Although fact-checking websites for political news such as FactCheck.org, Politifact, and ProPublica are common in the United States, they are new in Mexico. Using textual analysis, this study examines the strategies used by Verificado 2018, a crowdsourced political fact-checking initiative generated during the largest election in Mexican history by news organizations, universities, and tech companies. Verificado 2018 emphasized legitimacy, collaboration, and critical humor to promote and engage users in fact-checking and viralizing reliable information.","",""
"2019","Where ‘fake news’ flourishes: a comparison across four Western democracies","ABSTRACT How does the content of so-called ‘fake news’ differ across Western democracies? While previous research on online disinformation has focused on the individual level, the current study aims to shed light on cross-national differences. It compares online disinformation re-published by fact checkers from four Western democracies (the US, the UK, Germany, and Austria). The findings reveal significant differences between English-speaking and German-speaking countries. In the US and the UK, the largest shares of partisan disinformation are found, while in Germany and Austria sensationalist stories prevail. Moreover, in English-speaking countries, disinformation frequently attacks political actors, whereas in German-speaking countries, immigrants are most frequently targeted. Across all of the countries, topics of false stories strongly mirror national news agendas. Based on these results, the paper argues that online disinformation is not only a technology-driven phenomenon but also shaped by national information environments.","",""
"2019","FAKE NEWS DURING NATURAL DISASTER: INFORMATION FLOW, NEWS PRACTICES AND FACT-CHECKING IN INDONESIA","After an earthquake and tsunami struck Palu city and its surrounding areas in Indonesia on September 28, 2018, fake news were rampantly circulated on online platforms. To address lack of studies on how fake news during natural disaster is handled through working process of news and fact-check professionals in Indonesia, this study aims to examine how fake news during natural disaster were handled by news and fact-check professionals in Indonesia.&#x0D; Primarily built from multilevel analyses of Hierarchy of Influences Model (HOI), this study analyzed four dimensions that shaped news information. Key codes for this study are under individual factors (i.e. personal trait and professional value), routine (i.e. information gathering, information processing, information distribution and fact-checking), organizational factors (i.e. editorial policies and organizational culture) and social institution (government and third party fact-checking organization).&#x0D; Through a mixed-method approach, web-observation examines the information flow of selected Palu fake news cases to provide overview on development of each case, including responses from government, media, fact-check organizations and the public. Next, in-depth interview will examine how news professionals from both traditional news media and web-only news media along with how third party fact-checkers handled Palu fake news.&#x0D; Theoretically, this study expands HOI’s multilevel applications to investigate how news and fact-check professionals in Indonesia handled Palu fake news. Practically, the findings will shed light for news and fact-check professionals to assess and improve their practices in handling fake news. This work-in-progress research will finish data collection in March 2019, followed by data analysis in April.&#x0D;  ","",""
"2019","Big Data and quality data for fake news and misinformation detection"," Fake news has become an important topic of research in a variety of disciplines including linguistics and computer science. In this paper, we explain how the problem is approached from the perspective of natural language processing, with the goal of building a system to automatically detect misinformation in news. The main challenge in this line of research is collecting quality data, i.e., instances of fake and real news articles on a balanced distribution of topics. We review available datasets and introduce the MisInfoText repository as a contribution of our lab to the community. We make available the full text of the news articles, together with veracity labels previously assigned based on manual assessment of the articles’ truth content. We also perform a topic modelling experiment to elaborate on the gaps and sources of imbalance in currently available datasets to guide future efforts. We appeal to the community to collect more data and to make it available for research purposes. ","",""
