"year","title","abstract","journal","doi"
"2005","Making Space for Religion in Internet Studies","This article seeks to address how religion fits into the larger domain of Internet studies and why studies of religion within computer-mediated communication (CMC) need to be given more attention. An argument is made for the need to take religion online more seriously, not just because it is an interesting phenomenon or a popular use of the Internet, but also because religion continues to be an important part of contemporary life for many people. A summary of the growth and development of religion online is presented along with an overview of how religion has been approached and studied on the Internet. This review shows what CMC studies of religion might offer in approaching research questions related to authority, identity construction, and community online. It calls for recognition of the contribution, and possibilities that underrepresented areas within interdisciplinary research, like religion, might offer Internet studies as a whole.","",""
"2005","Cultured Technology: The Internet and Religious Fundamentalism","In this article we identify four principal dimensions of religious fundamentalism as they interact with the Internet: hierarchy, patriarchy, discipline, and seclusion. We also develop the concept of cultured technology, and analyze the ways communities reshape a technology and make it a part of their culture, while at the same time changing their customary ways of life and unwritten laws to adapt to it. Later, we give examples for our theoretical framework through an empirical examination of ultra-Orthodox Jewish communities in Israel. Our empirical study is based on a data set of 686,192 users and 60,346 virtual communities. The results show the complexity of interactions between religious fundamentalism and the Internet, and invite further discussions of cultured technology as a means to understand how the Internet has been culturally constructed, modified, and adapted to the needs of fundamentalist communities and how they in turn have been affected by it.","",""
"2005","Considering spiritual dimensions within computer-mediated communication studies"," This article explores how the internet is being studied and conceived of as a sacramental space. The internet as sacramental space demonstrates how religious users see the internet as a viable place for presenting their beliefs and practices. In order to understand this model, several other dominant conceptions of the internet are offered: information space, a common mental geography, an identity workshop and a social space. Each of these accents a specific use of the internet. The internet as sacramental space is further investigated by considering several typologies of online spiritual communities emerging from a recent online community study. Each typology highlights how the internet as sacramental space encompasses traits of the previously stated models and illustrates how the internet is used as a spiritual tool, religious identity, a space for personal spiritual pursuits and a social spiritual support sphere. A survey of current CMC research on religion is also presented. ","",""
"2008","WWW.FAITH.ORG (Re)structuring communication and the social capital of religious organizations","This paper examines the relationships between Internet and social capital building within religious organizations, which are relatively understudied foci. Building upon theoretical insights provided by new institutionalism and recent research on the Internet, social capital and religion, this article explores the ways in which religious organizations have (re)structured their norms, values, and practices of religious community in light of the incorporation of the Internet into their congregational life. Drawing from interviews conducted with Christian and Buddhist religious leaders in Toronto, this article discusses three major relationships in which the effects of the Internet on social capital may be understood, that is, complementary, transformative, and perverse relationships. Religious organizations are traditionally associated with relatively high stocks of social capital, yet findings here suggest that their communicative norms, values, and practices are changing to a varying extent. The results also indicate that the relationship between the Internet and social capital building is largely complementary; however, the Internet is perceived by some to be a ‘mixed blessing’, facilitating the potential transformation of organizational practices that affect community norms while leading to the dispersion of religious ties that could undermine community solidarity. Thus, contrary to earlier studies that have documented no evidence of innovations involving the reconfiguration of organizational practices and the adjustment of mission or services, findings here illustrate how some religious organizations have expanded the scope of their calling and restructured their communicative practices to spur administrative and operational effectiveness. Like other organizations, religious organizations are not insulated from technological changes including those associated with the Internet. This study clarifies and identifies key ways in which the distinct spirituality, cultural values, and institutional practices and norms of religious organizations influence communication processes that constitute bridging and bonding forms of social capital in this dot.org era of faith.","",""
"2008","Muslim surfers on the internet: using the theory of planned behaviour to examine the factors influencing engagement in online religious activities"," This study seeks to describe the types of religious activities Muslim surfers in Singapore engage in on the internet, and uses the theory of planned behaviour as a theoretical framework to examine how internet perception, subjective norms, perceived behavioural control, internet self-efficacy, religiosity and other key demographic variables affect the use of the internet for religious purposes among Muslim surfers in Singapore. A total of 578 Muslim internet users aged 18 and above participated in a computer-assisted telephone interviewing survey in May 2004. We found that Muslim surfers tend to engage in online activities that were more related to personal religious concerns than those activities that were related to traditional institutional religion. Findings also indicate that perceived social pressure from the Muslim community, internet self-efficacy, and religiosity were positively related to engagement in online religious activities, while age was negatively related to engagement. ","",""
"2009","The Internet Highway and Religious Communities: Mapping and Contesting Spaces in Religion-Online","We examine “religion-online,” an underrepresented area of research in new media, communication, and geography, with a multilevel study of the online representation and (re)presentation of Protestant Christian organizations in Singapore, which has one of the highest Internet penetration rates in the world and also believers affiliated with all the major world religions. We first critically discuss and empirically examine how online technologies are employed for religious community building in novel and diverse ways. Then we investigate the role religious leaders play through their mental representations of the spatial practices and scales through which their religious communities are imagined and practiced online. We show how churches use the multimodality of the Internet to assemble multiple forms of visible data and maps to extend geographic sensibilities of sacred space and create new social practices of communication.","",""
"2010","Faith Tweets: Ambient Religious Communication and Microblogging Rituals","There’s no reason to think that Jesus wouldn’t have Facebooked or twittered if he came into the world now. Can you imagine his killer status updates? Reverend Schenck, New York, All Saints Episcopal Church (Mapes)  The fundamental problem of religious communication is how best to represent and mediate the sacred. (O’Leary  787)    What would Jesus tweet? Historically, the quest for sacred connections has relied on the mediation of faith communication via technological implements, from the use of the drum to mediate the Divine, to the use of the mechanical clock by monks as reminders to observe the canonical hours of prayer (Mumford). Today, religious communication practices increasingly implicate Web 2.0, or interactive, user-generated content like blogs (Cheong, Halavis &amp; Kwon), and microblogs like “tweets” of no more than 140 characters sent via Web-based applications like text messaging, instant messaging, e-mail, or on the Web. According to the Pew Internet and American Life Project’s latest report in October 2009, 19% of online adults said that they used a microblogging service to send messages from a computer or mobile device to family and friends who have signed up to receive them (Fox, Zickuhr &amp; Smith). The ascendency of microblogging leads to interesting questions of how new media use alters spatio-temporal dynamics in peoples’ everyday consciousness, including ways in which tweeting facilitates ambient religious interactions.      The notion of ambient strikes a particularly resonant chord for religious communication: many faith traditions advocate the practice of sacred mindfulness, and a consistent piety in light of holy devotion to an omnipresent and omniscient Divine being. This paper examines how faith believers appropriate the emergent microblogging practices to create an encompassing cultural surround to include microblogging rituals which promote regular, heightened prayer awareness. Faith tweets help constitute epiphany and a persistent sense of sacred connected presence, which in turn rouses an identification of a higher moral purpose and solidarity with other local and global believers. Amidst ongoing tensions about microblogging, religious organisations and their leadership have also begun to incorporate Twitter into their communication practices and outreach, to encourage the extension of presence beyond the church walls. Faith Tweeting and Mobile Mediated Prayers  Twitter’s Website describes itself as a new media service that help users communicate and stay connected through the exchange of quick, frequent answers to the question, “What are you doing?” Some evangelical Christian groups harness these coincident messaging flows to create meaningful pathways for personal, intercessory and synchronised prayer. Using hashtags in a Twitter post creates a community convention or grouping around faith ideas and allows others to access them. Popular faith related hashtags include #twurch (Twitter + church), #prayer, #JIL (Jesus is Lord) and #pray4 (as in, #pray4 my mother). Just as mobile telephony assists distal family members to build “connected presence” (Christensen),  I suggest that faith tweets stimulating mobile mediated prayers help build a sense of closeness and “religious connected presence” amongst the distributed family of faith believers, to recreate and reaffirm Divine and corporeal bonds.  Consider the Calvin Institute of Worship’s set up of six different Twitter feeds to “pray the hours”. Praying the hours is an ancient practice of praying set prayers throughout certain times of the day, as marked in the Book of Common Prayer in the Christian tradition. Inspired by the Holy Scripture’s injunction to “pray without ceasing” ( 1 Thessalonians 5:17), users can sign up to receive hourly personal or intercessory prayers sent in brief verses or view a Tweetgrid with prayer feeds, to prompt continuous prayer or help those who are unsure of what words to pray. In this way, contemporary believers may reinvent the century-old practice of constant faith mediation as Twitter use helps to reintegrate scripture into people’s daily lives. Faith tweets that goad personal and intercessory prayer also makes ambient religious life salient, and preserves self-awareness of sanctified moments during normal, everyday activities.  Furthermore, while the above “praying the hours” performance promotes a specific integration of scripture or prayer into individuals’ daily rhythms, other faith tweets are more focused on evangelism: to reach others through recurrent prayers or random inspirational messages sent throughout the day. For instance, as BBC News reports, religious leaders such as Cardinal Brady, head of Ireland’s Catholic Church, encourage parishioners to use Twitter to spread “the gift of prayer”, as they microblog their daily prayers for their friends and family. Cardinal Brady commented that, “such a sea of prayer is sure to strengthen our sense of solidarity with one another and remind us those who receive them that others really do care"""" (emphasis mine).  Indeed, Cardinal Brady’s observation is instructive to the “Twitness” of faithful microbloggers who desire to shape the blogosphere, and create new faith connections. “JesusTweeters” is a faith-based social networking site, and a service which allows users to send out messages from any random tweet from the Bible Tweet Library, or their own personal messages on a scheduled basis. The site reports that over 500 members of JesusTweeters, each with an average of 500 followers, have signed up to help “spread the Word” worldwide through Twitter. This is an interesting emergent form of Twitter action, as it translates to more than 2.5 million faith tweets being circulated online daily.    Moreover, Twitter encourages ‘connected presence’ whereby the use of microblogging enables online faith believers to enjoy an intimate, ‘always on’ virtual presence with their other congregational members during times of physical absence. In the recently released e-book The Reason Your Church Must Twitter, subtitled Making Your Ministry Contagious, author and self-proclaimed ‘technology evangelist’ Anthony Coppedge advocates churches to adopt Twitter as part of their overall communication strategy to maintain relational connectedness beyond the boundaries of established institutional practices. In his book, Coppedge argues that Twitter can be used as a “megaphone” for updates and announcements or as a “conversation” to spur sharing of ideas and prayer exchanges.   In line with education scholars who promote Twitter as a pedagogical tool to enhance free-flowing interactions outside of the classroom (Dunlap &amp; Lowenthal), Coppedge encourages pastors to tweet “life application points” from their sermons to their congregational members throughout the week, to reinforce the theme of their Sunday lesson. Ministry leaders are also encouraged to adopt Twitter to “become highly accessible” to members and communicate with their volunteers, in order to build stronger ecumenical relationships. Communication technology scholar Michele Jackson notes that Twitter is a form of visible “lifelogging” as interactants self-disclose their lived-in moments (731). In the case of faith tweets, co-presence is constructed when instantaneous Twitter updates announce new happenings on the church campus, shares prayer requests, confirms details of new events and gives public commendations to celebrate victories of staff members. In this way, microblogging helps to build a portable church where fellow believers can connect to each-other via the thread of frequent, running commentaries of their everyday lives.   To further develop ‘connected presence’, a significant number of Churches have also begun to incorporate real-time Twitter streams during their Sunday services. For example, to stimulate congregational members’ sharing of their spontaneous reactions to the movement of the Holy Spirit, Westwind Church in Michigan has created a dozen “Twitter Sundays” where members are free to tweet at any time and at any worship service (Rochman). At Woodlands Church in Houston, a new service was started in 2009 which encourages parishioners to tweet their thoughts, reflections and questions throughout the service. The tweets are reviewed by church staff and they are posted as scrolling visual messages on a screen behind the pastor while he preaches (Patel).        It is interesting to note that recurring faith tweets spatially filling the sanctuary screens blurs the visual hierarchies between the pastor as foreground and congregations as background to the degree that tweet voices from the congregation are blended into the church worship service. The interactive use of Twitter also differs from the forms of personal silent meditation and private devotional prayer that, traditionally, most liturgical church services encourage. In this way, key to new organisational practices within religious organisations is what some social commentators are now calling “ambient intimacy”, an enveloping social awareness of one’s social network (Pontin). Indeed, several pastors have acknowledged that faith tweets have enabled them to know their congregational members’ reflections, struggles and interests better and thus they are able to improve their teaching and caring ministry to meet congregants’ evolving spiritual needs (Mapes).Microblogging Rituals and Tweeting Tensions  In many ways, faith tweets can be comprehended as microblogging rituals which have an ambient quality in engendering individuals’ spiritual self and group consciousness. The importance of examining emergent cyber-rituals is underscored by Stephen O’Leary in his 1996 seminal article on Cyberspace as Sacred Space. Writing in an earlier era of digital connections, O’Leary discussed e-mail and discussion forum cyber-rituals and what ritual gains in the virtual environment aside from its conventional physiological interactions. Drawing from Walter Ong’s understanding of the “secondary orality” accompanying the shift to electronic media, he argued that cyber-ritual as performative utterances restructure and reintegrate the minds and emotions of their participants, such that they are more aware of their interior self and a sense of communal group membership.   Here, the above illustrative examples show how Twitter functions as the context for contemporary, mediated ritual practices to help believers construct a connected presence and affirm their religious identities within an environment where wired communication is a significant part of everyday life. To draw from Walter Ong’s words, microblogging rituals create a new textual and visual “sensorium” that has insightful implications for communication and media scholars. Faith tweeting by restructuring believers’ consciousness and generating a heightened awareness of relationship between the I, You and the Thou opens up possibilities for community building and revitalised religiosity to counteract claims of secularisation in technologically advanced and developed countries.   “Praying the hours” guided by scripturally inspired faith tweets, for example, help seekers and believers experience epiphany and practice their faith in a more holistic way as they de-familarize mundane conditions and redeem a sense of the sacred from their everyday surrounds. Through the intermittent sharing of intercessory prayer tweets, faithful followers enact prayer chains and perceive themselves to be immersed in invariable spiritual battle to ward off evil ideology or atheistic beliefs. Moreover, the erosion of the authority of the church is offset by changed leadership practices within religious organisations which have experimented and actively incorporated Twitter into their daily institutional practices. To the extent that laity are willing to engage, creative practices to encourage congregational members to tweet during and after the service help revivify communal sentiments and a higher moral purpose through identification and solidarity with clergy leaders and other believers.   Yet this ambience has its possible drawbacks as some experience tensions in their perception and use of Twitter as new technology within the church. Microblogging rituals may have negative implications for individual believers and religious organisations as they can weaken or pervert the existing relational links. As Pauline Cheong and Jessie Poon have pointed out, use of the Internet within religious organisations may bring about an alternative form of “perverse religious social capital building” as some clergy view that online communication detracts from real time relations and physical rituals. Indeed, some religious leaders have already articulated their concerns about Twitter and new tensions they experience in balancing the need to engage with new media audiences and the need for quiet reflection that spiritual rites such as confession of sins and the Holy Communion entail.   According to the critics of faith tweeting, microblogging is time consuming and contributes to cognitive overload by taking away one’s attention to what is noteworthy at the moment. For Pastor Hayes of California for example, Twitter distracts his congregation’s focus on the sermon and thus he only recommends his members to tweet after the service. In an interview with the Houston Chronicle, he said: “If two people are talking at the same time, somebody’s not listening”, and “You cannot do two things at once and expect you’re not going to miss something” (Patel). Furthermore, similar to prior concerns voiced with new technologies, there are concerns over inappropriate tweet content that can comprise of crudity, gossip, malevolent and hate messages, which may be especially corrosive to faith communities that strive to model virtues like love, temperance and truth-telling (Vitello).     In turn, some congregational members are also experiencing frustrations as they negotiate church boundaries and other members’ disapproval of their tweeting practices during service and church events. Censure of microblogging has taken the form of official requests for tweeting members to leave the sanctuary, to less formal social critique and the application of peer pressure to halt tweeting during religious proceedings and activities (Mapes).   As a result of these connectivity tensions, varying recommendations have been recently published as fresh efforts to manage religious communication taking place in ambience. For instance, Coppedge recommends every tweeting church to include Twitter usage in their “church communications policy” to promote accountability within the organisation. The policy should include guidelines against excessive use of Twitter as spam, and for at least one leader to subscribe and monitor every Twitter account used. Furthermore, the Interpreter magazine of the United Methodist Church worldwide featured recommendations by Rev. Safiyah Fosua who listed eight important attributes for pastors wishing to incorporate Twitter during their worship services (Rice). These attributes are: highly adaptive; not easily distracted; secure in their presentation style; not easily taken aback when people appear to be focused on something other than listenin; into quality rather than volume; not easily rattled by things that are new; secure enough as a preacher to let God work through whatever is tweeted even if it is not the main points of the sermon; and carried on the same current the congregation is travelling on. For the most part, these attributes underscore how successful (read wired) contemporary religious leaders should be tolerant of ambient religious communication and of blurring hierarchies of information control when faced with microblogging and the “inexorable advance of multimodal connectedness” (Schroeder 1).   To conclude, the rise of faith tweeting opens up a new portal to investigate accretive changes to culture as microblogging rituals nurture piety expressed in continuous prayer, praise and ecclesial updates. The emergent Twitter sensorium demonstrates the variety of ways in which religious adherents appropriate new media within the ken and tensions of their daily lives.       References                  BBC News. “Twitter Your Prayer says Cardinal.” 27 April 2009. ‹http://news.bbc.co.uk/go/pr/fr/-/2/hi/uk_news/northern_ireland/8020285.stm›.  Cheong, P.H., A. Halavis and K. Kwon. “The Chronicles of Me: Understanding Blogging as a Religious Practice. Journal of Media and Religion 7 (2008): 107-131.   Cheong, P.H., and J.P.H. Poon. “‘WWW.Faith.Org’: (Re)structuring Communication and Social Capital Building among Religious Organizations.” Information, Communication and Society 11.1 (2008): 89-110.  Christensen, Toke Haunstrup. “‘Connected Presence’ in Distributed Family Life.” New Media and Society 11 (2009): 433-451.  Coppedge, Anthony. “The Reason Your Church Must Twitter: Making Your Ministry Contagious.” 2009. ‹http://www.twitterforchurches.com/›.  Dunlap, Joanna, and Patrick Lowenthal. “Tweeting the Night Away: Using Twitter to Enhance Social Presence.”  Journal of Information Systems Education 20.2 (2009): 129-135.  Fox, Susannah, Kathryn Zickuhr, and Aaron Smith. “Twitter and Status Updating"""" Pew Internet &amp; American Life Project, 2009. Oct. 2009 ‹http://www.pewinternet.org/~/media//Files/Reports/2009/PIP_Twitter_Fall_2009_web.pdf›.  Jackson, Michele. “The Mash-Up: A New Archetype for Communication.” Journal of Computer-Mediated Communication 14.3 (2009): 730-734.    Mapes, Diane. “Holy Twitter! Tweeting from the Pews.” 2009. 3 June 2009 ‹http://www.nbcwashington.com/.../Holy_Twitter__Tweeting_from_the_pews.html›.  Mumford, Lewis. Technics and Civilization. New York: Harcourt, 1934.  Patel, Purva. “Tweeting during Church Services Gets Blessing of Pastors.” Houston Chronicle (2009). 10 Oct. 2009 ‹http://www.chron.com/disp/story.mpl/metropolitan/6662287.html›.  O’Leary, Stephen. ”Cyberspace as Sacred Space: Communicating Religion on Computer Networks.” Journal of the American Academy of Religion 64.4 (1996): 781-808.  Pontin, Jason. “Twitter and Ambient Intimacy: How Evan Williams Helped Create the New Social Medium of Microblogging.” MIT Review 2007. 15 Nov. 2009 ‹http://www.technologyreview.com/communications/19713/?a=f›.  Rice, Kami. “The New Worship Question: To Tweet or Not to Tweet.” Interpreter Magazine (Nov.-Dec. 2009). ‹http://www.interpretermagazine.org/interior.asp?ptid=43&amp;mid=13871›.  Rochman, Bonnie. “Twittering in Church, with the Pastor’s O.K.” Time 3 May 2009. ‹http://www.time.com/time/business/article/0,8599,1895463,00.html›.  Schroeder, Ralph. “Mobile Phones and the Inexorable Advance of Multimodal Connectedness.” New Media and Society 12.1 (2010): 75-90.  Vitello, Paul. “Lead Us to Tweet, and Forgive the Trespassers.” New York Times 5 July 2009. ‹http://www.nytimes.com/2009/07/05/technology/internet/05twitter.html›.","",""
"2010","Enacting a virtual ‘ekklesia’: online Christian fundamentalism as vernacular religion","Based on the interactive features of websites, researchers have distinguished between ‘religion online’ and ‘online religion’.Approaching online religious expression as ‘vernacular religion’ can transcend the distinction by focussing on the lived experience of believers. In this study, qualitative interviews and close textual analysis are deployed to locate four traits that define the ‘vernacular ideology of Christian fundamentalism’. Tracing these traits in public discourse, they are seen to emerge as a set in the early 20th century. Collecting a sample of 40 sites, the traits are located in association with biblical prophecy. Based on qualitative interviews conducted with four individuals in the sample, linked websites connect individuals in a virtual ‘ekklesia’ based on their shared interest. Locating religion in lived experience instead of media artifacts, this research suggests that a limiting tendency found in this form of fundamentalism is the result of individual choices facilitated by network media.","",""
"2010","How the iPhone became divine: new media, religion and the intertextual circulation of meaning"," This article explores the labeling of the iPhone as the ‘Jesus phone’ in order to demonstrate how religious metaphors and myth can be appropriated into popular discourse and shape the reception of a technology. We consider the intertextual nature of the relationship between religious language, imagery and technology and demonstrate how this creates a unique interaction between technology fans and bloggers, news media and even corporate advertising. Our analysis of the ‘Jesus phone’ clarifies how different groups may appropriate the language and imagery of another to communicate very different meanings and intentions. Intertextuality serves as a framework to unpack the deployment of religion to frame technology and meanings communicated. We also reflect on how religious language may communicate both positive and negative aspects of a technology and instigate an unintentional trajectory in popular discourse as it is employed by different audiences, both online and offline. ","",""
"2011","Gender, Religion, and New Media: Attitudes and Behaviors Related to the Internet Among Ultra-Orthodox Women Employed in Computerized Environments","We analyze patterns of rejection and adoption of new technology in a closed and conservative community through the study of ultra-Orthodox Jewish women working in computerized environments, and their perceptions and uses of the Internet. These women stand in the intersection between orthodoxy and modernity. Their workplaces are populated by ultra-Orthodox women and adjusted for their needs, but the companies that employ them are (mostly) owned by seculars, they work with computers, and (occasionally) the workplaces even have Internet access.    We study if and how the conceptions of new technologies among women in a conservative community serve to demarcate, construct and reassure the borders of the community. The research questions are: How do these ultra-Orthodox women perceive the place of the Internet within their community and personal lives? With whom do they create online ties? And are there correlations between socioeconomic and sociodemographic variables and women's perceptions of the place and functioning of the Internet in the ultra-Orthodox community and their lives?","",""
