"year","title","abstract","journal","doi"
"2000","Impact Aesthetics: Back to the Future in Digital Cinema?"," This article engages recent debates about the future of cinema in the digital age. Firstly, it seeks to broaden the rather narrow terms in which the transition to digital cinema is often understood in film theory. Secondly, it tries to assess claims about the 'demise of narrative' frequently associated with the digital threshold. On one level, it is argued that a dialectical understanding of the relation between terms such as 'narrative' and 'spectacle' is needed to advance current debates. On another level, it is suggested that digital technology should not be wholly defined by the current dominance of 'blockbuster' films. In place of technological determinism, an understanding based on the politics of spectacle and distracted spectatorship is advanced. ","",""
"2000","Cooling Hot","Computer-mediated technologies (CMT) have created many opportunities for the arts. Some of those opportunities have been about re-purposing or re-mediating existing practices. Elsewhere, emergent practices, which are significantly different to what have gone before, are evident. A growing body of CMT works contest traditional practices in that there is no single unique or master copy; in the way the roles of maker and consumer are reapportioned; in the ways digital media themselves, physically and extra-linguistically, differ from previous display technologies; and in the user’s knowledge of what is missed or skipped.3 A particular feature of CMT art practices is ’new media’ interactivity: sequences of textual, visual and aural display guided by human actions of varying complexity which create new variations or instances of the work which are unique to the occasion and result from the reflexive selection of the user. Widening cultural and economic access to fast, reliable and responsive, local and networked systems means that such interactivity is now an increasingly important site of cultural activities.","",""
"2000","Studio movies","This essay proposes digital video (DV) as a new centre of gravity for the design/production process of architecture and its kindred arts. DV's capacity to work with synthesised and captured images, that can be modelled and reverse engineered, offers a powerful mode of exploration, iterative development and communication for information-rich projects that depend on a complex mobilisation of team skills and technical resources. The promise of DV is that it taps into the great fund of visual/operational knowledge held in the culture at large, and that it can enable the design/production process to become more responsive and more open to a wider group of interested parties. The essay argues that the fulfilment of this promise becomes increasingly urgent as our moving-image-saturated environment melts the boundaries of place and time, and dissolves the distinctions that separates the permanence of architecture from the transience of events.","",""
"2000","From the times of the first scribes: innovation and technology within graphic design","The authors use their different work and training background as perspectives for discussing the changing world of graphical design. In this digital world, expert knowledge of the technology is essential, but the authors argue that a consequence of prioritising technical expertise in the new interdisciplinary IT- design studies may be a loss of quality in design. To improve the depth in design the authors introduce a psychological framework for design work and on this basis they suggest a systematic method. The method is a 4-step conceptual model: reason, function, emotion and senses, and technology. The model interacts with all phases of the design, and functions as a generating-creating and execution-evaluation system. The authors emphasise that evaluation is embedded throughout the design process. They suggest that a systematic method becomes the guiding tool in interdisciplinary design education, an essential part of the students design qualifications as well as an essential tool in design work.","",""
"2000","Boxing architecture","The use of computer-aided design packages have led to the development of object libraries and greater modularisation in design. This paper argues that architects are now moving away from this paradigm and are able to use computer systems to handle greater complexity of form. It discusses the possible advantages and disadvantages of this, with particular reference to architect-client relations.","",""
"2000","Vibrating tectonics: gestural trajectories, energy mappings and self-conditioning design strategies","The transposition from painting to architecture from two-dimensional entity to a spatial structure, became the core idea of a project designed for the students of architecture to encourage them to examine the possibilities of abstract expression in the conceptualisation of architectural ideas and strategies. A series of tasks were created to enable them to identify full expression and physical presence of movement in an abstract painting as transferable into architecture. There were then other tasks oriented towards discovering, investigating and recording various types of spatial conditions as potentially architectural. Fundamental issues related to Jackson Pollock's philosophy of painting are now finding a new dimension in the digital domain of 3D modelling techniques, supplying them with the tool capable of not only projecting the release of pure energy in virtual space but also of recording endless sequences of free gestures in time and space. These can then be rewritten in the form of a computer program as well as being controlled on a higher level of architectural design.","",""
"2000","The design and evaluation of an interactive calculator for children","The aim of the research project reported here was to investigate the potential use of multimedia systems in teaching primary mathematics to pupils with learning difficulties. A multimedia interactive calculator (MIC), that combines learning materials with a calculator interface, has been designed as a result of classroom-based studies together with iterative prototype evaluation. The visual styling and operation of the MIC is the consequence of design decisions made in response to a user-need analysis carried out as part of this research. The MIC mediates between the concrete stage of learning number and the manipulations of symbolic arithmetical representations, particularly as they are used in the standard calculator, a transition which is difficult for many pupils to make. The work shows that multimedia systems can be helpful to children in making this transition. However, the authors agree that the careful use of an information design approach is needed to produce successful software. The MIC has been shown to be useful in teaching the concepts of number and the routines of addition and subtraction. Its interactive multiplication tables have helped pupils to discover number patterns and to improve their recall of number facts.","",""
"2000","The Sadeian interface: computers and catharsis","This paper explores the limitations of contemporary interface design and offers the potential of more profound forms of interaction by drawing on the rich and much older heritage of interactive art. Whilst HCI design is preoccupied with making the computer more simple to use, installation work, kinetic sculpture, and interactive multimedia art forms have generally been more concerned with the predicament of human/technological negotiation, whilst remaining a salient form of human communication. HCI activity sets out to make the complex systems of computing easy to understand and use, whilst interactive art often uses simple technology to make complex, inspiring and esoteric statements and experiences. In many ways the more simple and 'low resolution' the technology the more immersive, acute and intimate the experience. 'Low resolution' examples such as telephone-sex-lines are explored alongside more immersive systems, such as biofeedback interfaces, and other interactive experiments drawn from the 'technic' strand of art history.","",""
"2000","The integration of theory and practice in teaching designing for the screen","Future typographic and graphic designers will need to be able to design for a range of media, both to secure their role and to provide the necessary design expertise in technological environments. This paper proposes an approach to teaching which introduces theoretical issues within a practical design project to encourage the development of general concepts that can be transferred to different technologies. A specific project on designing for the screen is described, which is taught as part of a BA degree in Typography & Graphic Communication. In the context of this project, reasons for introducing theory are proposed, examples of the nature of the theory are given, and the methods used to introduce material are illustrated. A detailed account of one student's implementation of this project is used to demonstrate how theoretical issues can provide direction in a design task. However, careful consideration needs to be given to how theory and practice are integrated to encourage students to look beyond the short-term benefits of specific training to the development of more general knowledge.","",""
"2000","Playing on a holo-stage: towards the interaction between real and virtual performers","This paper presents a number of ongoing projects that will be valuable to the development of technologies for digital theatre and performance. This paper describes an EU ACTS project called RESOLV which develops an integrated system to capture real 3D environments using laser and video. Current research on motion tracking, statistical behaviour modelling and simulation is presented, and possible applications, both for visual augmentation and audio generation, are discussed. The projects presented were not originally designed in the domain of theatre and performance, however their results and output seem to be well suited to be applied in this area.","",""
