"year","title","abstract","journal","doi"
"2000","Scholarly Discourse and Computing Technology II: Perspectives on Pedagogy, Research, and Dissemination in the Humanities","","",""
"2000","Chrétien de Troyes sur le Web: présentation, analyse et interprétation des manuscrits d’&lt;i&gt;Yvain ou le Chevalier au Lion&lt;/i&gt; [2000, rptd. 2008]","On the web site of the Laboratoire de Francais Ancien at the University of Ottawa we intend to offer free access to a query and research tool, both powerful and new, for use on Chretien de Troyes' masterpiece the Chevalier au Lion , Chretien being the most famous writer of medieval French romances. We are preparing a presentation of all the Chevalier au Lion manuscripts, with analysis and interpretation, that will constitute an indispensable collection of documents for future critical work — both for critical editions in general and critical editions of this particular work. Our aim is to show the educated public the text itself, accompanied by a series of indices, a study of the language and a complete lexicon of each manuscript copy. When the work is complete, the reader will be able to see images of the manuscript folios, to decipher the text by means of a first, """"archeological"""" transcription (the text as is), and to understand it, through a second, critical transcription of the emended manuscripts. The series of indices will allow easy, automatic look-up of the text, and various types of query (phonetic, morphological, syntactic, lexical, semantic, literary, cultural, etc.). Morphosyntactic study will give a systematic framework for determining the meaning and import of textual forms and expressions encountered in reading. The lexicon will provide precise definitions for all the lexical words of each manuscript.","",""
"2002","Who Sets E-Mail Style? Prescriptivism, Coping Strategies, and Democratizing Communication Access","Stylistic practices in e-mail reflect an amalgam of social presuppositions about usage conventions and individual strategies for handling a new language medium. To understand how contemporary e-mail patterns have been forged and where they might be heading, this study examines the ways in which newly enfranchised language users in the past have balanced externally generated prescriptions for linguistic style with user-generated coping strategies in constructing spoken and written messages. Popular letter writing, the early telegraph, and early telephone behavior offer useful precedents for thinking about both e-mail messages themselves and the potential effects of language technology on broader language change.","",""
"2002","Talking Past Each Other: Making Sense of the Debate over Electronic Publication","This paper discusses the implications electronic dissemination for the peer-reviewed serial publication system.","",""
"2003","Validating choices: Texts in the &lt;i&gt;Trésor de la Langue Française&lt;/i&gt;","The Tresor de la Langue Francaise (TLF) database was designed, and texts chosen for inclusion in it, in the late 1950s. This paper evaluates the choices of texts made by the TLF committee in the light of a contemporary encyclopaedia of French literature and of subsequent published research in the field of French literature, provided by the MLA (Modern Language Association) online bibliography. Spearman?s rank correlation coefficient, and outlier analysis based on Mahalanobis distance evaluate similarities in the sets of data. The conclusion is that the choices made in the mid-twentieth century were a reasonable reflection of scholarly interests both at the time the database was constituted, and subsequently up to the present. The method described in this paper is applicable to the evaluation of other full-text databases.","",""
"2003","&lt;i&gt;SAToRBase&lt;/i&gt;: A Database of Topoi for French Literature","This article is a general description of the conception and development of SAToRBase, an online database tool that contains some 3000 occurrences of topoi (recurring motifs) in French literature from about 1200 to 1800. SAToRBase has been developed expressly for the Societe d'Analyse de la Topique Romanesque (SAToR), an international literary association. The purpose of this article is not to examine in detail each aspect of SAToRBase; that would be futile for an online tool of this kind which is in constant evolution. Rather, the purpose is to present more broadly the major characteristics of SAToRBase, including a brief description of typical procedures such as searching for occurrences of topoi and proposing new occurrences. The interface of SAToRBase is likely to change considerably over time, but the core concepts will no doubt remain stable.","",""
"2003","The processed book","The """"processed book"""" is about content, not technology, and contrasts with the """"primal book""""; the latter is the book we all know and revere: written by a single author and viewed as the embodiment of the thought of a single individual. The processed book, on the other hand, is what happens to the book when it is put into a computerized, networked environment. To process a book is more than simply building links to it; it also includes a modification of the act of creation, which tends to encourage the absorption of the book into a network of applications, including but not restricted to commentary. Such a book typically has at least five aspects: as self-referencing text; as portal; as platform; as machine component; and, as network node. An interesting aspect of such processing is that the author's relationship to his or her work may be undermined or compromised; indeed, it is possible that author attribution in the networked world may go the way of copyright. The processed book, in other words, is the response to romantic notions of authorship and books. It is not a matter of choice (as one can still write an imitation, for example, of a Victorian novel today) but an inevitable outcome of inherent characteristics of digital media.","",""
"2004","Abstract identifiers, intertextual reference and a computational basis for recordkeeping","This paper presents three proposals concerning the structure and maintenance of formal, inter–referential, digitally stored texts: (1) include abstract atomic identifiers in texts, (2) identify these identifiers with references to text objects, and (3) keep among the texts records of computationally substantiated claims about those texts. We use """"formal"""" in a narrow sense approximating computer–checkable; we are informed by informal symbolic practices used in mathematical text and program source text, which we hope to enhance and exploit explicitly. The basic management problem is how to alter texts rather freely without ruining the bases for claims depending upon them; this becomes an issue of accounting for various dependencies between texts.","",""
"2004","The software word: digital poetry as new media-based language art","Drawing particularly on kinetic digital poetry as a kind of software language art, this essay suggests that such a scripting-and-programming-language based textuality is not a continuation of the poetry-as-we-know-it by other means, but a new medium with its own specificity set at the intersection of the literary avant garde, net art, software art, browser art and text-based electronic installations. It is of importance that this programmable medium applies an expanded concept of textuality based on the application of netspeak and the symbols of programming languages, meaning also that the language of the code is involved in new poetic dynamic structures with striking visual, animated and tactile features. Kinetic digital poetry runs in loops, the loop being the medium adjusted to the demand of organising text components in time-based sequences, which seems to be the mode best suited to the perception of contemporary individuals and to the demands of mainstream visual culture. One of the crucial tasks of this essay is to demonstrate a shift from traditional hyperfiction and hyperpoetry to more sophisticated forms and to the specificity of software language art devoted to a new audience. The institutions in which such a textual practice exists are the rooms of club-, DJ-, and VJ- culture, mailing lists, newsletters, digital arts conferences and digital art exhibitions, rather than university classrooms and libraries.","",""
"2005","Statistical Analysis of Digital Paleographic Data: What Can It Tell Us?","Manuscript transcription in the Cotton Nero A.x. Project is at a graphetic level and captures each distinguishable glyph used by the scribe. When the transcription is organized as a series of XML entities within a codicological DTD a search-and-count algorithm can be appied to the database of graphetic information. Initial statistical analysis of the data reveals dramatic changes in the scribe's writing system at two points in the manuscript that are roughly coincident with quire boundaries (and also textual boundaries). Hypotheses that will guide further investigation of this phenomenon include the possibility that substantial gaps of time separated the scribe's work in copying the four Middle English poems that make up the manuscript.","",""
"2005","Toward Next Generation Text Analysis Tools: The Text Analysis Markup Language (TAML)","There is a demonstrated need for literary text analysis tools that take advantage of networked resources and the potential graphical interfaces. Despite several initiatives over the years, there has been little success in developing text analysis tools collaboratively or in creating an interoperable framework for tools development. This article presents initial work towards a Text Analysis Markup Language (TAML) that would foster the distributed development of literary text analysis tools. Any standardization of a vocabulary requires difficult choices, but it also requires a potentially beneficial examination of the needs and practices of a community. TAML is both a technical specification and a product of sociological introspection","",""
"2005","‘Is this a vision? is this a dream?’: Finding New Dimensions in Shakespeare’s Texts","The principal aim of the Internet Shakespeare Editions is to """"create and publish works for the student, scholar, actor, and general reader in a form native to the medium of the Internet."""" Our focus to date, as texts are being edited, has been to create hypertext editions, capable of being annotated both by text and by multimedia objects. The infrastructure created by TAPoR (Text Analysis Portal for Research), however, provides an opportunity to go further than the hypertext edition, by integrating into it the capabilities offered by textual analysis software. The aim will be to develop an interface that permits a user to go beyond the hard links provided by the editor in the basic hypertext structure to explore in a more fluid way the text of a given play, and to extend the exploration to related texts by Shakespeare and other relevant writers in the period.","",""
