"year","title","abstract","journal","doi"
"2009","Real vlogs: The rules and meanings of online personal videos","This paper explores what the “rules” of vlogging (video blogging) are: the various visual and social practices viewers and creators understand and debate as either authentic or inauthentic on YouTube. It analyzes a small, random set of vlogs on YouTube and highlight several controversies around key celebrities on the site. This essay concludes by challenging whether conversations around authenticity will persist in dialogues about online video.","",""
"2011","YouTube versus the National Film and Sound Archive: Which Is the More Useful Resource for Historians of Australian Television?"," This article compares YouTube and the National Film and Sound Archive (NFSA) as resources for television historians interested in viewing old Australian television programs. The author searched for seventeen important television programs, identified in a previous research project, to compare what was available in the two archives and how easy it was to find. The analysis focused on differences in curatorial practices of accessioning and cataloguing. NFSA is stronger in current affairs and older programs, while YouTube is stronger in game shows and lifestyle programs. YouTube is stronger than the NFSA on “human interest” material—births, marriages, and deaths. YouTube accessioning more strongly accords with popular histories of Australian television. Both NFSA and YouTube offer complete episodes of programs, while YouTube also offers many short clips of “moments.” YouTube has more surprising pieces of rare ephemera. YouTube cataloguing is more reliable than that of the NFSA, with fewer broken links. The YouTube metadata can be searched more intuitively. The NFSA generally provides more useful reference information about production and broadcast dates. ","",""
"2012","User-Generated Warfare: A Case of Converging Wartime Information Networks and Coproductive Regulation on YouTube","User-generated content-sharing (UGC) platforms, such as YouTube, emerged as venues for competing wartime information and images among military, insurgent, and civilian user groups during the Iraq War. This article introduces user-generated warfare (UGW) as a theoretical concept to articulate this phenomenon and consider its implications for reshaping wartime information networks and flows outside of formal institutions. It is a variant of “netwar” that further locates this generative user activity within the sociotechnical infrastructure of the UGC platform. The present analysis examines an instance of UGW that highlights how user agency is configured through the coproduction of affordance and constraint via the YouTube platform and within a communicative context in which wartime user networks are converging outside formal channels.","",""
"2012","The institutionalization of YouTube: From user-generated content to professionally generated content"," This article explores the institutionalization of YouTube: its transformation from user-generated content (UGC) – oriented as a virtual village – into a professionally generated content (PGC) video site, especially after being purchased by Google. YouTube has influenced the traditional media environment, but at the same time this new medium imitates the rules of the old media, including legally managed distribution of broadcasting content and smooth links between content and commercials. YouTube constitutes an evolution of the present media milieu, rather than a revolution. On the other hand, the dominance of mainstream media is, to a degree, still compromised in UGC culture. The emancipatory dimension of UGC media (e.g. as democratic, creative outlet with high accessibility and online library potential) is discussed in the conclusion, not losing sight of the technological-economic limitations placed on its continuing promise. ","",""
"2015","YouTube pranking across cultures","Online pranking videos are common online and popular among middle-school students, teens and young adults. When we examined 200 YouTube examples of the Scary Maze Game prank, we explored the relationship between perpetrator, victim and witness, finding that while American children under age 12 were commonly featured as victims in Scary Maze Game prank videos, only rarely were German children represented as victims. U.S. videos also lingered on the pain of prank victims, even looping the emotional response of the victim to create an instant replay effect and using post-production techniques, including editing, music and title credits. As an expression of the schadenfreude that people experience when both enacting and viewing bad pranks, online pranking is a dimension of the dark side of participatory culture.","",""
"2015","Vlogging about school on YouTube: An exploratory study"," An exploratory mixed-methods study involving a combination of online ethnography and descriptive statistics was conducted to investigate school-related vlogging. Five areas were emphasized: (1) characteristics of school-related vlogs, vloggers, and viewers; (2) vlog context (where recording occurred); (3) vlog content (what was said and shown); (4) vlogger culture (patterns of speech or practice); and (5) motivations for vlogging about school. A purposive sample of 120 personal video blogs (vlogs) was collected through a systematic process on YouTube during a three-month period. Results of the study revealed that vloggers were young, recorded in multiple settings including classrooms, showed and described their school experiences, shared a vocabulary for interacting with an audience, and vlogged for a variety of reasons including the desire to alleviate boredom, for fun, because friends were doing it, to build confidence or improve their speaking skills, document their experiences, share information, or to connect with others. ","",""
"2015","Kids on YouTube: Technical identities and digital literacies","","",""
"2016","Exploring YouTube as a Transformative Tool in the “The Power of MAKEUP!” Movement","IntroductionSince its launch in 2005, YouTube has fast become one of the most popular video sharing sites, one of the largest sources of user generated content, and one of the most frequently visited sites globally (Burgess and Green). As YouTube’s popularity has increased, more and more people have taken up the site’s invitation to “Broadcast Yourself.” Vlogging (video blogging) on YouTube has increased in popularity, creating new genres and communities. Vlogging not only allows individuals to create their own mediated content for mass consumption—making it a site for participatory culture (Burgess and Green; Jenkins) and resembling contemporary forms of entertainment such as reality television—but it also allows individuals to engage in narrative and identity forming practices. Through filming their everyday lives, and presenting themselves on camera, YouTubers are engaging in a process of constructing and presenting their identity online. They often form communities around these identities and continue the practice in dialogue and collaboration with their communities of viewers on YouTube. Because of YouTube’s mass global reach, the ability to create one’s own mediated content and the ability to publicly play with and project different self representations becomes a powerful tool allowing YouTubers to publicly challenge social norms and encourage others to do the same. This paper will explore these features of YouTube using the recent “The Power of MAKEUP!” movement, started by NikkieTutorials, as an example. Through a virtual ethnography of the movement as developed by Christine Hine—following the people, dialogue, connections, and narratives that emerged from Nikkie’s original video—this paper will demonstrate that YouTube is not only a tool for self transformation, but has wider potential to transform norms in society. This is achieved mainly through mobilising communities that form around transformative practices, such as makeup transformations, on YouTube. Vlogging as an Identity Forming Practice Vlogging on YouTube is a contemporary form of autobiography in which individuals engage in a process of documenting their life on a daily or weekly basis and, in doing so, constructing their identity online. Although the aim of beauty vlogs is to teach new makeup techniques, demonstrate and review new products, or circulate beauty-related information, the videos include a large amount of self-disclosure. Beauty vloggers reveal intimate things about themselves and actively engage in the practice of self-representation while filming. Beauty vlogging is unique to other vlogging genres as it almost always involves an immediate transformation of the physical self in each video. The vloggers typically begin with their faces bare and “natural” and throughout the course of the video transform their faces into how they want to be seen, and ultimately, who they want to be that day, using makeup. Thus the process of self-representation is multi-dimensional as not only are they presenting the self, but they are also visually constructing the self on camera. The construction of identity that beauty vloggers engage in on YouTube can be likened to what Robert Ezra Park and later Erving Goffman refer to as the construction and performance of a mask. In his work Race and Culture, Park states that the original meaning of the word person is a mask (249). Goffman responds to this statement in his work The Presentation of Self in Everyday Life, saying the mask is “our truer self, the self we would like to be” (30). Beauty vloggers are engaging in the process of constructing their mask—their truer self and the self they would like to be—both through their performance on YouTube, and through the visual transformation that takes place on camera. Their performance on YouTube not only communicates a desired identity, but through their performance they realise this identity. The process of filming and the visual process of constructing or transforming the self on camera through makeup brings the subject into being. Scholarship in the fields of Life Writing and Digital Media including Autobiography, Automedia and Persona Studies has acknowledged and explored the ways narratives and identities—both online and offline—are constructed, created, shaped, chosen, and invented by the individual/author (Garner; Bridger; Eakin; Maguire; Poletti and Rak; Marshall; Smith and Watson). It is widely accepted that all representations of the self are constructed. Crucially, it is the process of documenting or communicating the self that is identity forming (Richardson; Bridger), as the process, including writing, filming, and posting, brings the subject or self into being (Neuman). The individual embodies their performance and realises the self through it. Park and Goffman argue that we all engage in this process of performing and realising the self through the roles we play in society. The significance of the beauty vlogger performance and transformation is the space in which it occurs and the community that it fosters.  YouTube as a Transformative Tool and MirrorThe space in which beauty vloggers play with and transform the self on camera is significant as digital technologies such as YouTube invite exploration of the self. Networked digital media (Meikle and Young) invite multiplicity, heterogeneity, and fragmentation in/of identity performances (Bolter; Gergen; Turkle, """"Parallel Lives""""). These technologies create opportunities for defining and re-defining the self (Bolter 130), as they allow people to present a more multi-mediated self, using both audio-visual components and text (Papacharissi 643).YouTube, in particular, allows the individual to experiment with the self, and document an ongoing transformation, through film (Kavoori). Many scholars have described this ongoing process of identity construction online using the metaphor of “the mirror” (see Kavoori; Raun; and Procter as recent examples). In his research on trans gender vlogging on YouTube, Tobias Raun explores the theme of the mirror. He describes vlogging as a “transformative medium for working on, producing and exploring the self” (366). He argues the vlog acts as a mirror allowing the individual to try out and assume various identities (366). He writes, the mirroring function of the vlog “invites the YouTuber to assume the shape of a desired identity/representation, constantly assuming and evaluating oneself as an attractive image, trying out different ‘styles of the flesh’ (Butler 177), poses and appearances” (367). In reference to trans gender vlogging, Raun writes, “The vlog seems to serve an important function in the transitioning process, and is an important part of a process of self-invention, serving as a testing ground for experimentations with, and manifestations of (new) identities” (367). The mirror (vlog) gives the individual a place/space to construct and perform their mask (identity), and an opportunity to see the reflection and adjust the mask (identity) accordingly. An important feature of the vlog as a mirror is the fact that it is less like a conventional mirror and more like a window with a reflective surface. On YouTube the vlog always involves an audience, who not only watch the performance, but also respond to it. This is in keeping with Goffman’s assertion that there is always an audience involved in any performance of the self. On YouTube, Raun argues, “the need to represent oneself goes hand in hand with the need to connect and communicate” (Raun 369). Networked digital media such as YouTube are inherently social. They invite participation (Smith; Sauter)and community through community building functions such as the ability to like, subscribe, and comment. Michael Strangelove refers to YouTube as a social space, “as a domain of self-expression, community and public confession” (4). The audience and community are important in the process of identity construction and representation as they serve a crucial role in providing feedback and encouragement, legitimising the identity being presented. As Raun writes, the vlog is an opportunity “for seeing one’s own experiences and thoughts reflected in others” (366). Raun identifies that for the trans gender vloggers in his study, simply knowing there is an audience watching their vlogs is enough to affirm their identity. He writes the vlog can be both “an individual act of self validation and . . . a social act of recognition and encouragement” (368). However, in the case of beauty vlogging the audience do more than watch, they form communities embodying and projecting the performance in everyday life and thus collectively challenge social norms, as seen in the “The Power of MAKEUP!” movement. Exploring the “The Power of MAKEUP!” MovementOn 10 May 2015, Nikkie, a well-known beauty vlogger, uploaded a video to her YouTube channel NikkieTutorials titled “The Power of MAKEUP!” Nikkie’s video can be watched here. In her video Nikkie challenges “makeup shaming,” arguing that makeup is not only fun, but can “transform” you into who you want to be. Inspired by an episode of the reality television show RuPaul’s Drag Race, in which the competing drag queens transform half of their face into “glam” (drag), and leave the other half of their face bare (male), Nikkie demonstrates that anyone can use makeup as a transformative tool. In her video Nikkie mirrors the drag queen transformations, transforming half her face into “glam” and leaving the other half of her face bare, as shown in Figure 1. In only transforming half of her face, Nikkie emphasises the scope of the transformation, demonstrating just how much you can change your appearance using only makeup on your face. Nikkie’s video communicates that both a transformed “glam” image and an “unedited” image of the self are perfectly fine, “there are no rules” and neither representations of the self should bring you shame.  Figure 1: thumbnail of Nikkie’s videoNikkie’s video started a movement and spread throughout the beauty community on YouTube as a challenge. Other famous beauty vloggers, and everyday makeup lovers, took on the challenge of creating YouTube videos or posting pictures on Instagram of their faces half bare and half transformed using makeup with the tag #thepowerofmakeupchallenge. Since its release in May 2015, Nikkie’s video has been watched over thirty million times, has been liked over five hundred and thirty thousand times, and has received over twenty three thousand comments, many of which echo Nikkie’s experience of “makeup shaming.” “The power of makeup” video went viral and was picked up not only by the online beauty community but also by mainstream media with articles by Huffington Post, Yahoo.com, Marie Claire, BuzzFeed, DailyLife, POPSUGAR, Enews, Urbanshowbiz, BoredPanda, and kickvick among others. On Instagram, thousands of everyday makeup lovers have recreated the transformation and uploaded their pictures of the finished result. Various hashtags have been created around this movement and can be searched on Instagram including #thepowerofmakeupchallenge, #powerofmakeupchallenge, #powerofmakeup. Nikkie’s Instagram page dedicated to the challenge can be seen here. “The power of makeup” video is a direct reaction against what Nikkie calls “makeup shaming”—the idea that makeup is bad, and the assumption that the leading motivation for using makeup is insecurity. In her video Nikkie also reacts to the idea that the made-up-girl is “not really you,” or worse is “fake.” In the introduction to her video Nikkie says,I’ve been noticing a lot lately that girls have been almost ashamed to say that they love makeup because nowadays when you say you love makeup you either do it because you want to look good for boys, you do it because you’re insecure, or you do it because you don’t love yourself. I feel like in a way lately it’s almost a crime to love doing your makeup. So after last weeks RuPaul’s Drag Race with the half drag half male, I was inspired to show you the power of makeup. I notice a lot that when I don’t wear makeup and I have my hair up in a bun and I meet people and I show them picture of my videos or, or whatever looks I have done, they look at me and straight up tell me “that is not you.” They tell me “that’s funny” because I don’t even look like that girl on the picture. So without any further ado I’m going to do half my face full on glam—I’m truly going to transform one side of my face—and the other side is going to be me, raw, unedited, nothing, me, just me. So let’s do it.In her introduction, Nikkie identifies a social attitude that many of her viewers can relate to, that the made-up face isn’t the “real you.” This idea reveals an interesting contradiction in social attitude. As this issue of Media/Culture highlights, the theme of transformation is increasingly popular in contemporary society. Renovation shows, weight loss shows, and “makeover” shows have increased in number and popularity around the world (Lewis). Tania Lewis attributes this to an international shift towards “the real” on television (447). Accompanying this turn towards “the real,” confession, intimacy, and authenticity are now demanded and consumed as entertainment (Goldthwaite; Dovey; King). Sites such as YouTube are arguably popular because they offer real stories, real lives, and have a core value of authenticity (Strangelove; Wesch; Young; Tolson). The power of makeup transformations are challenging because they juxtapose a transformation against the natural, on the self. By only transforming half their face, the beauty vloggers juxtapose the “makeover” (transformation) with “authenticity” (the natural). The power of makeup movement is therefore caught between two contemporary social values. However, the desire for authenticity, and the lack of acceptance that the transformed image is authentic seems to be the main criticism that the members of this movement receive.  Beauty vloggers identify a strong social value that “natural” is “good” and any attempt to alter the natural is taboo. Even in the commercial world “natural beauty” is celebrated and features heavily in the marketing and advertising campaigns of popular beauty, cosmetic, and skincare brands. Consider Maybelline’s emphasis on “natural beauty” in their byline “Maybe she’s born with it. Maybe it’s Maybelline.” This is not the way the members of “the power of makeup” movement use and celebrate makeup. They use and celebrate makeup as a transformative and identity forming tool, and their use of makeup is most often criticised for not being natural. In her recreation of Nikkie’s video, Evelina Forsell says “people get upset when I’m not natural.” Like Nikkie, Evelina reveals she often receives the criticism that “the person with a full on face with makeup is not you.” Evelina’s video can be watched here.“The power of makeup” movement and its participants challenge this criticism that the made-up self is not the “real” self. Evelina directly responds to this criticism in her video, stating “when I have a full face of makeup . . . that’s still me, but a more . . . creative me, I guess.” The beauty vloggers in this movement use makeup and YouTube as extensions of the self, as tools for self-expression, self-realisation, and ongoing transformation. Beauty vloggers are demonstrating that makeup is a tool and extension of the self that allows them to explore and play with their self-representations. In the same way that technology enables the individual to extend and “reinvent him/herself online” (Papacharissi 645), so does makeup. And in the same way that technology becomes an extension of the self, or even a second self (Turkle, The Second Self; Vaast) so does makeup. Makeup is a tool and technique of the self. Vlogging is about storytelling (Kavoori), but it is also collective—it’s about telling collective stories (Raun 373) which can be seen in various vlogging genres. As Geert Lovink suggests, YouTube is one of the largest databases of global shared experience. YouTube’s global popularity can be attributed to Strangelove’s assertion that “there’s nothing more interesting to real people . . . than authentic stories told about other real people” (65). Individuals are drawn to Nikkie’s experience, seeing themselves reflected in her story. Famous beauty vloggers on YouTube, and everyday beauty lovers, find community in the collective experience of feeling shame for loving makeup and using makeup to transform and communicate their identity. Effectively, the movement forms communities of practice (Wenger) made up of hundreds of people brought together by the shared value and use of makeup as a transformative tool. The online spaces where these activities take place (mainly on YouTube and Instagram) form affinity spaces (Gee) where the community come together, share information, learn and develop their practice. Hundreds of YouTubers from all over the world took up Nikkie’s invitation to demonstrate the power of makeup by transforming themselves on camera. From well-established beauty vloggers with millions of viewers, to amateur beauty lovers with YouTube channels, many people felt moved by Nikkie’s example and embodied the message, adapting the transformation to suit their circumstances. The movement includes both men and women, children and adults. Some transformations are inspirational such as Shalom Blac’s in which she talks about accepting the scars that are all over her face, but also demonstrates how makeup can make them disappear. Shalom has almost five million views on her “POWER OF MAKEUP” video, and has been labelled “inspirational” by the media. Shalom Blac’s video can be watched here and the media article labelling her as “inspirational” can be viewed here. Others, such as PatrickStarrr, send a powerful message that “It’s okay to be yourself.” Unlike a traditional interpretation of that statement, Patrick is communicating that it is okay to be the self that you construct, on any given day. Patrick also has over four million views on his video which can be watched here.  During her transformation, Nikkie points out each feature of her face that she does not like and demonstrates how she can change it using makeup. Nikkie’s video is primarily a tutorial, educating viewers on different makeup techniques that can manipulate the appearance of their natural features into how they would like them to appear. These techniques are also reproduced and embodied through the various contributors to the movement. Thus the tutorial is an educational tool enabling others to use makeup for their own self representations (see Paul A. Soukup for an overview of YouTube as an educational tool). A feminist perspective may deconstruct the empowering, educational intentions of Nikkie’s video, insisting that conceptions of beauty are a social construct (Travis, Meginnis, and Bardari) and should not be re-enforced by encouraging women (and men) to use make-up to feel good. However, this sort of discourse does not appear in the movement, and this paper seeks to analyse the movement as its contributors frame and present it. Rather, “the power of makeup” movement falls within a postfeminist framework celebrating choice, femininity, independence, and the individual construction of modern identity (McRobbie; Butler; Beck, Giddens and Lash). Postfeminism embraces postmodern notions of identity in which individuals are “called up to invent their own structures” (McRobbie 260). Through institutions such as education young women have “become more independent and able,” and “‘dis-embedded’ from communities where gender roles were fixed” (McRobbie 260). Angela McRobbie attributes this to the work of scholars such as Anthony Giddens and Ulrich Beck and their emphasis on individualisation and reflexive modernisation. These scholars take a Foucauldian approach to identity construction in the modern age, where the individual must choose their own structures “internally and individualistically” (260), engaging in an ongoing process of self-monitoring and self-improvement, and resulting in the current self-help culture (McRobbie). In addition to being an educational and constructive tool, Nikkie’s video is also an exercise in self-branding and self-promotion(see Marwick; Duffy and Hund; and van Nuenen for scholarship on self-branding). Through her ongoing presence on YouTube, presenting this video in conjunction with her other tutorials, Nikkie is establishing herself as a beauty vlogger/guru. Nikkie lists all of the products that she uses in her transformation below her video with links to where people can buy them. She also lists her social media accounts, ways that people can connect with her, and other videos that people might be interested in watching. There are also prompts to subscribe, both during her video and in the description bar below her video. Nikkie’s transformation is both an ongoing endeavour to create her image and public persona as a beauty vlogger, and a physical transformation on camera. There is also a third transformation that takes place because her vlog is in the public sphere and consequently mobilises a movement. The transformation is of the way people talk about and eventually perceive makeup. Nikkie’s video aims to end makeup shaming and promote makeup as an empowering tool. With each recreation of her video, with each Instagram photo featuring the transformation, and with each mainstream media article featuring the movement, #thepowerofmakeup movement community are transforming the image of the made-up girl—transforming the association of makeup with presenting an inauthentic identity—in society. ConclusionThe “The Power of MAKEUP!” movement, started by NikkieTutorials, demonstrates one way in which people are using YouTube as a transformative tool, and mirror, to document, construct, and present their identity online, using makeup. Through their online transformation the members of the movement not only engage in a process of constructing and presenting their identity, but they form communities who share a love of makeup and its transformative potential. By embodying Nikkie’s original message to rid makeup shaming and transform the self into a desired identity, the movement re-enforces the “made-up” image of the self as real and authentic, and challenges conceptions that the “made-up” image is “fake” and inauthentic. Ultimately, this case study explores YouTube as a site that allows individuals to play with, construct, and present their identity. YouTube is a tool with which, and a space in which, people can transform themselves, and in doing so create communities which can work together to publicly challenge social norms.References Beck, Ulrich, Anthony Giddens, and Scott Lash. Reflexive Modernization: Politics, Tradition and Aesthetics in the Modern Social Order. Cambridge, England: Polity Press in association with Blackwell Publishers, 1994. Bolter, Jay David. """"Virtual Reality and the Redefinition of Self."""" Communication and Cyberspace: Social Interaction in an Electronic Environment. Eds. Ronald L. Jacobson, Lance Strate, and Stephanie B. Gibson. 2nd ed. Creskill, NJ: Hampton Press, 2002. 123–37. Bridger, Barbara. """"Writing across the Borders of the Self."""" European Journal of Women's Studies 16.4 (2009): 337–52. Burgess, Jean, and Joshua Green. Youtube: Online Video and Participatory Culture. Cambridge: Polity, 2009. Butler, Judith. Gender Trouble: Feminism and the Subversion of Identity. Ed. MyiLibrary. New York: Routledge, 2006. Dovey, Jon. Freakshow: First Person Media and Factual Television. Ed. ebrary, Inc. London: Pluto Press, 2000. Duffy, Brooke Erin, and Emily Hund. “‘Having It All’ on Social Media: Entrepreneurial Femininity and Self-Branding among Fashion Bloggers."""" 1.2 (2015).Eakin, Paul John. """"Living Autobiographically."""" Biography 28.1 (2005): 1.Garner, Helen. """"I [Helen Garner Explores the New and Different Persona a Writer Must Adopt in Each Successive Work.]."""" Meanjin (Melbourne) 61.1 (2002): 40–43. Gee, James Paul. """"Semiotic Social Spaces and Affinity Spaces."""" Beyond Communities of Practice. Eds. David Barton and Karin Tusting. Cambridge: Cambridge UP, 2005. 214–32. Gergen, Kenneth. The Saturated Self: Dilemmas of Identity in Contemporary Life. Basic Books, 1991. Giddens, Anthony. Modernity and Self-Identity: Self and Society in the Late Modern Age. Cambridge, England: Polity Press, 1991. Goffman, Erving. The Presentation of Self in Everyday Life. Garden City, NY: Doubleday, 1959. Goldthwaite, Melissa A. """"Confessionals."""" College English (2003): 55–73.Hine, Christine. Ethnography for the Internet: Embedded, Embodied and Everyday. London: Bloomsbury, 2015. ———. Virtual Ethnography. Ed. Sage Research Methods, Online. London: SAGE, 2000. Jenkins, Henry. Convergence Culture: Where Old and New Media Collide. Updated and with a new afterword. New York: New York UP, 2008. Kavoori, Anandam P. Reading Youtube: The Critical Viewers Guide. New York: Peter Lang, 2011. King, Barry. """"Stardom, Celebrity and the Parra-Confession."""" Social Semiotics 18.2 (2008): 115–32.Lewis, Tania. """"Changing Rooms, Biggest Losers and Backyard Blitzes: A History of Makeover Television in the United Kingdom, United States and Australia."""" Journal of Media &amp; Cultural Studies 22.4 (2008): 447–58.Lovink, Geert. """"The Art of Watching Databases: Introduction to the Video Vortex Reader."""" Video Vortex Reader: Responses to Youtube. Eds. G. Lovink and S. Niederer. Amsterdam: Institute of Network Cultures, 2008. 9–12.Maguire, Emma. """"Home, About, Shop, Contact: Constructing an Authorial Persona via the Author Website. """" M/C Journal 17.3 (2014).Marshall, P. David. """"Personifying Agency: The Public–Persona–Place–Issue Continuum."""" Celebrity Studies 4.3 (2013): 369–71.Marwick, Alice Emily. Status Update: Celebrity, Publicity, and Branding in the Social Media Age. New Haven: Yale UP, 2013.McRobbie, Angela. """"Post‐Feminism and Popular Culture."""" Feminist Media Studies 4.3 (2004): 255–64.Meikle, Graham, and Sherman Young. Media Convergence: Networked Digital Media in Everyday Life. Basingstoke: Palgrave Macmillan, 2012.Neuman, Shirley. """"'Autobiography'."""" Essays on Life Writing: From Genre to Critical Practice. Ed. Marlene Kadar. Toronto: U of Toronto P, 1992. 213–30.Papacharissi, Z. """"The Presentation of Self in Virtual Life: Characteristics of Personal Home Pages."""" Journal of Mass Communication Quarterly 79.3 (2002): 643–60. Park, Robert E. Race and Culture. New York: Free Press, 1950.Poletti, Anna, and Julie Rak. Identity Technologies: Constructing the Self Online. Madison, Wisconsin: U of Wisconsin P, 2014.Procter, Lesley. """"A Mirror without a Tain: Personae, Avatars, and Selves in a Multi-User Virtual Environment."""" M/C Journal 17.3 (2014).Raun, Tobias. """"Video Blogging as a Vehicle of Transformation: Exploring the Intersection between Trans Identity and Information Technology."""" International Journal of Cultural Studies 18.3 (2015): 365–78.Richardson, Laurel. """"Getting Personal: Writing-Stories."""" International Journal of Qualitative Studies in Education 14.1 (2001): 33–38.Sauter, Theresa. """"'What's on Your Mind?' Writing on Facebook as a Tool for Self-Formation."""" New Media &amp; Society 16.5 (2014): 823–39.Smith, Michael J. """"E-Merging Strategies of Identity: The Rhetorical Construction of Self in Personal Web Sites."""" Ohio University, 1998.Smith, Sidonie, and Julia Watson. Reading Autobiography: A Guide for Interpreting Life Narratives. 2nd ed. Minneapolis: U of Minnesota P, 2010.Soukup, Paul A. """"Looking at, with, and through Youtube[TM]."""" Communication Research Trends 33.3 (2014): 3.Strangelove, Michael. Watching Youtube: Extraordinary Videos by Ordinary People. Toronto: U of Toronto P, 2010.Tolson, Andrew. """"A New Authenticity? Communicative Practices on Youtube."""" Critical Discourse Studies 7.4 (2010): 277–89.Travis, Cheryl Brown, Kayce L. Meginnis, and Kristin M. Bardari. """"Beauty, Sexuality, and Identity: The Social Control of Women."""" Sexuality, Society, and Feminism. Eds. Cheryl Brown Travis and Jacquelyn W. White. Psychology of Women; 4. Washington, DC: American Psychological Association, 2000. 237–72.Turkle, Sherry. """"Parallel Lives: Working on Identity in Virtual Space."""" Constructing the Self in a Mediated World: Inquiries in Social Construction. Ed. Debra Grodin and Thomas R. Lindlof. Thousand Oaks, CA: Sage 1996.———. The Second Self: Computers and the Human Spirit. London: Granada, 1984.Vaast, Emmanuelle. """"Playing with Masks: Fragmentation and Continuity in the Presentation of Self in an Occupational Online Forum."""" Information Technology &amp; People 20.4 (2007): 334–51.Van Nuenen, Tom. """"Here I Am: Authenticity and Self-Branding on Travel Blogs."""" Tourist Studies (2015).Wenger, Etienne. Communities of Practice : Learning, Meaning, and Identity. Cambridge: Cambridge UP, 1998.Wesch, Michael. """"An Anthropological Introduction to Youtube."""" 2008. &lt;http://mediatedcultures.net/youtube/an-anthropological-introduction-to-youtube-presented-at-the-library-of-congress/&gt;.Young, Jeffrey R. """"An Anthropologist Explores the Culture of Video Blogging. (Michael L. Wesch)."""" The Chronicle of Higher Education 53.36 (2007).","",""
"2016","The Tube on YouTube: TV Series, Media Strategies, and User Tactics in a Transmedia Environment","This study analyzes the traffic generated on YouTube around television series. We selected a sample of 314 short YouTube videos about 21 Spanish TV series that premiered in 2013 by Spain’s three most popular mainstream television networks (Telecinco, Antena 3, and La1). These videos, which together received more than 24 million views, were classified according to two key variables: the nature (official or nonofficial) of the YouTube channel on which they were located and the exclusivity of their content (already broadcast on TV or Web exclusive). The analysis allows us to characterize the strategies used by TV networks on YouTube and the activity of fans as well as their efforts in the construction of a transmedia narrative universe around TV series.","",""
"2016","The video bubble"," Multichannel networks (MCNs) are intermediary companies that sell advertising, cross-promote affiliated YouTube channels, and develop video brands. They have often been criticized as driving YouTube’s commercialization, a seemingly recent phenomenon that sees hithertho informal practices of video making and sharing being increasingly formalized. This article challenges such beliefs about YouTube’s sudden makeover, based on archival evidence that allows to reconstruct YouTube’s long commercial history and on fresh field study data relating to one specific MCN and its content providers. Debunking the myth of ‘cocreation’, the article uses simple analogies – market, infrastructure, and franchise – to describe how MCNs contribute to establish asymmetrical relations between users and emergent industry systems online. It demonstrates how MCNs since 2006 have streamlined and standardized production inputs, reorganized cost per mille–based ad sales, and redefined the value of video in line with a more general financialization of media markets. The methodological framework for this empirical inquiry into YouTube’s first decade is based on economic sociology and infrastructure studies, and the argument itself framed by critical research on ‘connected viewing’, a larger trend across the media industries to integrate digital technology and socially networked communication with traditional screen media practices. ","",""
