"year","title","abstract","journal","doi"
"2000","World politics and media power: problems of research design","","",""
"2000","Public relations, news production and changing patterns of source access in the British national media"," This article aims to draw attention to the rising influence of professional public relations on the process of national news production in Britain and to discuss how this influence is affecting existing media-source relations. It notes that a wide range of organizations have begun adopting public relations as a means of achieving particular goals through media coverage. At the same time media institutions, operating under tighter editorial budgets, have become more dependent on information supplied by external sources. The two trends have resulted in the sudden growth of the professional public relations sector and changes to existing patterns of source access. How such trends are affecting various sources in their attempts to gain and manage media access is the debate that therefore takes up most of this piece. Is public relations simply another means by which institutional and corporate organizations are managing to secure access advantages, or is it providing new means whereby non-official sources can gain media access which was hitherto denied them? ","",""
"2001","The negative campaign: New Labour, Ken Livingstone and the London mayoral selection process","","",""
"2002","The Business of Media: Corporate Media and the Public Interest","","",""
"2002","Sabotage and subterfuge: public relations, democracy and genetic engineering in New Zealand"," This article examines the public relations management of communication about genetic engineering in New Zealand. The theme is explored through an analysis of work developed by the consultancy Communication Trumps for, on the one hand, a private company involved in genetic research on fish, and, on the other hand, a government-supported public information campaign about genetic engineering. In relation to the issues management strategies employed by Communication Trumps, the article exemplifies how, by deploying tactics more commonly associated with propaganda and the engineering of consent, public relations can purposively attempt to undermine democratic processes. The article argues that through the attempted sabotage and silencing of the genetic engineering debate in New Zealand, the government, corporations, and the public relations industry combined in an effort to develop genetic engineering technologies while stifling public understanding of the implication of these technologies. ","",""
"2002","Independent Media Centers: Cyber-Subversion and the Alternative Press","","",""
"2002","Uncloaking Terrorist Networks","This paper looks at mapping covert networks using data available from news sources on the World Wide Web. Specifically, we examine the network surrounding the tragic events of September 11th 2001. Through public data we are able to map a portion of the network centered on the 19 dead hijackers. This map gives us some insight into the terrorist organization, yet it is incomplete. Suggestions for further work and research are offered.","",""
"2002","Source Diversity after the Telecommunications Act of 1996","The trend in media conglomeration has run at the speed of light over the past couple of decades, accelerated by the passage of the Telecommunications Act of 1996. In the midst of merger-mania the internet appeared to be a wide-open media terrain until America Online’s (AOL) acquisition of Time Warner. In light of this recent development between old and new media, this article will apply a critical political, economic, and theoretical framework to this emerging media environment by examining corporate ownership of Internet portal sites and search engines. As corporate presence on the Internet has increased, source diversity appears to decrease. Just after the 1996 Act became law, then Federal Communications Commission (FCC) Chairman Reed Hundt had raised concern over fostering four different notions of diversity: outlet diversity, source diversity, voice diversity, and program diversity (Hundt 1996). Two of these concepts apply directly to the recent course of media conglomeration: outlet diversity, which refers to “the number of separately owned media outlets” and source diversity, which concerns the number of “programming producers” or content producers (Hundt 1996). The term “source diversity” will be used here to imply the number of separately owned media outlets, as well as the number of content producers. Corporate concentration subsists in practically all major media (broadcast television, cable television, radio, newspapers, magazines, book publishers, record distributors, etc.), which","",""
"2002","Honor among Patriots?","On14November 2001, CNN showed a long, unedited part of Dick Cheney’s speech at the U.S. Chamber of Commerce in which he rehearsed all the reasons that the White House “economic stimulus” package, and its twin bills in the House of Representatives and the Senate, was the right legislation to help make America “great” again after 9-11. Glossing over the legislation’s details, the vice president continued the administration’s policy of keeping Americans in the dark about the stimulus plan’s blueprint for the corporate plunder of the U.S. treasury. Although not “inflammatory” in the way Al Jazeera’s unedited replays of Al Qaeda messages were said to be, CNN’s frame on the “stimulus package” left the looming question of war profiteering well secreted from public view. Indeed, the networks’ blinkered coverage of this plan may be doing more to damage Americans’ understanding of post-9-11 U.S. policy than Taliban or Al Qaeda propaganda. The Bush administration first announced the proposal as part of a post9-11 assistance package for unemployed workers, later adding tax cuts as the primary feature of economic aid for America. On 23 October, the U.S. House of Representatives passed a version of this stimulus legislation, which included a $25 billion tax rebate for a handful of major multinational corporations (MNCs) as well as provisions for greater use of offshore tax shelters by MNCs. The Senate is currently deliberating on the final version. At this point, Senate Republicans have embraced the administration’s tax-","",""
"2002","“Each to His Own...”","Terrorism became the most significant issue in Basque media after September 11. Although terrorism has unfortunately been headline news for decades in this northern region of Spain, the colossal dimension of the 9-11 attacks on the World Trade Center forced Basques to face the broader relevance of terrorism in their lives, from heightened security at airports to the crisis of the new international order and American foreign policy. In general, the media’s relation to terrorism can be described as something of a “marriage of convenience”; that is, as many media scholars have noted, the terrorist demand for recognition via publicity is intimately linked to the media’s appetite for increasing sales with sensational stories. Since 9-11, however, this controversial relation and the role media play in the so-called terrorism spectacle has warranted greater scrutiny. Euskadi Ta Askatasuna (ETA, Basque Homeland and Freedom) was founded in 1958 to carry out an armed struggle for national liberation in the Basque Country. Beginning in 1959, it began using terrorist actions against Francisco Franco’s dictatorship. Throughout most of the dictatorship, the press had very little freedom and generally did not oppose Franco’s response to the ETA’s terrorism and his policies in the Basque Provinces. Not surprisingly, when democracy returned to Spain in the mid 1970s, the relation between the mass media and terrorism underwent an important transformation. ETA’s military wing continued to carry out terrorist actions while its political leadership dissolved into several legitimate political parties during the transition to democracy. At the same time, journalists were experiencing a new freedom to express themselves independent of government censors. ETA’s terrorism could no longer be seen as a war on the dictatorship but as one directed against democratic institutions and citizens, including journalists, who were often victims of terrorist attacks. This","",""
