"year","title","abstract","journal","doi"
"2000","PROMOTING SCHOLARSHIP THROUGH DESIGN","How can new media positively transform scholarly practices? One possible way is for scholarly archives such as e-journals and digital libraries to better support the needs and practices of their users, instead of the publishing process. This article examines what it might mean to promote cognitive and social aspects of 'scholarship' through innovative archive design. Design requirements for supporting both scholarly tasks and scholarly communities are derived by analysing existing cognitive and social theories. A theoretical framework for guiding archive design is introduced: the contextually enriched document framework. This framework suggests that: document interfaces should enable practitioners to progressively enrich documents with important contextual information arising from social processes; and archive managers should engage in proactive practices to facilitate use and assist practitioners in realizing the benefits of the new technology. Both the design requirements and the framework are illustrated with examples from an existing electronic journal - The Journal of Interactive Media in Education .","",""
"2000","Academic Publishing in the Online Era: What Will Be For-Fee and What Will Be For-Free?","The following exchange took place between 10 and 13 July 1999 as a self-contained module of the          American Scientist Forum (a final postscript being added on 23 November, 1999).   http://amsci-forum.amsci.org/archives/september98-forum.html   The main participants in the exchange were Stevan Harnad of the University of Southampton and Hal Varian, of the University of California, Berkeley. The exchange focuses on the problematic issue - crucial to Harnad's thesis - of the extent to which academic authors are prepared to give their work away by making it freely available, without charge, on the Net. Although the exchange has been edited slightly to make the discussion easier to follow, it seemed appropriate, given the subject matter, to retain it in its original quote/comment form. Harnad begins by emphasising 11 of his argument's main points, and by providing addresses for the various locations on the Net where the relevant publications can be found.","",""
"2000","Caught in/on the Web: To publish without perishing in the Digital Age","Publishing online is an increasingly prevalent means for scholars to test their ideas. But what of its challenges? Focusing on an ill-fated Web site dedicated to the polemic French writer Louis-Ferdinand Celine, and on a proposed hypertextual edition of his most multilinear and multisequential work, this paper asks how to reconcile the need of academics with the bullheadedness of publishers who resist the renegotiation of copyright and the marketplace it (once) enabled.","",""
"2000","Presenting a successful electronic journal subscription model","This article describes the subscription model that Sociological Research Online has adopted, and reports how it is implemented using current technology. The main aim of the model was to provide a service that required little administration or maintenance. The model adopted fits the brief well.","",""
"2001","Problems and the epistemology of electronic publishing in the Arab world: The case of Lebanon","Publishing in the Arab world still is in its development stage. Many journals discontinue publication because of financial pressures, while those that asynchronously function are almost totally dependent on institutional (academic) funds. Other barriers as editorial hegemony, national and political instability, and institutional discouragement that hinder researchers and writers to submit or even try to publish work in indigenous Arab journals. Scholarly output is generally tied to the epistemological perspective of the researcher-writer; this in itself has been the major milestone to the lack and absent electronic journals in the Arab world. Electronic publishing has not appealed to the scholarly community in the Arab and Middle Eastern society and remains to be in dormant state. Scholars need to understand the World Wide Web and recognize the revolutionary elements of electronic journals as pacifiers to the hegemony of traditional publishing.","",""
"2001","What next for Internet journals? Implications of the trend towards paid placement in search engines","Free online journals have long had a difficult time surviving on the Internet. One method of article discovery for these publications has been through the use of Internet search engines. Will these journals and other non-profit organizations be lost in the Internet's black hole with the advent of paid placement, inclusion, and submission?","",""
"2002","The Medical Journal Meets the Internet","Medical journal publishing over the Internet affords major time and cost savings and conserves resources. The time savings allow more rapid incorporation of major advances into the practice of medicine. The Internet permits additional enhancements of medical journal articles that cannot be done in conventional print media. Electronic publishing also makes it feasible to publish negative studies which will enable more accurate appraisals of new drugs and new techniques.","",""
"2002","Copyright Contradictions in Scholarly Publishing"," This paper examines contradictions in how copyright works with the publishing of scholarly journals. These contradictions have to do with the protection of the authors' interest and have become apparent with the rise of open access publishing as an alternative to the traditional commercial model of selling journal subscriptions. Authors may well be better served, as may the public which supports research, by open access journals because of its wider readership and early indications of greater scholarly impact. This paper reviews the specifics of publishers' contracts with editors and authors, as well as the larger spirit of copyright law in seeking to help scholars to better understand the consequences the choices they make between commercial and open access publishing models for the future of academic knowledge. ","",""
"2004","The devil you don’t know: The unexpected future of Open Access publishing","With the advent of the Internet and online publishing, the notion has arisen that access to the world’s research publications could be made available to one and all for free, presumably by shifting the costs to other places in the value chain and disintermediating publishers, a circumstance called Open Access (OA) publishing. While there are many hopes embedded in this view (lower costs, wider access, etc.), it appears more likely that Open Access will come about not through a revolution in the world of legacy publishing, but through upstart media built with the innate characteristics of the Internet in mind. An unanticipated outcome of this situation will be that the overall cost of research publications will rise, though the costs will be borne by different players, primarily authors and their proxies.","",""
"2004","Libraries and university presses can collaborate to improve scholarly communication or """"Why can’t we all just get along?""""","Scholarly communication is evolving to meet the challenges and opportunities of the current technological era. Research universities expect academic libraries and presses to overcome cultural differences and collaborate to improve the production and dissemination of scholarship. This paper examines the separate worlds of libraries and presses and explores the common ground between the two where collaborations occur, particularly those related to monographic publications.","",""
"2005","Economics of scientific and biomedical journals: Where do scholars stand in the debate of online journal pricing and site license ownership between libraries and publishers?"," The emergence of e–journals brought a great change in scholarly communication and in the behavior of scholars. However, the importance of scholars’ behavior in the pricing of scientific journal has been largely ignored in the recent debate between libraries and publishers over site license practices and pricing schemes. Stanford’s survey results indicate that sharply increasing costs are the main reason for individual subscription cancellation, driving users to rely on library or other institutional subscriptions. Libraries continue to be a vital information provider in the electronic era and their bargaining power in the market and the importance of roles in scholarly communication will be increased by branding and a strong relationship with users. Publishers’ strategy for thriving in the electronic era is not to lose personal subscribers. Cooperation among the three sectors — scholars, libraries, and publishers — promises optimal results for each sector more than ever.  ","",""
"2006","Publishing cooperatives: An alternative for non-profit publishers","Publishing cooperatives — owned, controlled, and benefiting non–profit publishers — would provide an organizational and financial structure well suited to balancing society publishers’ twin imperatives of financial sustainability and mission fulfillment. Market challenges and structural constraints often render it difficult for small society publishers to compete individually. Publishing cooperatives would allow society publishers to remain independent while operating collectively to overcome both structural and strategic disadvantages and to address the inefficiencies in the market for academic journals. Publishing cooperatives can provide a scaleable publishing model that aligns with the values of the academy while providing a practical financial framework capable of sustaining society publishing programs.","",""
"2006","Accidental open access and the hazards involved: Preliminary experiences on Internet-based publishing in a Peruvian university","The importance of Open Access for developing academic and scientific research is beyond discussion. On the other hand, it is also certain that most OA initiatives have arisen from the academic communities of the developed world, assuming a whole set of practices and an ethos that is not necessarily shared all around the world. As an example of these differences, the case of a casual and non–intended approach to Open Access distribution of content, as it has happened in the Pontificia Universidad Católica del Perú from 2000, is presented. A significant amount of information, both administrative and academic, has been published at the institutional Web site. This has happened without formal policy, and by individual initiatives of departments interested in distributing content of potential interest for the Peruvian academic community. There are some misgivings about the end results, the appropriation of the information outside of this University itself; this is consequence of specific cultural and social attitudes toward digital content and the way that the Internet has been socially shaped in Peru. This paper tries to explore both the de facto policies that should had been turned into formal ones, and the consequences of the informal nature of the relationship with content and the cultural prevalence of intellectual piracy, not to be confused with real, for–profit content piracy. The research and policy issues resulting are also discussed.","",""
"2006","Strategies for developing sustainable open access scholarly journals","Abstract: This paper discusses different forms of open access publishing and argues that small independent journals that are funded though subsidies provide an important niche in scholarly publishing. One such journal, Medical Education Online (MEO) is used as a case study characterizing the dilemma these journals can face in maintaining their operations as they become successful and their need for resources grows. The paper discusses several strategies for addressing this problem and how they have been implemented for MEO.","",""
"2007","“Drowning In Information and Starving For Knowledge”: 21st Century Scholarly Publishing","This essay draws on scholarly and public-policy literature, along with personal experience, to examine academic publishing in the global North, especially the United States. It does so in the hope of interesting academic readers, writers, presses, and distributors. The piece is idiosyncratic in its blend of impressionistic experience with, let us say, book learning.","",""
