"year","title","abstract","journal","doi"
"2013","Owning the city: New media and citizen engagement in urban design","Over the last few years, the term ‘smart cities’ has gained traction in academic, industry, and policy debates about the deployment of new media technologies in urban settings. It is mostly used to describe and market technologies that make city infrastructures more efficient, and personalize the experience of the city. Here, we want to propose the notion of ‘ownership’ as a lens to take an alternative look at the role of urban new media in the city. With the notion of ownership we seek to investigate how digital media and culture allow citizens to engage with, organize around and act upon collective issues and engage in co–creating the social fabric and built form of the city. Taking ownership as the point of departure, we wish to broaden the debate about the role of new media technologies in urban design from an infrastructural to a social point of view, or from ‘city management’ to ‘city making.’","",""
"2015","Educating the smart city: Schooling smart citizens through computational urbanism"," Coupled with the ‘smart city’, the idea of the ‘smart school’ is emerging in imaginings of the future of education. Various commercial, governmental and civil society organizations now envisage education as a highly coded, software-mediated and data-driven social institution. Such spaces are to be governed through computational processes written in computer code and tracked through big data. In an original analysis of developments from commercial, governmental and civil society sectors, the article examines two interrelated dimensions of an emerging smart schools imaginary: (1) the constant flows of digital data that smart schools depend on and the mobilization of analytics that enable student data to be used to anticipate and shape their behaviours; and (2) the ways that young people are educated to become ‘computational operatives’ who must ‘learn to code’ in order to become ‘smart citizens’ in the governance of the smart city. These developments constitute an emerging educational space fabricated from intersecting standards, technologies, discourses and social actors, all infused with the aspirations of technical experts to govern the city at a distance through both monitoring young people as ‘data objects’ and schooling them as active ‘computational citizens’ with the responsibility to compute the future of the city. ","",""
"2015","The spectrum of control: A social theory of the smart city","There is a certain allure to the idea that cities allow a person to both feel at home and like a stranger in the same place. That one can know the streets and shops, avenues and alleys, while also going days without being recognized. But as elites fill cities with “smart” technologies — turning them into platforms for the “Internet of Things” (IoT): sensors and computation embedded within physical objects that then connect, communicate, and/or transmit information with or between each other through the Internet — there is little escape from a seamless web of surveillance and power. This paper will outline a social theory of the “smart city” by developing our Deleuzian concept of the “spectrum of control.” We present two illustrative examples: biometric surveillance as a form of monitoring, and automated policing as a particularly brutal and exacting form of manipulation. We conclude by offering normative guidelines for governance of the pervasive surveillance and control mechanisms that constitute an emerging critical infrastructure of the “smart city.”","",""
"2016","From Infrastructural Breakdown to Data Vandalism"," The smart city is often approached by its critics as a “system” that exploits optimal connectivity and efficiency for an urban society of control. Meanwhile, the actual operation of “smart city” assemblages in globalizing cities—characterized by development and breakdown, connectivity and disconnection—is seldom the basis of analysis. By focusing on the interplays between these dualities, this article aims to underscore the modalities of power and political possibilities of dissent in Istanbul, Turkey. Data-based smart city apparatuses are supposed to at once fix infrastructural breakdown and stabilize the socio-political order. However, during the Gezi protests of 2013, the integrated tactics of sabotage in urban space and data vandalism in the digital realm undermined both data control by the state and its political authority. Yet Gezi’s example also shows that hyperconnectivity, data motility, and virality by themselves do not necessarily lead to more meaningful participation in urban politics. ","",""
"2017","Computing brains: learning algorithms and neurocomputation in the smart city","ABSTRACT This article examines IBM’s ‘Smarter Education’ program, part of its wider ‘Smarter Cities’ agenda, focusing specifically on its learning analytics applications (based on machine learning algorithms) and cognitive computing developments for education (which take inspiration from neuroscience for the design of brain-like neural networks algorithms and neurocomputational devices). The article conceptualizes the relationship between learning algorithms, neuroscience, and the new learning spaces of the city by combining the notion of programmable ‘code/space’ with ideas about the ‘social life of the brain’ to suggest that new kinds of ‘brain/code/spaces’ are being developed where the environment itself is imagined to possess brain-like functions of learning and ‘human qualities’ of cognition performed by algorithmic processes. IBM’s ambitions for education constitute a sociotechnical imaginary of a ‘cognitive classroom’ where the practices associated with data analytics and cognitive computing in the smart city are being translated into the neuropedagogic brain/code/spaces of the school, with significant consequences for how learners are to be addressed and acted upon. The IBM imaginary of Smarter Education is one significant instantiation of emerging smart cities that are to be governed by neurocomputational processes modelled on neuroscientific insights into the brain’s plasticity for learning, and part of a ‘neurofuture’ in-the-making where nonconscious algorithmic ‘computing brains’ embedded in urban space are intended to interact with human cognition and brain functioning.","",""
"2017","Algorhythmic governance: Regulating the ‘heartbeat’ of a city using the Internet of Things","To date, research examining the socio-spatial effects of smart city technologies have charted how they are reconfiguring the production of space, spatiality and mobility, and how urban space is governed, but have paid little attention to how the temporality of cities is being reshaped by systems and infrastructure that capture, process and act on real-time data. In this article, we map out the ways in which city-scale Internet of Things infrastructures, and their associated networks of sensors, meters, transponders, actuators and algorithms, are used to measure, monitor and regulate the polymorphic temporal rhythms of urban life. Drawing on Lefebvre, and subsequent research, we employ rhythmanalysis in conjunction with Miyazaki’s notion of ‘algorhythm’ and nascent work on algorithmic governance, to develop a concept of ‘algorhythmic governance’. We then use this framing to make sense of two empirical case studies: a traffic management system and sound monitoring and modelling. Our analysis reveals: (1) how smart city technologies computationally perform rhythmanalysis and undertake rhythm-making that intervenes in space-time processes; (2) distinct forms of algorhythmic governance, varying on the basis of adaptiveness, immediacy of action, and whether humans are in-, on-, or, off-the-loop; (3) and a number of factors that shape how algorhythmic governance works in practice.","",""
"2017","Crowd-sourcing the smart city: Using big geosocial media metrics in urban governance"," Using Big Data to better understand urban questions is an exciting field with challenging methodological and theoretical problems. It is also, however, potentially troubling when Big Data (particularly derived from social media) is applied uncritically to urban governance via the ideas and practices of “smart cities”. This essay reviews both the historical depth of central ideas within smart city governance —particular the idea that enough data/information/knowledge can solve society problems—but also the ways that the most recent version differs. Namely, that the motivations and ideological underpinning behind the goal of urban betterment is largely driven by technology advocates and neoliberalism rather than the strong social justice themes associated with earlier applications of data to cities. Geosocial media data and metrics derived from them can provide useful insight and policy direction. But one must be ever mindful that metrics don’t simply measure; in the process of deciding what is important and possible to measure, these data are simultaneously defining what cities are. ","",""
"2017","The urban geographical imagination in the age of Big Data"," This paper explores the variety of ways that emerging sources of (big) data are being used to re-conceptualize the city, and how these understandings of what the urban is shapes the design of interventions into it. Drawing on work on the performativity of economics, this paper uses two vignettes of the ‘new urban science’ and municipal vacant property mapping in order to argue that the mobilization of Big Data in the urban context doesn’t necessarily produce a single, greater understanding of the city as it actually is, but rather a highly variegated series of essentialized understandings of the city that render it knowable, governable and intervene-able. Through the construction of new, data-driven urban geographical imaginaries, these projects have opened up the space for urban interventions that work to depoliticize urban injustices and valorize new kinds of technical expertise as the means of going about solving these problems, opening up new possibilities for a remaking of urban space in the image of these sociotechnical paradigms. Ultimately, this paper argues that despite the importance of Big Data, as both a discourse and practice, to emerging forms of urban research and management, there is no singular or universal understanding of the urban that is promoted or developed through the application of these new sources of data, which in turn opens up meaningful possibilities for developing alternative uses of Big Data for understanding and intervening in the city in more emancipatory ways. ","",""
"2017","The cloud, the crowd, and the city: How new data practices reconfigure urban governance?","The urban archetype of the flâneur, so central to the concept of modernity, can now experience the city in ways unimaginable one hundred years ago. Strolling around Paris, the contemporary flâneur might stop to post pictures of her discoveries on Instagram, simultaneously identifying points of interest to the rest of her social network and broadcasting her location (perhaps unknowingly). The café she visits might be in the middle of a fundraising campaign through a crowdfunding site such as Kickstarter, and she might be invited to tweet to her followers in exchange for a discount on her pain au chocolate. As she ambles about Paris, the route of her stroll is captured by movement sensors positioned on top of street lights, and this data—aggregated with that of thousands of other pedestrians—could be used by the City of Paris to sync up transit schedules. And if those schedules were not convenient, she might tap Uber to whisk her home to her threadbare pension booked on AirBnB. This vignette attests to the transformation of the urban experience through technology-enabled platforms that allow for the quick mobilization and exchange of information, public services, surplus capacity, entrepreneurial energy, and money. However, these changes have implicated more than just consumers, as multiple technologies have been taken up in urban governance processes through platforms variously labeled as Big Data, crowd sourcing, or the sharing economy. These systems combine inexpensive data collection and cloud-based storage, distributed social networks, geotagged locational sensing, mobile access (often through ‘‘app’’ platforms), and new collaborative entrepreneurship models to radically alter how the needs of urban residents are identified and how services are delivered and consumed in so-called ‘‘smart cities’’ (Townsend, 2013). Backed by Big Data, smart city initiatives have made inroads into urban service provision and policy in areas such as e-government and transparency, new forms of public-private partnerships through ‘‘urban lab’’ arrangements, or models such as impact investing, civic hacking, or tactical urbanism (cf. Karvonen and van Heur, 2014; Kitchin, 2014; Swyngedouw, 2005). In the rhetoric used by their boosters, the vision and practice of these technologies ‘‘disrupts’’ existing markets by harnessing the power of ‘‘the crowd’’—a process fully evident in sectors such as taxi (Uber/Lyft), hoteling (AirBnB), and finance (peer-to-peer lending). However, the notion of disruption has also targeted government bureaucracies and public services, with new initiatives seeking to insert crowd mechanisms or characteristics—at once self-organizing and collectively rational (Brabham, 2008)—into public policy. These mechanisms envision reconfiguring the traditional relationship of public powers with planning and governance by vesting data collection and problem-solving in crowd-like institutional arrangements that are partially or wholly outside the purview of government agencies. While scholars are used to talking about ‘‘governance beyond-the-state’’ (Swyngedouw, 2005) in terms of privatization and a growing scope for civil society organizations, technological intermediation potentially changes the scale and techniques of governance as well as its relationship to sovereign authority. For instance, civic crowdfunding models have emerged as new means of organizing public service provision and funding community economic development by embracing both market-like bidding","",""
"2017","The Power of Smart Solutions: Knowledge, Citizenship, and the Datafication of Bangalore’s Water Supply"," While plans to develop “smart cities” are gathering pace across the world, we know little about the ways in which the discourses of datafication, smartness, and big data play out in material contexts of urban development, including utility and resource management. In this paper, we explore this intersection in the case of Bangalore’s water supply, where IBM in alliance with the Bangalore Water Supply and Sewerage Board (BWSSB) is implementing a water-flow sensor network and geographic database system under the label of “big data for water supply.” We illustrate how the BWSSB-IBM approach narrows down the complex field of water provision to a question of water in- and out-flow measurements and the monitoring of BWSSB ground personnel. In theoretical terms, we discuss the ways in which these processes constitute both particular claims to knowledge, and the redefinition of citizenship as consumption. ","",""
