"year","title","abstract","journal","doi"
"2012","Profile as promise: A framework for conceptualizing veracity in online dating self-presentations"," This research explores how users conceptualize misrepresentation (their own and others’) in a specific genre of online self-presentation: the online dating profile. Using qualitative data collected from 37 online dating participants, we explore user understandings of self-presentational practices, specifically how discrepancies between one’s online profile and offline presentation are constructed, assessed, and justified. Based on our analysis, we propose the profile as promise framework as an analytic lens that captures user understandings about profile-based representation through a qualitative analysis of their retrospective reflections. ","",""
"2013","The Rainbow Flag and the Green Carnation: Grindr in The Gay Village","This paper uses autoethnography to examine locative media — specifically, the location–based social network app Grindr — in the context of spatial practices. Because of the way it integrates the physical location of a user in the construction of a digital space, its curious political and logistical challenge to previously defined spatial arrangements such as gay villages, and the negotiation over interpersonal relations its use entails, Grindr poses a unique case to examine questions around space and locative media. I argue that Grindr harkens back to Pre–Stonewall modes of cruising and socializing through the manipulation of cues, codes, and symbols and disturbs the link between spatial arrangements based on co–presence and gay identity politics.","",""
"2015","Seeing and being seen: Co-situation and impression formation using Grindr, a location-aware gay dating app"," While online spaces and communities were once seen to transcend geography, the ubiquity of location-aware mobile devices means that today’s online interactions are deeply intertwined with offline places and relationships. Systems such as online dating applications for meeting nearby others provide novel social opportunities, but can also complicate interaction by aggregating or “co-situating” diverse sets of individuals. Often this aggregation occurs across traditional spatial or community boundaries that serve as cues for self-presentation and impression formation. This paper explores these issues through an interview study of Grindr users. Grindr is a location-aware real-time dating application for men who have sex with men. We argue that co-situation affects how and whether Grindr users and their behavior are visible to others, collapses or erases contextual cues about normative behavior, and introduces tensions in users’ self-presentation in terms of their identifiability and the cues their profile contains relative to their behavior. ","",""
"2016","How Sociocultural Context Matters in Self-Presentation: A Comparison of U.S. and Chinese Profiles on Jack’d, a Mobile Dating App for Men Who Have Sex With Men","Theorizing profiles on mobile dating applications (apps) as self-presentation, this study examines how men who have sex with men (MSM) presented themselves on Jack’d, a dating app tailored to this population. This research takes a cross-cultural perspective by comparing 204 profiles from the United States and 204 profiles from China. The results show that Chinese MSM were less likely to show their faces on Jack’d than American MSM because of the stronger stigma of homosexuality in China. In addition, the average number of relational goals mentioned by Chinese MSM was smaller than that mentioned by American MSM, supporting the low- and high-context cultural difference. However, more Chinese MSM mentioned looking for relationships specifically, suggesting that they seem to regard Jack’d as a non-romance-seeking platform and have to make their goals explicit. Sex was not often mentioned as the relational goal in both countries, implying “slut-shaming” is in force. This study demonstrates the value of examining online self-presentation of MSM to understand sociocultural differences between the United States and China regarding homosexuality.","",""
"2016","The players of micro-dating: Individual and gender differences in goal orientations toward micro-dating apps","Dating apps on smartphones have brought speed dating on the Internet to a new level. This exploratory investigation sought to determine what kinds of people use these apps, what their motivations are, and what precautions they take before meeting someone. One hundred and seventy-three non-users and 57 current users of dating apps were surveyed. The data suggest that the strongest motive for using dating apps is not for dating or sex, but for entertainment. On the other hand, the more frequent users of these apps are people whose personalities are predisposed towards varied sexual partners. These different motives may represent a disconnect between those who wish to kill time and those who are seeking sexual partners.","",""
"2016","Grindr casual hook-ups as interactional achievements"," One pervasive use of the Grindr mobile application is the initiation and accomplishment of pseudonymous sexual encounters between gay strangers based on location awareness. Not only are such encounters oriented towards quasi-immediate sexual gratification, but they are collaboratively done so as to preclude repeat encounters and relational development, with the protagonists supposedly left unaffected emotionally, relationally and socially by their meeting. This creates a rather special – and analytically interesting – interactional dilemma when Grindr users initiate a social contact with potential partners, usually through the chat function integrated into the mobile app. This article describes the way Grindr users have developed a particular ‘linguistic ideology’, which casts ordinary conversation as an interactional activity that is performed between (potential) friends and enables relational development. As such, it is unsuitable for one-time sexual encounters, the production of which is a distinctive and accountable interactional accomplishment. This article analyzes the special interactional practices based on profile-matching sequences which Grindr users have developed to circumvent the relational affordances of electronic conversation. These practices constitute Grindr users as a particular form of speech community, adjusted both to their orientation towards initiating ‘purely’ sexual encounters and to the socio-material design of the Grindr mobile application. ","",""
"2016","Departing glances: A sociotechnical account of ‘leaving’ Grindr"," Grindr is a popular location-based social networking application for smartphones, predominantly used by gay men. This study investigates why users leave Grindr. Drawing on interviews with 16 men who stopped using Grindr, this article reports on the varied definitions of leaving, focusing on what people report leaving, how they leave and what they say leaving means to them. We argue that leaving is not a singular moment, but a process involving layered social and technical acts – that understandings of and departures from location-based media are bound up with an individual’s location. Accounts of leaving Grindr destabilize normative definitions of both ‘Grindr’ and ‘leaving’, exposing a set of relational possibilities and spatial arrangements within and around which people move. We conclude with implications for the study of non-use and technological departure. ","",""
"2016","Safe on My Phone? Same-Sex Attracted Young People’s Negotiations of Intimacy, Visibility, and Risk on Digital Hook-Up Apps"," This article draws on focus group interviews with same-sex attracted Australian men and women aged 18-29, to reflect on their accounts of the perceived risks and opportunities offered by hook-up apps such as Grindr, Blendr, and Hornet. Until recently, scholarly accounts of same-sex attracted men hooking up online have primarily focused on measuring the safety of sexual encounters in relation to HIV and “risky” sexual practices. This article extends previous health-related studies by considering the ways that the exchange of sexually explicit digital self-portraits (or selfies) feature within digital sexual negotiations and also exploring same-sex attracted women’s perceptions of safety and risk in relation to dating and hook-up apps and websites. It draws on recent scholarship on Grindr and other geo-locative hook-up apps to explore the material role that mobile phones and apps play in establishing a sense of safety, intimacy, and/or risk within flirtations and sexual interactions and the ways that young people’s “off-label” (or non-sexual) uses of hook-up apps might facilitate (and diminish) their sense of queer identity and visibility. ","",""
"2016","Screened Intimacies: Tinder and the Swipe Logic"," This article seeks to amplify discursive constructions of social connection through technology with an examination of the proposed and presumed intimacies of the Tinder app. In the first half, we ethnographically examine the sociotechnical dynamics of how users navigate the app and take up or resist the subject positions encouraged by the user interface feature of swiping. In the second half, we provide a discussion of the implications of the swipe logic through post-structural conceptual lenses interrogating the ironic disruption of intimacy of Tinder’s interface. ","",""
"2016","Social Media in Gay London: Tinder as an Alternative to Hook-Up Apps"," The article explores how the mobile app Tinder complements dating practices and the wider app ecosystem gay men use in London. Within the local gay community discourse, Tinder is said to be a site where the gay “nice guys” go, rendering the platform as a socially constructed environment where gay men behave in a diametrically opposed way to the normative hyper-sexualized behavior of widespread gay hook-up apps. The research question, therefore, is whether Tinder is in fact a place where these “nice guys” go and where one would find them. Through an ethnographic methodology conducted both online and offline, a case is built on how initial conceptions about the app cannot be fully studied or interpreted without understanding the place it holds among other social networks. Evidence is presented to support the case that gay users of Tinder do, in fact, curate the portrayal of their digital identity to present a considerably less sexualized persona with the hopes of finding dates or a relationship. This, however, does not mean that users refrain from using other platforms in parallel as a way of exploring different subject positions and motivations. Behavior and normativity on Tinder are largely explained both by context and also by the design of the platform, which imports and displays personal data from other social networks. Findings should be limited to the population and location proposed as the fieldsite. ","",""
