"year","title","abstract","journal","doi"
"2000","Intra-Institutional Rivalry and Policy Entrepreneurship in the European Union"," The topic of information and communications technology (ICT) convergence is now of primary interest to policy makers in industry and government at the national and international level, as well as the academic community. In 1997, the European Commission published a Green Paper on the matter, and subsequently launched a consultation process which resulted in a series of re-regulatory proposals as part of the 1999 Communications Review. In recent years, there has been considerable evidence of Commission pro-activity and agenda setting in telecommunications and broadcasting. This article argues that ICT convergence policy is an interesting case of both policy entrepreneurship and intra-institutional rivalry within the Commission. Here, the ambitious initial proposals of interests in the Commission in favour of creating a uniform, light-touch regulatory ICT regime at EU level were significantly modified in the light of opposition from the Commission's own quarters, other EU institutions, the national political level and the broadcasting sector. As a result, it appears that in the immediate future there will be only limited, though still very significant, development of a convergent approach to ICT regulation, in the form of measures dealing with infrastructure and associated services. ","",""
"2001","Review Essay: Telecommunications Policy and Regulation: Development and the Public Interest","","",""
"2001","Telecommunications and Transnationalism: The Polarization of Social Space","This article critically assesses the policy orientation, social impacts, and linkages of telecommunications in the United States within a government deregulated policy environment and an increasingly globalized economy. Deregulation has been driven by both ideological and technological demands, stemming from several political and economic transformations in the world economy, the collapse of state socialism in eastern Europe and the former Soviet Union, and greater oligopolistic competition among transnational corporations. An expanded infrastructure of new digital information and communications technology (ICT) is the foundation of a worldwide political economic regime of accumulation. ICT increases command and control capabilities of large corporations, together with the mobility and liquidity of capital, making it essential to the restructuring of the world economy, the new international division of labor, and the creation of global """"information city"""" networks. At the same time, government deregulation and rapid technological change are associated with a number of spatial, economic, and social dualisms.","",""
"2001","Telecommunications, Liberalization, and the Growth of the Internet in Turkey","The privatization and liberalization of telecommunications services have been debated and pursued with varying speed and success by countries throughout the world. In Turkey, efforts to privatize Tu¨rk Telekom and liberalize the telecommunications regime have not yet been successful. At the same time, the Internet has experienced dramatic growth. While the experience of Turkey illustrates that formal liberalization of basic telecommunications services is not a necessary condition for the growth of a dynamic Internet services provision market, the relationship between the Internet service providers and the provider of basic telecommunications services remains a critical one. Tu¨rk Telekom and policymakers have permitted the creation of a de facto liberal market for Internet services, have supported the creation of Internet infrastructure, and have established a rather level playing field for Internet service providers.","",""
"2002","Regulatory Change and Telecommunications Governance"," Drawing on perspectives from telecommunications policy and neo-Gramscian understandings of international political economy this paper offers an explanation and analysis of the shifting patterns of regulation which have been evident in the telecommunications sector in recent years. It aims to illustrate, explain and explore the implications of the movement of regulatory sovereignty away from the nation-state, through regional conduits, to global organisations in the crystallisation of a world system of telecommunications governance. ","",""
"2002","Competing Perspectives on European Union Telecommunications Policy","supranational tradition, accounts of European Union (EU) policy take supranational institutions, particularly the European Commission, to be the central agents in furthering integration. Supranational institutions, in alliance with transnational business interests, assert authority over EU policy and member states no longer have full control. In contrast, intergovernmental theories of European integration downplay the significance of supranational institutions and member states retain control. The stress is on the","",""
"2002","Reviews : Willem Hulsink, Privatisation and Liberalisation in European                 Telecommunications. Comparing Britain, the Netherlands and France (London and New                 York: Routledge, 1999), 356pp. ISBN 0 415 18003 1. Mark Thatcher, The Politics of                 Telecommunications. National Institutions, Convergence and Change (Oxford: Oxford                 University Press, 1999), 369pp. ISBN 0 19 828074 2. Kjell A. Eliassen and Marit                 Sjøvaag (eds.), European Telecommunications Liberalisation (London and                 New York: Routledge, 1999), 298pp. ISBN 0 415 18781 8","","",""
"2002","Tuning into the New Economy"," This article discusses how European competition law has been applied, particularly with regard to merger control, in relation to the converging markets of media and telecommunications. The imperatives of technological reform, cross-sectoral and platform convergence, trade liberalisation, and the globalisation of communications services have served to establish new strategic alliances, acquisitions and most notably corporate marriages and mergers. Telecommunication companies have metamorphosed from domestically rooted monopoly utilities into national champions in international, even global markets. Moreover, actors from the adjacent sectors - media and computing- have sought alliances with one another and with telecommunication corporations as the new communications markets have continued to converge. Within this context, the European Commission's Competition Directorate has been responsible for applying European Union competition policies and making rulings with regard to a growing number of corporate communications 'convergence' alliances and mergers. This article reviews the factors which have driven European competition policy within the communication sectors, discusses how such policy has been administered with regard to three prominent mergers in converging communication markets, and considers the implications of these particularly high profile merger rulings. It relates the EC's policy responses to the wider questions which competition policy raises regarding information and communications as public or private good and concludes by commenting on the ability of EC competition law alone to address issues of the public good as well as purely economic matters (competition). ","",""
"2002","Europeanisation, Globalisation and Policy Transfer in the European Union"," The article discusses the ways in which the concept of policy transfer might be employed in order to help explain the transformation of telecommunications policy within the European Union (EU). From a 'policy transfer' approach, the article analyses the process of telecommunications liberalisation that has occurred in Europe from the mid-late 1980s onwards in terms of the influences arising from globalisation and Europeanisation. In particular, it aims to disentangle the explanatory power of Europeanisation from that of globalisation as causal factors for convergent telecommunications liberalisation in Europe. The article shows how both globalisation and Europeanisation have been refracted by national institutional differences so that the emergent EU regulatory framework should be characterised as 'pluralist' rather than as 'hierarchically' supranational. Despite the diversity of national regulatory authorities, European Community (EC) implementation reports, telecommunications committees and the transnational network of independent regulators are all factors for policy transfer and learning. ","",""
"2002","Telecommunications Policy in the European Union"," This paper describes the development of the European Union's (EU) role in the field of telecommunications policy, from the late 1980s onwards. It examines the evolution of the European regulatory package for telecoms and gives an overview of the reforms implemented at national level to transpose the European policy framework. It also draws on some of the most recent EU-level studies to present an analysis of the effects of liberalisation on telecoms markets in member states. As such, it is intended to complement and provide a contextual background for the more analytical articles in this special edition. In more general terms, it will give readers a good overview of the history of and current 'state of play' in European telecoms policy. ","",""
