"year","title","abstract","journal","doi"
"2001","Sick Cell","                                              The mobile telephone, or cellular telephone as it is called in North America, is the fastest-growing consumer product of the past decade. [1] Despite its popularity, metaphors of risk, contamination, and illness frequently run through stories about cellphone use. These representations are based mostly on a lingering but unproven link between brain cancer and cellphone use. Despite numerous scientific studies, none have definitively ruled out the risk and none have found conclusive evidence of harm. The claim that cellphone use is potentially dangerous or downright carcinogenic is supported instead by plenty of anecdotal evidence, rumour, urban myth, and """"junk science.""""            What is interesting to me is that these different representations of cellphone use as a practice that poses relative, absolute and no risk can coexist and persist, despite obvious contradictions. I suggest that Donna Haraway's concept of breached boundaries and Ulrich Beck's notion of """"risk society"""" can be employed superficially to make sense of how we negotiate these different representations.            In order to begin a discussion about why cellphone use in North America continues to be represented as a potentially risky practice, it is necessary to mention one story that is frequently credited as being the starting point for the narrative of fear and anxiety informing these representations. In spite of its germinal status, the story is but the latest embodiment of the narrative.            It begins in August 1988 in Florida when David Reynard gave his wife Susan the gift of a cellphone. Seven months later, a medical scan revealed a tumour in Susan's brain. She claimed that as a result of being bombarded by radiation from the cellphone, the damaged cells either caused her tumour or accelerated the growth of an existing tumour. In April 1992, Susan launched a lawsuit against the phone's manufacturer, the company that provided the cellular service, and the retail store that sold the phone. A month after filing the lawsuit, Susan died of brain cancer.            In January 1993, David Reynard was interviewed on the highly-rated CNN show Larry King Live. The interview sent shockwaves through the telecommunications industry. Stock prices of the major cellphone companies fell and some subscribers cancelled their contracts and returned their phones. Spokespeople for the industry countered David's accusations with claims that electromagnetic energy is as harmless as the oxygen we breathe. In fact, they said, it is already all around us in natural and artificial forms, including in emissions from the earth and sun.            A spokesperson for Motorola, a major cellphone manufacturer, predicted that Susan's lawsuit would fail because """"thousands"""" of studies had been conducted, which proved that radiation emitted by cellphones was not dangerous to users. In fact, no such studies existed. The lie was revealed when journalists and Susan's lawyer asked to see the studies. Almost as if to make up for the lie, the Cellular Telecommunications Industry Association,[2] a lobby group for North American cellular service providers, created the Wireless Research Center. Not surprisingly, the Center produced findings during its six-year mandate that were mostly favourable to the industry.            In 1995, Susan's lawsuit was dismissed by a judge who said no reliable scientific evidence had been presented to link cellphone use to cancer. Expert witnesses for the defence had argued that the evidence presented on her behalf was merely wild speculation, """"junk science,"""" and a perversion of science masquerading as real science.            Over a dozen similar lawsuits have been filed in the U.S. and the U.K. since. Few of them have surpassed Susan's lawsuit in notoriety and none have earned a favourable ruling. While it is still both mocked and venerated in the popular media and is the focus of derision in the telecom industry press and in medical science journals, the question central to the case (but does it cause cancer?) is still unresolved and so are the contradictions now associated with it.            Did Susan's own body generate her tumour or was it generated by cellphone radiation? Where is the line between junk science and real science? Is artificial radiation from a cellphone as harmless as natural radiation from the earth or sun? These questions are indicative of some of the boundary breakdowns that Haraway claims are causing disorder and contradiction in late twentieth-century Western culture, namely between human and machine, between the physical and non-physical, and between natural and artificial.            According to Beck, the degeneration of these boundaries are also indicative of a risk society characterised by environmental degradation. Because this degeneration is both perceived and potential, it hardly matters anymore what is rational or irrational, legitimate science or junk science. Both factual and fictional texts contribute to our knowledge of risks surrounding cellphone use as a biohazard that is a threat to individual bodies and to the social body.            A series of events occurring throughout the 90s in North America added to the ambiguity and mystery surrounding cellphone use. Numerous rumours circulated about the practice sparking explosions at petrol stations and causing interference with car brakes, airbags, and electric wheelchairs. In addition, Health Canada and the U.S . Food and Drug Administration issued several bulletins to alert the public that cellphone use could cause heart pacemakers, hospital monitoring equipment, and aeroplane navigational instruments to malfunction.            Susan's lawsuit ended when the court imposed closure, but the narrative embodied by the lawsuit continued in these rumours and warnings. The lawsuit was an event with a clear beginning and end. The narrative of fear and anxiety about contamination that could lead to illness, disease, and death preceded the lawsuit and was already embodied in other stories, particularly ones surrounding cancer and AIDS.            When Susan launched her lawsuit, in some media reports, the cellphone was called the """"new cancer villain"""" and the potential link between cancer and cellphone use was deemed the """"yuppies version of AIDS."""" The comparison of cellphone use to cancer and AIDS functions both as a cultural and biological metaphor. It links the practice explicitly with disease and implicitly with death, and it also recalls the narrative of fear and anxiety surrounding cancer and AIDS, two potentially fatal diseases which preceded the introduction of cellphones.            Seventeen years have passed since the cellphone became widely available in North America. Currently, almost nine million Canadians, or one in three people, own a cellphone. In the United States, there are 108 million users. Subscriptions there are increasing at the rate of approximately 46,000 each day or about one new owner every two seconds.            The recent flood of private talk in public places in North America is being represented in popular media as a contamination of the social body, a morally repugnant practice, and a menace to civil society. A moral panic has arisen over cellphone use because it allows conversations to be audible and the user to be visible where before they were inaudible and the user was invisible by virtue of being hidden away in homes, offices, and phone booths. In public places the voice of the cellphone user extends the self and claims more space, which in turn impinges on the personal space of others. It is like a stranger's unwelcome touch.            Proof that the moral panic has reached a new level in Canada may be evident in a request from the federal government last March for public opinion on whether devices known as silencers or jammers should be licensed for use so that businesses and institutions can disable cellphones within a particular radius when necessary.            As a result of the popular use of the term """"cellphone"""" in North America, a neat conflation of meaning is occurring between cellphone use as a potential threat to biological cells in the human body and the practice as a perceived threat to the physical spatial cells of personal spaces that comprise the social body.            Stories about cellphone use as hazard articulate a narrative of fear and anxiety we share that cannot simply be dismissed as absurd. How people respond to cellphone use and the health questions and moral panic surrounding it cannot be decided by medical or legal experts alone. Consequently, in a risk society characterised by a peculiar synthesis of """"empirical knowledge"""" and """"indefinite uncertainty,"""" the question """"does it cause cancer?"""" becomes irrelevant. According to Beck, it may be more useful to ask """"how do we want to live?""""                       Endnotes           [1] """"Cellphone"""" (a contraction of cellular and telephone) is the popular term for """"mobile telephone"""" in North America. """"Mobile phone"""" usually refers to car phones with an antennae mounted on the roof or window of the car.            [2] The Cellular Telecommunications Industry Association was recently renamed the Cellular Telecommunications &amp; Internet Association.            References             Adams, Barbara, Ulrich Beck, and Joost van Loon, eds. The Risk Society and Beyond: Critical Issues for Social Theory. London: Sage Publications, 2000.              Carlo, George, and Martin Schram. Cell Phones: Invisible Hazards in the Wireless Age. New York: Carroll &amp; Graf Publishers, 2001.              Erni, John. Unstable Frontiers: Technomedicine and the Cultural Politics of """"Curing"""" AIDS. Minneapolis: University of Minnesota Press, 1994.              Haraway, Donna. Simians, Cyborgs and Women: The Reinvention of Nature. New York: Routledge, 1991.              Industry Canada. """"Notice No. DGTP-002-01 Silencers (Devices Capable of Interfering with or Blocking Mobile Telephone Communications)."""" Gazette Notices Pertaining to Broadcasting, Radiocommunications and Telecommunications (Mar. 9, 2001).              Lakoff, Georg, and Mark Johnson. Metaphors We Live By. Chicago: Chicago University Press, 1980.              Milloy, Stephen J. """"Cellphone Hysteric."""" National Post (June 23, 2000): C19.              Nelson, Nancy J. """"Recent Studies Show Cell Phone Use is Not Associated with Increased Cancer Risk."""" Journal of the National Cancer Institute 93.3 (Feb. 7, 2001): 170-172.              Park, Robert L. """"Cellular Telephones and Cancer: How Should Science Respond?"""" Journal of the National Cancer Institute 93.3 (Feb. 7, 2001): 166-167.              Stacey, Jackie. Teratologies: A Cultural Study of Cancer. London &amp; New York: Routledge, 1997.                           ","",""
"2001","Progress in Communication Sciences, Volume XV: Advances in Telecommunications","The latest volume in the Progress in Communication Sciences series is a welcome reminder that telephone technology—the backbone of the contemporary new media infrastructure—deserves far more attention in media research.1 In the introduction, editors Harmeet Sawhney and George Barnett lay out the ambitious goal of creating a sequel to Ithiel Pool’s seminal 1977 collection, The Social Impact of the Telephone, which has been the best work to date on the social uses and cultural context of the telephone. Chapters in the present volume are meant to overcome what the editors argue has been an overemphasis in telecommunications research on telephone regulation and pricing. The editors aim for a balance among macro-scale studies of national and international systems and institutions (such as legal systems, markets or international regimes and treaties), and micro-scale studies of telephone uses and behavior. Several chapters are particularly useful overviews of the research to date. Robert LaRose’s comprehensive and very readable account of research on personal telephone use and the chapter by the late Robert Hopper on studies of telephone conversation should both be required readings in any course on the social aspects of information and communication technologies. Harmeet Sawhney’s chapter is a theoretical discussion of sociotechnical infrastructure as embodied in telephone systems. Aharon Kellerman’s contribution, which is largely an updated synopsis of his book Telecommunications and Geography (Wiley, 1993), introduces the invaluable perspective of human geography to analyzing the spatial reach of telephone systems. This volume raises an interesting question, that is, why telecommunications generally and telephony particularly continue to be relatively neglected objects of social research, especially within the discipline of communication. Put differently, why aren’t we studying and teaching the telephone? The question is particularly puzzling given today’s popular fascination with all aspects of new media, and the inclusion of the term telecommunications in the names of a growing number of communication programs in the United States and abroad. One answer may be that telephone systems, with their uses and cultural signi cance, do not neatly  t the production–consumption framework of most traditional research on media institutions and systems. Indeed, the relatively larger body of work on telephone economics, markets, and regulation (very ably represented here in chapters by Ruby Dholakia, Robin Mansell and Edward Steinmueller, Jorge Schement, and Steven Wildman) focuses mainly on the telephone as a service to be produced and consumed, rather than as a context for complex social interactions or in terms of the meanings attributed to the telephone in everyday life and interpersonal relations. Despite recent claims to the contrary, media research still often conceals a linear model of communication at its core that is not always appropriate for studying social networks. And telecommunications surely resembles the contingent, complex topography of social networks more closely than it does the conventional model of channels piping messages to wide audiences. It is unsurprising, therefore, that a number of leading telecommunications researchers— including George Barnett and James Danowski, who have chapters in the present volume—are specialists in social network analysis. Overall, this volume is an important and wide-ranging addition to the unfortunately small library of social research in telecommunications. It may in fact help us to teach the telephone, and it deserves a wide audience.","",""
"2001","Mobile Media","With media convergence, new forms of media use have emerged: userscan enhance a media encounter by controlling the streams of informationand have the ability to interact with not only the media itself, but also thecontent provider and other users. Technical developments have alsoresulted in affordable off-the-shelf production equipment. Today it isprobably easier to set up a worldwide accessible radio station on theinternet than it is to get employment in a traditional radio station. Hencecontrol over media production is diverging and new, sometimes lesstraditional, content providers are entering the media industries. However,research on media convergence has mostly addressed stationary settings.But with the growing phenomenon of mobile information technology(IT), it is becoming increasingly important to consider mobility as adimension of media convergence and mobile media as a new researchfield.","",""
"2001","The World According to Sound"," Through the analysis of Walkman use I propose a reevaluation of the significance of the auditory in everyday experience. I argue that the role of sound has been largely ignored in the literature on media and everyday life resulting in systematic distortions of the meanings attached to much everyday behaviour. Sound as opposed to vision becomes the site of investigation of everyday life in this article. In focusing thus, I draw upon a range of neglected texts in order to provide a dialectical account of auditory and technologically mediated experience that avoids reductive and dichotomous categories of explanation. I propose a new evaluation of the relational nature of auditory experience whereby users manage their cognition, interpersonal behaviour and social space. The Walkman is perceived as a tool whereby users manage space, time and the boundaries around the self. ","",""
"2002","The mobile phone: Towards new categories and social relations1","Abstract The debate over the social use of the mobile phone has been enriched by a large amount of information and reflection as to how this instrument has modified interpersonal relations, changed roles in the family, re‐defined the limits of communicative possibilities, rewritten the present functioning of institutions such as hospitals and schools, as well as the modus operandi of criminal organizations, intensified work rhythms, rationalized the organization of work relations, in a word, how the use of the mobile has profoundly changed society.2 On the contrary, less attention has been dedicated to the reconstruction and analysis of the impulse that its users have given the mobile (see its unexpected transformation, from the king of orality to a means of writing and reading). The main thesis of this article is that the mobile is changing not only society, but above all the framework in which society lives. This framework is made up of space and time as its primary determinations, which are able to integrate, stabilize and structure reality. The mobile changes reality in its widest sense, or rather its social representation. Let us remember with McLuhan (1964), Meyrowitz (1985) and many other scholars, that the medium is not only the message, but also a specific concept of time and space, that is, a specific dimension of existence. In the following sections, above all the changes that have been brought about to space and time will be dealt with, and then how the statute of the presence and absence of individuals in social space is modified will be analysed, how the relation between modern citizens changes radically with public space, and finally how the democratic process is enriched by further implementations.","",""
"2002","In touch: Young people, communication and technologies","Abstract This paper explores the place of information and communication technologies (ICTs) in the everyday lives of young people with a focus on the emergence of new and transitory cultures of sociality associated with the use of the mobile phone. It explores how differences of class and culture shape the meaning and use of mobile telephones, distinguishing between the phone as a commodity within material culture and as a medium of social capital, most apparent at the moment of leaving school. The potential of the telephone for reworking the boundaries between public and private spheres is considered, including its role as a technology of romance and of parenting. The paper suggests that mobile telephones can be understood as an individualizing technology, placing young people in the centre of social networks, yet also making them available to reciprocal obligations. There are gendered dimensions to this process with young women appearing to make the most of freedoms offered by this technology and young men emphasizing constraints. The paper cautions against investing this technology with particular characteristics suggesting that distinct potentials are realized in relation to particularities of class, age, culture and circumstance. The paper is based on a qualitative longitudinal study of young people's transitions to adulthood conducted in contrasting locations in the UK between 1999 and 2001.","",""
"2002","On the Move: Technology, Mobility, and the Mediation of Social Time and Space","The current explosion in mobile computing and telecommunications technologies holds the potential to transform """"everyday"""" time and space, as well as changes to the rhythms of social institutions. Sociologists are only just beginning to explore what the notion of """"mobility"""" might mean when mediated through computing and communications technologies, and so far, the sociological treatment has been largely theoretical. This article seeks instead to explore how a number of dimensions of time and space are being newly reconstructed through the use of mobile communications technologies in everyday life. The article draws on long-term ethnographic research entitled """"The Socio-Technical Shaping of Mobile Multimedia Personal Communications,"""" conducted at the University of Surrey. This research has involved ethnographic fieldwork conducted in a variety of locales and with a number of groups. This research is used here as a resource to explore how mobile communications technologies mediate time in relation to mobile spaces. First the paper offers a review and critique of some of the major sociological approaches to understanding time and space. This review entails a discussion of how social practices and institutions are maintained and/or transformed via mobile technologies. Ethnographic data is used to explore emerging mobile temporalities. Three interconnected domains in mobile time are proposed: rhythms of mobile use, rhythms of mobile use in everyday life, and rhythms of mobility and institutional change. The article argues that while these mobile temporalities are emerging, and offer new ways of acting in and perceiving time and space, the practical construction of mobile time in everyday life remains firmly connected to well-established time-based social practices, whether these be institutional (such as clock time, """"work time"""") or subjective (such as """"family time"""").","",""
"2002","The Mobile Phone"," [C]ontrol over media production is diverging and new, sometimes less traditional, content providers are entering the media industries. However, research on media convergence has mostly addressed stationary settings. But with the growing phenomenon of mobile information technology, it is becoming increasingly important to consider mobility as a dimension of media convergence and mobile media as a new research field. (Andreas Nilsson, Urban Nuldén and Daniel Olsson)2 ","",""
"2002","Webcams, TV Shows and Mobile phones: Empowering Exhibitionism","The roles of visual representations have been multiplied. In contrast of being targets of the ever-increasing surveillance, people seek to play an active role in the production of images, thus, reclaiming the copyright of their own lives. In this article, three examples of this development are examined. 'Reality shows' in TV aim to create an impression of the viewer participating in crime control. Mobile phones with cameras enable individuals to become active subjects in circulating images and to participate in 'counter-surveillance'. 'Home webcams' present daily lives of individuals in the Internet, generating new subjectivities. They change the conventional code of what can or cannot be shown, and thus, expose cultural tensions surrounding epistemological conceptions of vision, gender, identities, and moralities. By revealing their intimate lives, people are liberated from shame and the 'need' to hide, which leads to something called 'empowering exhibitionism'. These deliberately produced images contest many of the conventional ways of thinking how visibility and transparency connote with power and control. To be (more) seen is not always to be less powerful. By rebelling against the shame embedded in the conception of the private, people refuse to be humble. They may gain power, but it does not head for control over others but, rather, blur and mix the lines of control. Televisualisation, cyberspace presentation, and mobile phone counter observation also raise new questions considering 'traditional' surveillance. Images can be played with, and can work as a form of resistance. Sometimes it is more radical to reveal than to hide.","",""
"2003","Mobile Organizing Using Information Technology (MOBIT)","Both at the corporate level and in the government sector, we are currently witnessing a transformation towards mobile organizing using information technology (MOBIT). The mobile technology wave is challenging the fundamentals on organizational thinking on four accounts: (1) organizational platforms that support productive and efficient collaboration and enable self-development, experimentation and innovative behaviour; (2) balancing the need for managerial control and action with privacy rights for the individual workers related to digital transactions and storage; (3) strategies for having workers and external users (i.e. customers, citizens) at home, in a satellite office, or at the headquarters/front office; and (4) knowledge creation, replication, adaptation, and utilization in organizations glued with IT.","",""
