"year","title","abstract","journal","doi"
"2000","Caught in the cross-fire: Tibet, media and promotional culture"," Anti-imperialist struggles within the Third World, from East Timor to Tibet, are compelled, due to relative powerlessness, to utilize western media in order to mobilize crucial world support. In the case of the Tibetan exile community, a media struggle with the Chinese government in Beijing is one of the few options open to it. But, western media culture has its own internal disputes, its own running conflicts about popular culture, as well as about the values and hegemonic structures within the media industry. In addition, these media are themselves embedded within a culture which is highly promotional - in terms of its dominant rhetorics and the ways its audiences negotiate reading positions. Despite much media sophistication on the part of the Tibetans, the promotion of Tibetan struggles against the Beijing government's aggression therefore also becomes entangled in a web of other promotional discourses, from commercial advertising to campaigns for overseas aid. ","",""
"2001","Broadcasting policy, creative compliance and the myth of civil society in China"," This article looks at arguments framing civil society debates and questions the usefulness of civil society models in understanding how media policy is made and implemented in China. The key argument is that viewing the state-society relationship in China through a Western optic obviates the distinctive differences between the autonomous civil society of liberal democracies and Chinese social relations. This does not mean that civil society is a redundant concept. It can be usefully applied to describe economically driven political and social change in China. However, its capacity to explain how cultural and media policy is formulated is limited. ","",""
"2001","The regulation of BBS in China People Daily","The Qiangguo BBS is the largest BBS in the Chinese language on political issues. It belongs to People's Daily, the China Communist Party official newspaper. Regulation relative to the BBS are strict. No postings are allowed against laws and policies of the Chinese government, with controls by both software and human intervention. The rate of censorship was probably more than 1.5% in 2000. Some subscribers have protested these controls but this sort of regulation will continue in the near future and only diminish slowly over time.","",""
"2001","Herbert Schiller, the U.S. Media, and Democracy in China","","",""
"2002","Debating with muzzled mouths: a case analysis of how control works in a Chinese television debate used for educating youths"," This article contains a case analysis of the Biannual International Mandarin Intervarsity Debating Competition jointly staged by China Central Television as a new genre of what I regard as enhanced propaganda. The analysis has been informed by a brief examination of the history of the genre, which invites attention to its importance as a symbol of both China’s cultural superiority and its progress towards democracy and freedom of speech. However, the analysis has found that, under the disguise of its symbolism, the genre is subjected to very strict controls. The case analysis categorized four heuristic types of control, which I call content control, procedural control, semiotic control and interpretative control. The findings of the analysis, to be discussed in this article, will show how the various types of control are intended to eliminate alternative messages in what is seemingly an improvised show. This, I hope, will contribute to a challenge of the popular perception that Chinese television has been liberalized. ","",""
"2002","The ecology of online newspapers: the case of China"," This article examines the development of online newspapers in China through a ‘social environment’ framework and finds several adverse factors in policies, regulations, economic structure, business conventions and telecommunications infrastructure. Through a ‘virtual community’ framework, it analyzes the operation and content of those newspapers and finds that they are still in a primitive stage of ‘virtual communities’. The article’s contribution to the field lies not only in its exploration of what is behind the development of online newspapers in China, but also in that it has developed two conceptual frameworks that are of universal interest in the study of online publications. ","",""
"2002","Identity politics, resistance and new media technologies"," Addressing the debate over the emancipatory potential of the internet, this article analyses the archival data of an electronic discussion group (e-group), Hong Kong Net (HKnet), to assess the use of the internet by a group of Hong Kong Chinese in the United States to engage in the construction of their own identity within the context of decolonization and the transfer of Hong Kong to Chinese sovereignty. The study adopts a Foucauldian perspective to examine not only the significance of the texts but also what marginal groups actually do with the text and the internet. The argument is developed that while the Hong Kong Chinese cannot not evade the power of the dominant discourses of the social networks within which they are located, they are able to confirm their own independent subjectivity for themselves in this specific local site through online practice at a specific historical juncture. ","",""
"2002","How Chinese Television and New Media Presented the U.S. 9-11 Tragedy","","",""
"2002","911 Hong Kong","The World Trade Center (WTC) bombing, which Chinese call the 9.1.1 (nine-one-one) Incident, fashioned after the naming of most major events of modem Chinese history such as the 64 Incident (i.e., the Tiananmen Square Incident), was a media event Hong Kong people found compelling to watch on television and read about in newspapers for weeks. In Hong Kong, caught culturally, economically, and politically between a reawakening China and its hundred-year-old ties with the West as a British colony, we sense almost as much controversy between the official mass media depiction of the WTC event and an underground public opinion as was the case for Tiananmen. Here, we give a short account of the authors' media experiences.","",""
"2003","Kings without Crowns? The Re-Emergence of Investigative Journalism in China"," Over the last 10 years a genre of critical, abrasive journalism has emerged in China, particularly on television. Chinese journalists like to refer to it as ‘investigative journalism’ and, in doing so, they are consciously likening it to the Anglophone equivalent. This article examines how Chinese journalists describe their work. It also looks at the various possible explanations offered for the emergence and popularity of the genre: as an epiphenomenon of government reforms of the institutional and financing systems of the media; as a function of the irritation felt by professionals with past practices and the unsatisfied urge to participate of many Chinese citizens; because of the social roles ascribed to journalists both by themselves and by the citizenry; a response to new ideas from abroad, or ‘westernization’. It is concluded that, while many topics and techniques of investigative journalism are analogous with those of Anglophone countries, the Chinese journalists appear to be striving to realize roles traditional to Chinese culture rather than adopting foreign models. The notion that the re-emergence of investigative journalism is an instance of ‘westernization’ is rejected. ","",""
