"year","title","abstract","journal","doi"
"2002","Users with Disability Need Not Apply? Web Accessibility in Ireland, 2002"," Users with a variety of disabilities can potentially benefit greatly from using the Internet to mediate their access to products and services; however, this relies on the proper server side design of Web sites to facilitate such access. Design of accessible Web content is codified in the Web Content Accessibility Guidelines (WCAG) 1.0 of the World Wide Web Consortium (W3C). Compliance with WCAG (and/or similar, derivative, guidelines) is now the subject of considerable activity, both legal and technical, in many different jurisdictions. Within this overall international context, this paper reports on a project to carry out an automated baseline survey of WCAG compliance of Web sites based in Ireland. Summary results are presented and discussed. Recommendations are made for policy action, relevant both in Ireland and beyond. ","",""
"2002","The Soundproof Book: Exploration of Rights Conflict and Access to Commercial EBooks for People with Disabilities","The electronic book should be a boon to people with disabilities. Unfortunately, the nascent eBook industry has often soundproofed its books, preventing access by people with visual and learning disabilities using adaptive technology. Persons using synthetic text-to-speech technology or electronic braille systems are not allowed access to the underlying text of the eBooks, and thus are cut off from the content. The leading eBook technology providers, Adobe and Microsoft, have provided the option to disable disability access in their publishing systems, at the request of publishers. This is not because of an explicit effort to deny access to the disabled community, but rather is due to concerns over audio book rights and enabling piracy of book content. We explore these conflicting visions of accessible eBooks and set forth the essential background for the search for a solution that meets the needs of both publishers and people with disabilities.","",""
"2003","Leaving It Up to the Industry: People With Disabilities and the Telecommunications Act of 1996","This article examines whether Section 255 of the 1996 Telecommunications Act achieves accessibility for people with disabilities. Taking the interest group approach, it shows that the Federal Communications Commission (FCC) implemented Section 255 in a way that is favorable to the telecommunications industry and not to people with disabilities. The FCC's regulations only encourage the telecommunication industry to consider accessibility issues for people with disabilities. This proindustry regulatory bias is in keeping with the established pattern of policymaking in other areas concerning people with disabilities. The paper argues that if the FCC continues to rely on the voluntary efforts of the industry, people with disabilities will not enjoy benefits of access to telecommunications systems.","",""
"2004","Assessing the accessibility of fifty United States government Web pages: Using Bobby to check on Uncle Sam","This study evaluates the current accessibility of U.S. Government Web pages for people with disabilities.","",""
"2004","A comparative assessment of Web accessibility and technical standards conformance in four EU states","The Internet is playing a progressively more important part in our day–to–day life, through its power of making information universally available. People with disabilities have particular opportunities to benefit. Using the Internet in conjunction with dedicated assistive technologies, tasks that were very difficult if not impossible to achieve for people with various types of disability can now be made fully accessible — at least, in principle. However, in practice, many online resources and services are still poorly accessible to those with disability due to unsatisfactory Web content design.  Design of accessible Web content is codified in standards and guidelines of the World Wide Web Consortium (W3C). Conformance with W3C’s Web Content Accessibility Guidelines 1.0 (WCAG) (and/or similar, derivative guidelines) is now the subject of considerable activity, both legal and technical, in many different jurisdictions.  This paper presents results of a comparative survey of Web accessibility guidelines and HTML standards conformance for samples of Web sites drawn from Ireland, the United Kingdom, France and Germany. It also gives some recommendations on how to improve the accessibility level of Web content.  A particular conclusion of the study is that the general level of Web accessibility guidelines and HTML standards conformance in all of the samples studied is very poor; and that the pattern of failure is strikingly consistent in the four samples. Although considerable efforts are being made to promote Web accessibility for users with disabilities, this is certainly not yet manifesting itself in improving Web accessibility and HTML validity.","",""
"2005","Disabling Web Designers: Issues Surrounding Disabled People's Use of Web                 Related Technology","’blinded’ here is a problematic discourse prevalent throughout the web-design economic world concerning the economic issues relating to the re-design of rationalists websites for disabled usage. This discourse is encapsulated within the following quote found on an email/forum/debate list specifically set up for dialogue concerning these issues: ’the blind population is too small for my company to justify the expense’. In some sectors of the market place, the blind/disabled community is considered to be too small a percentage to warrant the effort and expense needed to adjust and modify websites in order to make them compatible with the needs of disabled people. Some web-designers and business people share similar views to the email list participant quoted above.","",""
"2006","The critical space between: Access, inclusion and standards in information technologies","By examining the Canadian standards system, and especially the work of the Canadian Standards Association (CSA) related to accessibility, this article explores the question: can legislation and/or standards ensure access and inclusion for people with disabilities in the area of information technologies? And if so, what type is required? It argues that the standards system in Canada privileges the voices of industry while creating a discourse of public accountability and corporate social responsibility. This paradox leads to an undervaluing of the need for addressing issues of accessibility and inclusion in information technologies. By proactively seeking out innovators in the disability community and bringing them to the table, the CSA could open up the standards development discussions and find creative solutions to accessibility barriers. The principles of balanced representation and consensus decision-making open the possibility for discussions around standards that can effectively address access and inclusion of people with disabilities in the development and use of information technologies, but only if the systemic barriers to both individual and organizational participation are recognized and addressed.","",""
"2006","Public space as ‘context’ in assistive information and communication technologies for people with cognitive impairment","This paper examines emergent issues of ‘context’ raised by the application of information and communication technologies for people with cognitive impairment. The issue of the development and application of cognitive prostheses for this group provides an opportunity to examine assumptions and issues emerging from this area pertaining to understandings of the term ‘context’ in these applications. In this sense the paper takes these assumptions and issues as a point of departure for the development of a ‘problematic’ that can contribute to the study of the experience of cognitive impairment. The paper specifically addresses recent concerns about the lack of knowledge of these experiences in public spaces such as shopping centres, given that this is a critical site for the civic participation of this group. We argue that this participation should be understood in terms of the ‘meeting of two histories’: the history of contemporary requirements governing participation in public space and the habitus of people with cognitive impairment with regard to this participation. The paper proposes that the salience of cognitive impairment in these spaces turns on what it means for individuals to inhabit them as complex ‘Container Technologies’ (Sofia) and underlines the importance of understanding their efforts to attain a sense of normality (Goffman) in these contexts. We propose that this approach can inform research contributing to the development of a ‘pattern language’, informing applications that make cognition a system property in networks that operate between humans, machines and their contexts.","",""
"2006","Disability and the promises of technology: Technology, subjectivity and embodiment within an order of the normal","The topic of this article is the promises of technology for disabled people. The starting point is that disabled is not something one is but something one becomes, and, further, that disability is enacted and ordered in situated and quite specific ways. The question, then, is how people become, and are made, disabled – and, in particular, what role technologies and other material arrangements play in enabling and or disabling interactions. Drawing on a study of the uses of new technologies in the lives of disabled people in Norway, and recent work in disability studies as well as social studies of science and technology, this article explores precisely what positions and capacities are enabled; how these are made possible in practice; the specific configuration of subjectivity, embodiment and disability that emerges; and the limits to this mode of ordering disability and its technologies. The argument is that in this context the mobilization of new technologies works to build an order of the normal and turn disabled people into competent normal subjects. However, this strategy based on compensation achieves its goals only at a very high price: by continuing to reproduce boundaries between abled and disabled, and normal and deviant, which constitute some people as disabled in the first place. There are thus limits to normalization. And so, notwithstanding their generative and transformative power, technologies working within an order of the normal are implicated in the (re)production of the asymmetries that they and it seek to undo.","",""
"2007","Engaging the Business/Industrial Sector in Accessibility Research: Lessons in Bridge Building","This article examines challenges of engaging the business/industry sector in research on the use of information technology to enhance accessibility for people with disabilities in two areas of common interest—to employment and to public and retail services. The data presented arise from the joint effort of two research teams who independently encountered challenges in engaging private sector firms in their respective projects. Using a case study approach, the experiences of both groups were examined for themes representing factors that inhibited collaboration between research and business sectors, and those that enhanced collaboration. Trustworthiness of themes was established by submitting them for critique and feedback to key informants knowledgeable in both business and research. From a social systems theory perspective, findings suggest that the most important differences between research and business systems reside in the meaning of communication each uses, and differences in assumptions about and value placed on factors such as pursuit of new knowledge, the importance of marketability of findings, and so on. Additional complications arise in pursuit of research related to disability. Factors to build on when seeking research collaboration include an understanding of the language and culture of business systems, and the very real possibility of developing disability research into secondary goals that business systems typically pursue once the prime need for profitability has been at addressed (the notion of satisficing). Implications for communication between disability research and business systems are identified.","",""
"2007","Accessibility and Product Ecosystems","Products, including assistive and accessible technologies, do not exist in isolation. They are all part of rich product ecosystems; they inhabit specific niches of economics, functionality, and technology, and they interact with other products. The concept of product ecosystem goes beyond technological interoperability. For accessibility to advance, we must understand more about the interactions among products. This article sketches an explanatory approach that may be useful in understanding how accessible technologies thrive, survive, or fail within their ecosystems.","",""
"2007","Working for Barrier Removal in the ICT Area: Creating a More Accessible and Inclusive Canada","This article describes the rights-based approach to access to information and communications technologies (ICT) used by the Council of Canadians with Disabilities (CCD). This approach challenges the thinking of policymakers, those in industry, and others who argue that access to ICT can be achieved through a variety of economic, business, or market-based perspectives. It argues that these approaches have failed to deliver accessible ICT to people with disabilities, and that improved legislation, regulation, policy, and programs are required to remove the barriers to ICT experienced by people with disabilities in Canada.","",""
"2007","A Three-Way Dance: The Global Public Good and Accessibility in Information Technologies","When we recognize the development and use of information technologies as an emerging global public good, we can move away from the stark dualisms of profit versus human rights, market share versus accessibility, and competition versus inclusion, to an understanding of how both public and private interests are at play in the development of this global public good. Governments, industry, and disability advocacy organizations are all involved in the construction of this public good in a complex three-way dance. We argue that in the context of this three-way dance it is possible to create a common ground between disability advocacy organizations and the IT industry by developing tools that address the tensions that arise from their differing motivating forces. Specifically, we argue that three sets of tools—regulation, developing ease of use products and standards, and using education to increase the market strength of people with disabilities as consumers—can change the relationships between these two communities of interest in ways that will benefit each.","",""
