"year","title","abstract","journal","doi"
"2012","Organizational Learning and Home-Grown Writing: The Library Staff Magazine in Britain in the First Half of the Twentieth Century","    Staff magazines in British public libraries emerged in the early twentieth century. Unlike staff magazines in private enterprises, which predate them by two decades, library staff magazines were more truly the product of employees, inaugurated and operated as they often were by staff associations. This study is based on an analysis of staff magazines in three public library systems in Britain in the first half of the twentieth century: Croydon, Sheffield, and Leeds. Against backdrops of growing popular education, organizational enlargement, changing management styles, and increasing professionalization, the library staff magazine provided opportunities for employees to write. This was undertaken as a pastime; as a form of organizational learning and networking; as a contribution to labor and occupational solidarity; and, finally, as a vehicle for professional advancement and professional identity formation, though one that contained an element of “othering” of the public as well as of junior and female staff.  ","",""
"2012","From History to Library and Information Science: A Case Study of Archival Education at Wayne State University","This article provides a case study of the development of archival education at Wayne State University in Detroit, Michigan. The study investigates the emergence of an archival concentration within the Department of History and the transition of that concentration to a jointly run interdisciplinary program more closely aligned with the School of Library and Information Science. This progression demonstrates both the challenges and the benefits that the lack of an independent institutional home had on the development of archival education, particularly in regard to curriculum development and administration. It argues that the transition has been especially difficult because different groups involved with the administration and growth of the archival curriculum had varying notions of the primary purpose of archival education.","",""
"2012","The Contribution of Ægidius Fauteux and Edmond Desrochers to Quebec Librarianship in the Twentieth Century","At the start of the twentieth century, Quebec libraries had a different look from those in the rest of North America. The Catholic clergy, whose power extended over all aspects of Quebec society, had imposed a parish library on a population learning to read, which inhibited the development of public libraries for French speakers in Quebec. The head of the Bibliothèque Saint-Sulpice in Montreal (both a research and a public library), Ægidius Fauteux, gave this institution a large cultural influence from 1915 to 1931. In the third quarter of the twentieth century, a Jesuit librarian, Edmond Desrochers, became a leader in the development of libraries in Quebec. The impact of his work was felt in professional associations, in the university training of librarians, and in the promotion of public, college, and university libraries for French speakers. Fauteux and Desrochers represent two generations of librarians who had an outstanding influence on the development of libraries in Quebec throughout the twentieth century.","",""
"2012","Organizational Learning and Home-Grown Writing: The Library Staff Magazine in Britain in the First Half of the Twentieth Century","Staff magazines in British public libraries emerged in the early twentieth century. Unlike staff magazines in private enterprises, which predate them by two decades, library staff magazines were more truly the product of employees, inaugurated and operated as they often were by staff associations. This study is based on an analysis of staff magazines in three public library systems in Britain in the first half of the twentieth century: Croydon, Sheffield, and Leeds. Against backdrops of growing popular education, organizational enlargement, changing management styles, and increasing professionalization, the library staff magazine provided opportunities for employees to write. This was undertaken as a pastime; as a form of organizational learning and networking; as a contribution to labor and occupational solidarity; and, finally, as a vehicle for professional advancement and professional identity formation, though one that contained an element of “othering” of the public as well as of junior and female staff.","",""
"2012","The Contribution of Ægidius Fauteux and Edmond Desrochers to Quebec Librarianship in the Twentieth Century","At the start of the twentieth century, Quebec libraries had a different look from those in the rest of North America. The Catholic clergy, whose power extended over all aspects of Quebec society, had imposed a parish library on a population learning to read, which inhibited the development of public libraries for French speakers in Quebec. The head of the Bibliothèque Saint-Sulpice in Montreal (both a research and a public library), Ægidius Fauteux, gave this institution a large cultural influence from 1915 to 1931. In the third quarter of the twentieth century, a Jesuit librarian, Edmond Desrochers, became a leader in the development of libraries in Quebec. The impact of his work was felt in professional associations, in the university training of librarians, and in the promotion of public, college, and university libraries for French speakers. Fauteux and Desrochers represent two generations of librarians who had an outstanding influence on the development of libraries in Quebec throughout the twentieth century.","",""
"2012","Editor's Note: Changes to the Journal","This issue witnesses a number of changes for the journal: a new title, a new scope of coverage, and a new editor. For the past six years, Libraries & the Cultural Record has principally focused on library history but occasionally covered other topics that fall under what the previous editor, David Gracy, calls the history of the “information domain.” By that term, David meant the history of archives, museums, conservation, and information science, in addition to library history. In the journal’s new configuration, as Information & Culture: A Journal of History, it will continue to publish in all of these areas but will also expand the scope to the entire history of information, as broadly conceived. Over the past decade, there has been a major change in the library and information school community. The so-called information school, or iSchool, movement has broadened the set of topics that are covered and has vastly expanded the use of technological and social science approaches, in addition to the humanities approaches that have been the hallmark of library studies. The School of Information at the University of Texas at Austin, long the institutional home of this journal, is one of the library and information schools that have been transformed by this movement, and the intention is that Information & Culture will be faithful to the mission of its home institution. Thus, it will cover the history of any topic that might be taught or researched in this or other iSchools. The term “information history” is shorthand for what Information & Culture will publish. There are few people today who actually call themselves “information historians,” and the boundaries of a field of study called “information history” have yet to be determined. This is a work in progress, and Information & Culture is delighted to be part of the defining process. Perhaps as time goes by, what falls within the boundaries of information history will become clearer. Some things are already clear. Information history is about many topics, including:","",""
"2012","The Origin of College Libraries in North Carolina: A Social History, 1890-1920","The creation of academic libraries at the end of the nineteenth century was a fundamental element in the rapid growth of higher education in the United States. This was the period when college and university libraries began their transformation from book depositories into centers of information retrieval, access, and dissemination. Academic libraries, however, have seldom been studied on a statewide or regional basis. Using a state as the basis of investigation provides a suitable set of examples for comparative analysis and historical insight. North Carolina is a good illustration of academic library development because it was neither first nor last in this process of transformation. The state also enjoys a wealth of archival materials about academic libraries, which facilitates their examination against a scholarly background of local and national research.","",""
"2012","From History to Library and Information Science: A Case Study of Archival Education at Wayne State University","This article provides a case study of the development of archival education at Wayne State University in Detroit, Michigan. The study investigates the emergence of an archival concentration within the Department of History and the transition of that concentration to a jointly run interdisciplinary program more closely aligned with the School of Library and Information Science. This progression demonstrates both the challenges and the benefits that the lack of an independent institutional home had on the development of archival education, particularly in regard to curriculum development and administration. It argues that the transition has been especially difficult because different groups involved with the administration and growth of the archival curriculum had varying notions of the primary purpose of archival education.","",""
"2012","Index to Volume 47","A Abbey of Saint-Victor, Paris history of, 47(1):4–5, 47(1):6–9 library, 47(1):8–13 Academic libraries development of, 47(1):79–81 Alexander, Eben and University of North Carolina library, 47(1):85 Anticomics movement in the US, 1940-1950, and Frederich Wertham’s falsifications of research in Seduction of the Innocent, 47(4):383–407 Architectural design and modular standards, 47(3):269–273, 47(3):270, 47(3):271 Archival education expansion of, 47(3):364–366 history roots of, 47(3):359–361 and interdisciplinary challenge, 47(3):368–373 and library science, 47(3):361–363, 47(3):367–368 at Wayne State University, Detroit, Mich., 47(3):358–373 Artistic collaboration. See Collaborative practices; Workshop art Audience participation and information flows in the art of Stephen Willats, 47(4):457–479, 47(4):464, 47(4):465, 47(4):466, 47(4):468, 47(4):469, 47(4):474, 47(4):475 Authorship librarians’ writing in staff magazines, Britain, first half 20th century, 47(4):487–508, 47(4):490, 47(4):492","",""
"2012","Rabelais and the Abbey of Saint-Victor Revisited","The seventh chapter of François Rabelais's Pantagruel concludes with a list of books attributed to the Abbey of Saint-Victor. The chapter's brief narrative foregrounds the catalog by touching on aspects of intellectual life in Paris, mentioning both the """"great University of Paris"""" and the """"seven liberal arts."""" It is not surprising, then, that critics have viewed the catalog as a broad critique of scholasticism. Evidence presented here warrants the addition of a further layer of nuance to this critique that is directly related to this abbey's contributions to education, reading, textual organization, and library classification.","",""
"2012","The Lambeth Palace Library: England's First Public Library","","",""
