"year","title","abstract","journal","doi"
"2003","Children's Use of the Internet: Reflections on the Emerging Research Agenda"," As domestic access to the internet reaches the mass market in industrialized countries, this article identifies and evaluates the emerging research agenda, focusing particularly on children and young people. The nature of children's internet use generates public anxieties which both guide and undermine research, complicating the already challenging study of children within the privacy of the home. The body of empirical work reviewed is still small, but already key questions of academic and policy significance are being addressed regarding the opportunities and dangers of internet use. Such opportunities include communication, identity and participation, and education, learning and literacy; dangers arising from exclusion and the digital divide, and from certain kinds of use relating to inappropriate or undesirable contact, content and commercialism. In each of these domains, research strengths and gaps for future research are identified. The article concludes by noting areas of theoretical consensus and uncertainty framing the research agenda in this field. ","",""
"2006","Family characteristics and intergenerational conflicts over the Internet","The rapid expansion of computer use and Internet connection has the potential to change patterns of family interaction, with conflicts arising over adolescents' autonomy, parental authority and control of the computer. This study applied a conceptual framework derived from family development and human ecology theory to investigate family characteristics related to the likelihood of such conflicts. A secondary analysis was conducted of a special survey of 754 children aged 12 to 17 who used the Internet, and of their parents, performed by Pew Internet and the American Life project. Adolescent–parent conflicts over Internet use proved strongly related to the perception that the adolescent was a computer expert. Families in which adolescents were considered experts in new technologies were more likely to experience conflicts. Parents' attempt to reduce adolescent autonomy by regulating the time of Internet use increased the likelihood of family arguments over the Internet. Intergenerational conflicts over the Internet were higher in families in which parents expressed concern over the potentially negative consequences of Internet use. The implications of the findings are discussed.","",""
"2007","Taking risks when communicating on the Internet: the role of offline social-psychological factors in young people's vulnerability to online risks","Children and young people encounter a range of risks on the internet relating to communication. Making friends online has attracted particular attention as a risky behaviour, especially when this leads to offline meetings, as has giving out personal information online. This article, based on the ‘UK Children Go Online’ survey, seeks to explain the online communication of 9–19-year-olds in terms of their offline socio-psychological characteristics (shyness, life satisfaction, risk-taking), family communication patterns and online behaviour/skills. Findings show that older teens engage in more online communication activities than do younger children and so encounter more communication risks. Although girls communicate more on the internet, this seems not to put them more at risk. It was found that children's offline social psychological characteristics, particularly their levels of life satisfaction and risk-taking, influence their online communication, with different online communication activities being predicted by different patterns of off- and online characteristics. There are weak indications that, in families which have a more conversational style of communication, teens may take fewer risks online, including a lower likelihood of meeting online friends offline. Multiple regression analyses show that those children and teens who are less satisfied with their lives and who have become more frequent and skilled internet users are more likely to value the internet as a communicative environment in which they feel more confident than they do offline, particularly in relation to the potential for anonymous communication. Since this in turn leads some into risky activities, the implications for research and policy are discussed.","",""
"2007","Children's usage of media technologies and psychosocial factors"," Media use has changed considerably during the past five years and earlier research has produced contradictory results on how media use links to children's psychosocial factors. This study charts the access to and use of several media technologies among 825 Norwegian schoolchildren between 10 and 12 years of age. The questionnaire contained items concerning children's self-concept, parental monitoring and social competence. It found that children engage with different kind of media activities and some of these are significantly related to psychosocial factors, however, these correlations were in general quite small. Entertainment usage was associated with low scholastic competence. Both utility usage and heavy advanced usage of new media were related to self-perceptions of athletic competence. Low social acceptance was linked to Gameboy usage and advanced usage of media. Finally, there was a relationship between experienced parental monitoring and utility usage of media technology. The possible implications for these empirical relations are discussed. ","",""
"2009","DIGITAL MEDIA AND THE GENERATION GAP","In many parts of the developed world, families engage with a wide range of communication media as a part of their daily lives. Parents often express mixed feelings about this engagement on the part of young people, however. Employing Baumberg's narrative-in-interaction analysis to interviews with 55 parents and 125 young people, this article explores both the discursive strategies parents employ when discussing their rules and regulations regarding digital technologies, and the strategies employed by their teenage young people in response. It considers how parents attempt to articulate authority in relation to digital media use among their teenage children, and how the ways in which teens interpret those parental attempts to express authority influence the strategies they themselves embrace regarding digital media. The article argues that although economically disadvantaged families experience the digital generation gap with particular intensity, their strategies reveal that they and their teenage children are able to deal with these challenges in creative and effective ways.","",""
"2009","MYTHS AND MISSED OPPORTUNITIES","Young people's use of online communication has increasingly become a concern for policy-makers, professionals, and parents. Sharing personal information and grooming or sexual solicitation by online predators have been prominent on the list of dangers. However, little research exists to support fears. This paper reviews the data we do have and shows that, far from being a major problem, the risks from online communication are small-scale and largely focused upon particular groups within the population. Furthermore, they are often misrepresented by safety campaigns and largely within the competencies of young people to manage. It goes on to argue that the over-zealous risk discourse may prevent many benefits of online communication being experienced by young people. Furthermore, the potential for using communication tools as policy vehicles has been largely ignored. The paper concludes by suggesting how risk discourses can be refined to more accurately reflect reality and also how professionals can harness the potential of online communication to benefit young people's lives.","",""
"2009","CHILDREN AND ONLINE RISK","Research on the risks associated with children's use of the internet often aims to inform policies of risk prevention. Yet paralleling the effort to map the nature and extent of online risk is a growing unease that the goal of risk prevention tends to support an over-protective, risk-averse culture that restricts the freedom of online exploration that society encourages for children in other spheres. It is central to adolescence that teenagers learn to anticipate and cope with risk – in short, to become resilient. In this article, we inquire into children and teenagers' responses after they have experienced online content or contact risks. Pan-European findings show that especially in Northern European countries with high internet access, parental perception of likelihood of online risk to their child is negatively associated with their perceived ability to cope. A comparison of representative surveys conducted among children in three relatively ‘high risk’ countries (Norway, Ireland and the United Kingdom) found that although the frequency of exposure to perceived online risks, especially content risks, is fairly high, most children adopt positive (e.g. seek help from friends) or, more commonly, neutral (e.g. ignoring the experience) strategies to cope, although a minority exacerbate the risks (e.g. passing risky content on to friends). Most strategies tend to exclude adult involvement. Significant differences in both risk and coping are found by gender and age across these countries, pointing to different styles of youthful risk management.","",""
"2010","Balancing opportunities and risks in teenagers’ use of the internet: the role of online skills and internet self-efficacy"," Many hopes exist regarding the opportunities that the internet can offer to young people as well as fears about the risks it may bring. Informed by research on media literacy, this article examines the role of selected measures of internet literacy in relation to teenagers’ online experiences. Data from a national survey of teenagers in the UK ( N = 789) are analyzed to examine: first, the demographic factors that influence skills in using the internet; and, second (the main focus of the study), to ask whether these skills make a difference to online opportunities and online risks. Consistent with research on the digital divide, path analysis showed the direct influence of age and socioeconomic status on young people’s access, the direct influence of age and access on their use of online opportunities, and the direct influence of gender on online risks. The importance of online skills was evident insofar as online access, use and skills were found to mediate relations between demographic variables and young people’s experience of online opportunities and risks. Further, an unexpected positive relationship between online opportunities and risks was found, with implications for policy interventions aimed at reducing the risks of internet use. ","",""
"2011","A Review of “Kids Online: Opportunities and Risks for Children”","My six-year-old nephew was visiting recently, along with his younger sister. It was my turn to entertain them. When my nephew saw my iPod he asked if there were any games on it. I said, “No, we are going to play with blocks.” “What kind of game is that?” he asked. He had apparently not heard of a computer game or iPod app by that name. I then produced the basket of real wood blocks—the blocks his dad had played with as a child. He and his sister then proceeded to construct a beautiful basketball court to hold a handmade wooden hoop and ball on a string. Are there risks, as well as opportunities, in playing with blocks? Sure. There can be some sibling disagreements about placement. They might pile too high and fall on a hand or foot. But they also enable the creative spirit to flow where the mind leads, tells the hand to place something where the eye has envisioned it, and so on. A great sense of pride and accomplishment—or possibly frustration and hurt—may follow. Much of the discussion about children’s use of the Internet, at least in the United States, has focused on the risks involved, and the decline of opportunities for creative handson entertainment and learning available through tools as simple as wooden blocks (Lenhart 2005; Becker 2004; Ybarra and Mitchell 2008; Polly Klass Foundation 2005). But three decades or so down the road since the beginning of home use of the Internet, as opposed to just scholarly, commercial, and government use, the discourse, at least in this volume, has begun to shift. Risks are still a primary interest of researchers and of donor organizations that fund research on children’s Internet use. In fact, such risk-driven research is on the rise. Yet the European editors and authors of Kids Online: Opportunities and Risks for Children call for a more nuanced approach with a greater sense of balance between risks and opportunities (23, figure 2.4). The multiple authors in this volume draw much of their data from almost 400 separate studies conducted across Europe. The network of research teams in twenty-one countries was called the EU Kids Online Project. It gathered data from 2006 to 2009. Indicative of the driving concern about risks, the study was funded by the European Commission’s Safer Internet Plus Programme. It was commissioned to identify and analyze studies concerning the intersection of children under age 18 years and their families, online technologies, and Europe-based empirical research on risk and safety. For those interested in examining the entire database of the 400 studies, it is available online at http://www.lse.ac.uk/collections/EUKidsOnline/. The collection policy for the study is detailed at http://www.eukidsonline.net/. Some 46 percent of the mainly quantitative studies examined for this report include at least one aspect related to risks. Some of the leading risk concerns in the studies are: exposure to harmful or offensive content (25 percent); contact with strangers (25 percent); encountering sexual, racist, or hateful material (22 percent); revealing personal information (22 percent); and cyberbullying (15 percent), (24, table 2.1). Approaches to these and other risks and dangers associated with the Internet are compared across countries and analyzed in the context of varying cultural values.","",""
"2012","The influences of information literacy, internet addiction and parenting styles on internet risks"," The purpose of this study is to examine how demographics, addiction symptoms, information literacy, parenting styles and internet activities can predict ‘internet risks’. Data were gathered from a probability sample of 718 adolescents and teenagers, aged 9–19 in Hong Kong, using face-to-face interviews. Results show that adolescents who are often targets of harassment tend to be older boys with a high family income. They are targets probably because they spend a lot of time on social networking sites (SNSs) and prefer the online setting. Adolescents who encounter a lot of unwelcome solicitation of personal or private information online tend to be older girls. In information literacy, they are generally very competent with publishing tools but are not structurally literate, especially in understanding how information is socially situated and produced. Implications and recommendations for future research are discussed. ","",""
"2012","Mothers’ and fathers’ insights into teenagers’ use of the internet"," Previous research indicates that parents have limited insight into their teenagers’ activities and experiences on the internet. The purpose of the present study was therefore to investigate associations between mothers’ and fathers’ insight and teenagers’ experiences of the internet. A total of 538 teenagers (242 girls, 296 boys), aged between 13 and 15, and their 798 parents (491 mothers, 307 fathers) participated in the present study. Findings revealed that parental trust in sensible teenage internet use and parental active participation in teenage internet use were related to parental insight into teenage experiences on the internet. It is possible that a relationship based on trust and active engagement facilitates parental insight into teenage activities. ","",""
"2013","Exploring gender differences in Malaysian urban adolescent Internet usage","This study explored gender differences in urban adolescent Internet access, usage and motives. Data were collected from 914 urban school students in Malaysia. Factor analysis revealed that eroticism, entertainment, social-interaction, shopping and information/ surveillance are the key drivers for adolescence Internet usage. No differences between boys and girls were detected in Internet accessibility and home computer ownership. Boys and girls differed in their intensity of usage, place of access and their motivations to use the Internet. Girls were more motivated by social-interaction, shopping and surveillance/ information, while boys were more motivated by eroticism and had a higher tendency to be addicted to the Internet. However, boys and girls did not exhibit any significant differences in online entertainment motivation.","",""
"2013","The influence of parental factors on children’s receptiveness towards mobile phone location disclosure services","A key ingredient of successful parenting is parental knowledge of their children’s whereabouts. The availability of, and easy access to, modern technology such as mobile phone location disclosure (MPLD) services has made it even easier for parents to locate their children by tracking their whereabouts. This study explored parental factors and children’s receptiveness towards MPLD services and found that children’s trust in their parents, optimal parental bonding, monitoring and solicitation, and children’s general disclosure patterns are positively correlated to children’s receptiveness towards MPLD, but parental invasiveness was found to be negatively correlated. The study found that in predicting children’s MPLD attitudes: (1) general disclosure habit of children is the best predictor; and, (2) children’s perception of parental factors are better indicators than parents’ perception.","",""
"2013","Parental restrictive mediation of children’s internet use: Effective for what and for whom?"," The purpose of this study was to identify predictors of parental restrictive mediation and to examine the effects of restrictive mediation on children’s internet use. Data were obtained through a survey of Korean children from fourth to ninth grade, and their parents. According to the findings, the age of a child, parental perception of the negative influence of the internet, parental perception of their child’s low self-control, and parental internet skills were significant predictors of restrictive mediation. Restrictive mediation was significantly associated with reduced online risks and reduced time spent online, and was not associated with addictive use. In particular, the effects of restrictive mediation on online time and online risks were greater for a child with low self-control. This study advances the understanding of the effects, predictors and moderators of restrictive mediation. ","",""
"2014","The influence of parental and peer attachment on Internet usage motives and addiction","The impact of parental and peer attachment on four Internet usage motives and Internet addiction was compared using path modelling of survey data from 1,577 adolescent Malaysian school students. The model accounted for 31 percent of Internet addiction score variance. Lesser parental attachment was associated with greater Internet addiction risk. Psychological escape motives were more strongly related to Internet addiction than other motives, and had the largest mediating effect upon the parental attachment–addiction relationship. Peer attachment was unrelated to addiction risk, its main influence on Internet usage motives being encouragement of use for social interaction. It is concluded that dysfunctional parental attachment has a greater influence than peer attachment upon the likelihood of adolescents becoming addicted to Internet–related activities. It is also concluded that the need to relieve dysphoria resulting from poor adolescent–parent relationships may be a major reason for Internet addiction, and that parents’ fostering of strong bonds with their children should reduce addiction risk.","",""
