"year","title","abstract","journal","doi"
"2015","Toxic femininity 4.0","This paper examines constructions of toxic femininity within fourth-wave feminism. Taking hashtag feminism as its focus, this article contends that charges of toxicity lobbed online reproduce divisive dynamics that have shaped earlier trends within feminist movements in the United States. It further suggests that Twitter, as a platform, amplifies deep discomfort with theories of intersectional feminism while shaping how normative gender is reproduced online.","",""
"2016","“You Need to Be Sorted Out With a Knife”: The Attempted Online Silencing of Women and People of Muslim Faith Within Academia"," Academics are increasingly expected to use social media to disseminate their work and knowledge to public audiences. Although this has various advantages, particularly for alternative forms of dissemination, the web can also be an unsafe space for typically oppressed or subordinated groups. This article presents two auto-ethnographic accounts of the abuse and hate academics researching oppressed groups, namely, women and people of Muslim faith, experienced online. In doing so, this article falls into four parts. The first section provides an overview of existing literature, particularly focusing on work which explores the violence and abuse of women and people of Muslim faith online. The second section considers the auto-ethnographic methodological approach adopted in this article. The third section provides the auto-ethnographic accounts of the author’s experiences of hate and abuse online. The final section locates these experiences within broader theoretical concepts, such as silencing, and considers possible implications of such online hate in both an academic context and beyond. ","",""
"2017","Feminist Digilante Responses to a Slut-Shaming on Facebook"," This article examines feminist digilantism in response to the “slut-shaming” of an Australian woman on Facebook in 2015. The activism is used to highlight the nature and significance of the feminist pushback against the worsening problem of cyber violence against women and girls (cyber VAWG). This article builds on my previous research into feminist digilantism and is part of a much larger, mixed-methods, multi-modal study into gendered cyberhate. It uses approaches from Internet historiography, ethnography, and netnography, alongside data drawn from qualitative interviews. Sufficient evidence is available to support the broad argument that the feminist digilantism involved in the case study under analysis was efficacious as well as ethically justified given the dearth of institutional interventions. That said, I demonstrate that while such activism has benefits, it also has risks and disadvantages, and raises ethical issues. This critique of digilantism is not intended as yet another type of victim blaming which suggests the activist responses of cyberhate targets are flawed. Instead, my case is that appraising the efficacy and ethics of such forms of extrajudicial activism should take place within a framing acknowledging that these actions are primarily diagnostic of rather than a solution to cyber VAWG. As such, the increasing prevalence and strength of feminist digilantism lends further support to the case that gendered cyberhate is a problem demanding urgent and multifaceted intervention. ","",""
"2018","#IAmNotAfraidToSayIt: stories of sexual violence as everyday political speech on Facebook","ABSTRACT The debate about the power and influence of networked publics often focuses on large-scale political events, activist campaigns and protest activity – the more visible forms of political engagement. On the other hand, digitally mediated activism is often questioned and sometimes derided as a lesser form of dissent, as it is easier to engage in, highly affective, and offers few assurances of sustainability of the change it calls for. But what about everyday political speech online, where social media platforms can contribute to a personalisation of politics? Can social media users express their views online and make a difference? This paper analyses around 3500 Facebook posts stemming from the #ЯНеБоюсьСказати (Ukrainian for #IAmNotAfraidToSayIt) online campaign that was started in the Ukrainian segment of Facebook in July 2016 by a local activist to raise awareness of how widespread sexual violence and sexual harassment are in the Ukrainian society. The paper argues that networked conversations about everyday rights and affective stories about shared experiences of injustice, underpinned by the affordances of social media platforms for sharing and discussing information and participating in everyday politics, can emerge as viable forms of networked feminist activism and can have real impact on the discursive status quo of an issue, both in the digital sphere and beyond it.","",""
"2018","Platform vulnerabilities: harassment and misogynoir in the digital attack on Leslie Jones","ABSTRACT In the summer of 2016, racist, misogynistic harassers attacked comedienne Leslie Jones on Twitter and on her personal website, which they hacked and flooded with sexist and racist imagery stolen largely from her personal accounts. Through a multiplatform discourse analysis of the Leslie Jones attack, this paper examines the connections between platform vulnerabilities and the vulnerabilities of women of color, as well as the links between the rise of the alt-right and an increase in explicitly racist, misogynistic behaviors. Three key themes emerged from the analysis: messages of support and affirmation; the need for intervention; and the connection between this incident, systemic racism and sexism, and the rise of the alt-right. These themes serve as a bridge between the vulnerabilities of platforms and of women of color in those digital spaces and beyond. The supportive awareness campaigns and calls to action that issue publics launched online attempted to discursively ‘patch’ two perceived vulnerabilities – of Twitter as a platform and of Jones herself. However, in response to these ‘patches,’ members of the alt-right condemned Twitter and mainstream media for marginalizing their conservative voices, using this discourse to bolster their performance of victimization and oppression. Overall, this case study provides insight into the dynamics at work in the rise of the alt-right and online harassment, with particular attention to the significance of digital media, celebrity, and popular feminism in the ongoing political shifts in the United States.","",""
"2018","Bitch, slut, skank, cunt: patterned resistance to women’s visibility in digital publics","ABSTRACT Resistance to women’s public voice and visibility via street harassment and workplace sexual harassment have long constrained women’s use of and comfort in physical public spaces; this gender-based resistance now extends into digital arenas. Women face extreme hostility in the form of digital sexism in discussion rooms, comment sections, gaming communities, and on social media platforms. Reflecting on two years of in-depth interviews with women who have been on the receiving end of gender-based digital abuse (n = 38), conversations with industry professionals working in content moderation and digital safety, the extant literature, and news stories about digital attacks against women, I offer a lens to think through the prominent patterns in digital sexism, showing (1) that aggressors draw upon three overlapping strategies – intimidating, shaming, and discrediting – to limit women’s impact in digital publics, (2) the way femininity and femaleness are used to undermine women’s contributions, and (3) men call attention to women’s physicality as a way to pull gender – and the male advantage that comes with it – to the fore in digital exchanges. Finally, I argue that when digital sexism succeeds in pressing women out of digital spaces, constrains the topics they address publicly, or limits the ways they address them, we must consider the democratic costs of gender-based harassment, in addition to the personal ones.","",""
"2018","#GirlsLikeUs: Trans advocacy and community building online"," In this research, we examine the advocacy and community building of transgender women on Twitter through methods of network and discourse analysis and the theory of networked counterpublics. By highlighting the network structure and discursive meaning making of the #GirlsLikeUs network, we argue that the digital labor of trans women, especially trans women of color, represents the vanguard of struggles over self-definition. We find that trans women on Twitter, led by Janet Mock and Laverne Cox, and in response to histories of misrepresentation and ongoing marginalization and violence, deliberately curate an intersectional networked counterpublic that works to legitimize and support trans identities and advocate for trans autonomy in larger publics and counterpublics. ","",""
"2018","Fighting for recognition: Online abuse of women bloggers in Germany, Switzerland, the United Kingdom, and the United States"," Women who blog about politics or identify as feminist in Germany, Switzerland, the United Kingdom, and the United States face great risks of online abuse. In-depth interviews with 109 bloggers who write about feminisms, family, and/or maternity politics revealed that 73.4% had negative experiences due to blogging and/or social media use. Most of these negative experiences involved not only abusive comments but also stalking, trolls, rape threats, death threats, and unpleasant offline encounters. Response strategies included moderating comments, exposing abuse, adaptation, and solidarity. I argue that the democratic potential of social media in democracies remains haphazard because online abuse is not fully recognized as entangling online and offline communication, constituted and constructed through technological, legal, social, and cultural factors. Using the theoretical approaches of digital feminisms, I call for more systematic empirical work on global recognition of online abuse as punishable crime. ","",""
"2018","Racial justice activist hashtags: Counterpublics and discourse circulation"," Using critical discourse analysis and network analysis, I address how racial justice activist hashtags #NotYourAsianSideKick and #SolidarityisforWhiteWomen circulate discourse across networked online publics within and outside Twitter. These hashtags showcase relationships between feminist online publics, demonstrate ways that hashtags circulate racial justice discourse, and exemplify the fluidity and intersectionality of racialized and feminist online publics. I draw on critical technocultural discourse analysis (CTDA) (Brock, 2012) as my technique in order to examine the hashtag’s discursivity. In order to analyze message spread and network relationships, I then provide a network analysis that illustrates message circulation in online feminist spheres. ","",""
"2018","<i>Gaali</i> cultures: The politics of abusive exchange on social media"," On the rapidly expanding social media in India, online users are witness to a routine exchange of abusive terms and accusations with choicest swearwords hurled even for the seemingly non-inflammatory political debates. This article draws upon anthropology of insult to uncover the distinctness, if at all, of online abuse as a means for political participation as well as for the encumbering it provokes and relations of domination it reproduces as a result. In so doing, the article critiques the conception of ludic as anti-hegemonic in the Bakhtin tradition, and develops an emic term “gaali” to signal the blurred boundaries between comedy, insult, shame, and abuse emerging on online media, which also incite gendered forms of intimidation. Gaali, it argues, is best conceptualized through the metaphor of “sound” as distinct from what recent new media studies theorize as “voice.” ","",""
